Episodes,P1-Win,P1-Lose,P1-Draw,P2-Win,P2-Lose,P2-Draw
0,0.79,0.17,0.04,0.42,0.54,0.04
10,0.75,0.17,0.08,0.58,0.31,0.11
20,0.72,0.2,0.08,0.56,0.31,0.13
30,0.69,0.19,0.12,0.45,0.41,0.14
40,0.74,0.14,0.12,0.54,0.34,0.12
50,0.81,0.11,0.08,0.47,0.39,0.14
60,0.7,0.12,0.18,0.51,0.43,0.06
70,0.82,0.07,0.11,0.49,0.39,0.12
80,0.79,0.14,0.07,0.42,0.5,0.08
90,0.75,0.1,0.15,0.47,0.43,0.1
100,0.78,0.09,0.13,0.42,0.47,0.11
110,0.79,0.14,0.07,0.45,0.48,0.07
120,0.84,0.07,0.09,0.53,0.38,0.09
130,0.87,0.08,0.05,0.53,0.34,0.13
140,0.83,0.1,0.07,0.5,0.41,0.09
150,0.78,0.08,0.14,0.58,0.37,0.05
160,0.64,0.14,0.22,0.58,0.36,0.06
170,0.66,0.15,0.19,0.68,0.28,0.04
180,0.82,0.11,0.07,0.5,0.37,0.13
190,0.82,0.07,0.11,0.66,0.26,0.08
200,0.76,0.14,0.1,0.49,0.36,0.15
210,0.82,0.11,0.07,0.52,0.35,0.13
220,0.84,0.09,0.07,0.53,0.36,0.11
230,0.8,0.11,0.09,0.62,0.26,0.12
240,0.83,0.1,0.07,0.63,0.28,0.09
250,0.8,0.12,0.08,0.58,0.28,0.14
260,0.76,0.15,0.09,0.5,0.36,0.14
270,0.83,0.07,0.1,0.6,0.29,0.11
280,0.81,0.09,0.1,0.54,0.29,0.17
290,0.83,0.14,0.03,0.55,0.3,0.15
300,0.92,0.04,0.04,0.66,0.22,0.12
310,0.77,0.11,0.12,0.61,0.23,0.16
320,0.84,0.08,0.08,0.67,0.18,0.15
330,0.85,0.11,0.04,0.51,0.36,0.13
340,0.75,0.16,0.09,0.61,0.25,0.14
350,0.82,0.11,0.07,0.53,0.27,0.2
360,0.8,0.11,0.09,0.59,0.32,0.09
370,0.84,0.1,0.06,0.51,0.35,0.14
380,0.85,0.07,0.08,0.61,0.26,0.13
390,0.84,0.12,0.04,0.53,0.34,0.13
400,0.79,0.11,0.1,0.57,0.31,0.12
410,0.86,0.08,0.06,0.49,0.39,0.12
420,0.84,0.11,0.05,0.43,0.45,0.12
430,0.87,0.09,0.04,0.36,0.49,0.15
440,0.79,0.17,0.04,0.44,0.39,0.17
450,0.79,0.12,0.09,0.46,0.42,0.12
460,0.75,0.17,0.08,0.48,0.37,0.15
470,0.85,0.08,0.07,0.45,0.48,0.07
480,0.82,0.12,0.06,0.47,0.28,0.25
490,0.86,0.08,0.06,0.44,0.33,0.23
500,0.8,0.09,0.11,0.31,0.48,0.21
510,0.87,0.09,0.04,0.54,0.27,0.19
520,0.77,0.14,0.09,0.34,0.39,0.27
530,0.87,0.08,0.05,0.43,0.36,0.21
540,0.79,0.1,0.11,0.55,0.22,0.23
550,0.84,0.12,0.04,0.46,0.35,0.19
560,0.79,0.15,0.06,0.51,0.26,0.23
570,0.79,0.15,0.06,0.54,0.25,0.21
580,0.88,0.09,0.03,0.48,0.25,0.27
590,0.8,0.1,0.1,0.52,0.35,0.13
600,0.85,0.1,0.05,0.53,0.34,0.13
610,0.77,0.1,0.13,0.47,0.31,0.22
620,0.78,0.19,0.03,0.51,0.35,0.14
630,0.72,0.18,0.1,0.53,0.39,0.08
640,0.81,0.13,0.06,0.38,0.52,0.1
650,0.85,0.12,0.03,0.52,0.35,0.13
660,0.85,0.07,0.08,0.5,0.42,0.08
670,0.81,0.13,0.06,0.42,0.4,0.18
680,0.82,0.13,0.05,0.49,0.4,0.11
690,0.89,0.05,0.06,0.46,0.29,0.25
700,0.82,0.14,0.04,0.58,0.24,0.18
710,0.77,0.15,0.08,0.52,0.38,0.1
720,0.84,0.09,0.07,0.49,0.35,0.16
730,0.81,0.16,0.03,0.5,0.36,0.14
740,0.86,0.08,0.06,0.64,0.18,0.18
750,0.8,0.16,0.04,0.55,0.25,0.2
760,0.8,0.08,0.12,0.62,0.24,0.14
770,0.8,0.14,0.06,0.62,0.25,0.13
780,0.8,0.11,0.09,0.56,0.27,0.17
790,0.85,0.09,0.06,0.53,0.23,0.24
800,0.83,0.13,0.04,0.47,0.33,0.2
810,0.87,0.07,0.06,0.54,0.3,0.16
820,0.84,0.12,0.04,0.6,0.24,0.16
830,0.8,0.1,0.1,0.57,0.24,0.19
840,0.81,0.11,0.08,0.52,0.33,0.15
850,0.82,0.15,0.03,0.54,0.24,0.22
860,0.83,0.12,0.05,0.6,0.24,0.16
870,0.86,0.06,0.08,0.54,0.29,0.17
880,0.84,0.1,0.06,0.54,0.24,0.22
890,0.75,0.14,0.11,0.46,0.37,0.17
900,0.92,0.02,0.06,0.58,0.21,0.21
910,0.88,0.04,0.08,0.51,0.35,0.14
920,0.89,0.05,0.06,0.62,0.24,0.14
930,0.89,0.08,0.03,0.62,0.22,0.16
940,0.87,0.09,0.04,0.62,0.2,0.18
950,0.79,0.12,0.09,0.48,0.34,0.18
960,0.82,0.08,0.1,0.64,0.27,0.09
970,0.87,0.08,0.05,0.59,0.26,0.15
980,0.9,0.06,0.04,0.54,0.36,0.1
990,0.85,0.1,0.05,0.54,0.4,0.06
1000,0.91,0.06,0.03,0.65,0.26,0.09
