Episodes,P1-Win,P1-Lose,P1-Draw,P2-Win,P2-Lose,P2-Draw
0,0.81,0.14,0.05,0.53,0.42,0.05
10,0.81,0.15,0.04,0.25,0.68,0.07
20,0.8,0.15,0.05,0.3,0.57,0.13
30,0.87,0.1,0.03,0.2,0.62,0.18
40,0.79,0.14,0.07,0.21,0.75,0.04
50,0.78,0.15,0.07,0.28,0.62,0.1
60,0.87,0.08,0.05,0.21,0.75,0.04
70,0.83,0.09,0.08,0.32,0.63,0.05
80,0.81,0.13,0.06,0.26,0.7,0.04
90,0.88,0.03,0.09,0.26,0.7,0.04
100,0.84,0.06,0.1,0.2,0.75,0.05
110,0.82,0.08,0.1,0.26,0.73,0.01
120,0.84,0.07,0.09,0.31,0.67,0.02
130,0.88,0.08,0.04,0.24,0.72,0.04
140,0.91,0.03,0.06,0.32,0.64,0.04
150,0.85,0.11,0.04,0.29,0.58,0.13
160,0.81,0.12,0.07,0.38,0.5,0.12
170,0.78,0.17,0.05,0.34,0.51,0.15
180,0.82,0.11,0.07,0.45,0.36,0.19
190,0.81,0.13,0.06,0.31,0.46,0.23
200,0.82,0.11,0.07,0.27,0.52,0.21
210,0.81,0.1,0.09,0.44,0.38,0.18
220,0.83,0.09,0.08,0.51,0.31,0.18
230,0.87,0.11,0.02,0.42,0.47,0.11
240,0.83,0.11,0.06,0.46,0.33,0.21
250,0.83,0.11,0.06,0.51,0.32,0.17
260,0.81,0.11,0.08,0.43,0.42,0.15
270,0.87,0.07,0.06,0.33,0.43,0.24
280,0.78,0.19,0.03,0.43,0.43,0.14
290,0.81,0.14,0.05,0.41,0.39,0.2
300,0.81,0.13,0.06,0.47,0.4,0.13
310,0.77,0.15,0.08,0.46,0.36,0.18
320,0.78,0.13,0.09,0.4,0.42,0.18
330,0.83,0.11,0.06,0.47,0.38,0.15
340,0.88,0.08,0.04,0.43,0.44,0.13
350,0.76,0.15,0.09,0.46,0.43,0.11
360,0.84,0.13,0.03,0.43,0.37,0.2
370,0.69,0.24,0.07,0.56,0.32,0.12
380,0.86,0.1,0.04,0.44,0.41,0.15
390,0.84,0.1,0.06,0.46,0.37,0.17
400,0.83,0.13,0.04,0.53,0.36,0.11
410,0.83,0.12,0.05,0.58,0.32,0.1
420,0.88,0.07,0.05,0.44,0.41,0.15
430,0.81,0.11,0.08,0.48,0.27,0.25
440,0.83,0.11,0.06,0.57,0.24,0.19
450,0.83,0.12,0.05,0.5,0.34,0.16
460,0.81,0.09,0.1,0.52,0.29,0.19
470,0.81,0.1,0.09,0.49,0.24,0.27
480,0.75,0.17,0.08,0.47,0.33,0.2
490,0.86,0.08,0.06,0.47,0.27,0.26
500,0.83,0.12,0.05,0.57,0.29,0.14
510,0.78,0.15,0.07,0.57,0.36,0.07
520,0.82,0.12,0.06,0.57,0.36,0.07
530,0.74,0.17,0.09,0.52,0.42,0.06
540,0.83,0.1,0.07,0.5,0.37,0.13
550,0.79,0.1,0.11,0.47,0.4,0.13
560,0.84,0.09,0.07,0.5,0.27,0.23
570,0.78,0.13,0.09,0.52,0.33,0.15
580,0.8,0.15,0.05,0.53,0.31,0.16
590,0.89,0.06,0.05,0.52,0.36,0.12
600,0.89,0.05,0.06,0.59,0.25,0.16
610,0.71,0.15,0.14,0.53,0.39,0.08
620,0.77,0.15,0.08,0.54,0.42,0.04
630,0.86,0.07,0.07,0.46,0.38,0.16
640,0.89,0.04,0.07,0.58,0.33,0.09
650,0.78,0.12,0.1,0.51,0.34,0.15
660,0.85,0.09,0.06,0.59,0.32,0.09
670,0.83,0.05,0.12,0.57,0.33,0.1
680,0.79,0.14,0.07,0.6,0.33,0.07
690,0.85,0.05,0.1,0.54,0.36,0.1
700,0.87,0.08,0.05,0.6,0.2,0.2
710,0.84,0.05,0.11,0.56,0.29,0.15
720,0.8,0.11,0.09,0.72,0.17,0.11
730,0.84,0.08,0.08,0.55,0.29,0.16
740,0.77,0.15,0.08,0.49,0.4,0.11
750,0.82,0.1,0.08,0.48,0.36,0.16
760,0.81,0.09,0.1,0.59,0.29,0.12
770,0.78,0.13,0.09,0.56,0.31,0.13
780,0.86,0.08,0.06,0.57,0.33,0.1
790,0.8,0.1,0.1,0.56,0.34,0.1
800,0.86,0.1,0.04,0.6,0.25,0.15
810,0.82,0.1,0.08,0.56,0.31,0.13
820,0.83,0.09,0.08,0.63,0.25,0.12
830,0.84,0.09,0.07,0.55,0.29,0.16
840,0.84,0.1,0.06,0.69,0.17,0.14
850,0.81,0.15,0.04,0.45,0.4,0.15
860,0.76,0.2,0.04,0.56,0.3,0.14
870,0.71,0.19,0.1,0.55,0.37,0.08
880,0.82,0.09,0.09,0.53,0.29,0.18
890,0.86,0.1,0.04,0.54,0.34,0.12
900,0.84,0.08,0.08,0.62,0.29,0.09
910,0.93,0.05,0.02,0.52,0.3,0.18
920,0.81,0.13,0.06,0.65,0.19,0.16
930,0.87,0.09,0.04,0.54,0.36,0.1
940,0.81,0.1,0.09,0.57,0.33,0.1
950,0.8,0.14,0.06,0.55,0.37,0.08
960,0.84,0.11,0.05,0.57,0.27,0.16
970,0.8,0.16,0.04,0.52,0.44,0.04
980,0.82,0.15,0.03,0.59,0.33,0.08
990,0.84,0.07,0.09,0.6,0.39,0.01
1000,0.76,0.15,0.09,0.55,0.35,0.1
