Episodes,P1-Win,P1-Lose,P1-Draw,P2-Win,P2-Lose,P2-Draw
0,0.83,0.16,0.01,0.39,0.57,0.04
10,0.81,0.06,0.13,0.09,0.89,0.02
20,0.88,0.03,0.09,0.14,0.82,0.04
30,0.89,0.03,0.08,0.18,0.79,0.03
40,0.84,0.04,0.12,0.16,0.81,0.03
50,0.78,0.07,0.15,0.1,0.85,0.05
60,0.89,0.07,0.04,0.08,0.88,0.04
70,0.88,0.06,0.06,0.17,0.83,0
80,0.89,0.05,0.06,0.21,0.75,0.04
90,0.94,0,0.06,0.22,0.76,0.02
100,0.91,0.04,0.05,0.25,0.75,0
110,0.89,0.04,0.07,0.48,0.49,0.03
120,0.9,0.01,0.09,0.36,0.62,0.02
130,0.93,0.03,0.04,0.37,0.62,0.01
140,0.87,0.07,0.06,0.4,0.56,0.04
150,0.91,0.05,0.04,0.49,0.49,0.02
160,0.75,0.09,0.16,0.49,0.51,0
170,0.8,0.07,0.13,0.42,0.57,0.01
180,0.89,0.05,0.06,0.5,0.43,0.07
190,0.88,0.05,0.07,0.46,0.52,0.02
200,0.87,0.09,0.04,0.5,0.49,0.01
210,0.68,0.1,0.22,0.62,0.34,0.04
220,0.68,0.21,0.11,0.58,0.36,0.06
230,0.64,0.23,0.13,0.53,0.41,0.06
240,0.73,0.13,0.14,0.46,0.51,0.03
250,0.76,0.14,0.1,0.54,0.43,0.03
260,0.71,0.18,0.11,0.45,0.47,0.08
270,0.69,0.2,0.11,0.48,0.49,0.03
280,0.84,0.07,0.09,0.58,0.39,0.03
290,0.82,0.1,0.08,0.63,0.34,0.03
300,0.81,0.08,0.11,0.57,0.39,0.04
310,0.91,0.07,0.02,0.52,0.47,0.01
320,0.87,0.07,0.06,0.58,0.37,0.05
330,0.87,0.09,0.04,0.58,0.38,0.04
340,0.79,0.11,0.1,0.57,0.38,0.05
350,0.76,0.14,0.1,0.57,0.41,0.02
360,0.82,0.07,0.11,0.51,0.46,0.03
370,0.74,0.1,0.16,0.68,0.32,0
380,0.86,0.06,0.08,0.56,0.4,0.04
390,0.72,0.12,0.16,0.58,0.4,0.02
400,0.89,0.05,0.06,0.62,0.3,0.08
410,0.91,0.02,0.07,0.53,0.38,0.09
420,0.83,0.09,0.08,0.61,0.36,0.03
430,0.77,0.14,0.09,0.63,0.28,0.09
440,0.81,0.12,0.07,0.61,0.29,0.1
450,0.8,0.17,0.03,0.63,0.32,0.05
460,0.7,0.18,0.12,0.59,0.36,0.05
470,0.79,0.08,0.13,0.6,0.37,0.03
480,0.75,0.1,0.15,0.58,0.34,0.08
490,0.81,0.12,0.07,0.58,0.37,0.05
500,0.9,0.08,0.02,0.55,0.42,0.03
510,0.72,0.18,0.1,0.61,0.36,0.03
520,0.78,0.16,0.06,0.61,0.38,0.01
530,0.9,0.07,0.03,0.66,0.29,0.05
540,0.83,0.1,0.07,0.6,0.38,0.02
550,0.89,0.08,0.03,0.51,0.36,0.13
560,0.89,0.09,0.02,0.71,0.21,0.08
570,0.85,0.07,0.08,0.69,0.23,0.08
580,0.86,0.07,0.07,0.71,0.24,0.05
590,0.82,0.11,0.07,0.52,0.4,0.08
600,0.9,0.05,0.05,0.53,0.38,0.09
610,0.83,0.09,0.08,0.63,0.28,0.09
620,0.84,0.09,0.07,0.68,0.29,0.03
630,0.9,0.09,0.01,0.56,0.36,0.08
640,0.87,0.07,0.06,0.62,0.28,0.1
650,0.88,0.11,0.01,0.56,0.39,0.05
660,0.79,0.1,0.11,0.59,0.33,0.08
670,0.9,0.07,0.03,0.67,0.23,0.1
680,0.84,0.11,0.05,0.68,0.27,0.05
690,0.81,0.12,0.07,0.66,0.27,0.07
700,0.86,0.12,0.02,0.65,0.26,0.09
710,0.84,0.12,0.04,0.59,0.32,0.09
720,0.76,0.18,0.06,0.6,0.35,0.05
730,0.88,0.1,0.02,0.65,0.24,0.11
740,0.85,0.11,0.04,0.69,0.27,0.04
750,0.86,0.1,0.04,0.68,0.29,0.03
760,0.87,0.11,0.02,0.65,0.23,0.12
770,0.92,0.07,0.01,0.51,0.37,0.12
780,0.85,0.13,0.02,0.64,0.28,0.08
790,0.78,0.16,0.06,0.66,0.29,0.05
800,0.81,0.12,0.07,0.71,0.26,0.03
810,0.83,0.15,0.02,0.59,0.34,0.07
820,0.79,0.14,0.07,0.51,0.41,0.08
830,0.78,0.18,0.04,0.57,0.33,0.1
840,0.76,0.18,0.06,0.58,0.31,0.11
850,0.84,0.09,0.07,0.57,0.33,0.1
860,0.86,0.1,0.04,0.59,0.34,0.07
870,0.85,0.11,0.04,0.67,0.24,0.09
880,0.88,0.07,0.05,0.6,0.36,0.04
890,0.84,0.12,0.04,0.61,0.24,0.15
900,0.77,0.2,0.03,0.62,0.31,0.07
910,0.71,0.22,0.07,0.62,0.29,0.09
920,0.69,0.22,0.09,0.59,0.29,0.12
930,0.72,0.21,0.07,0.63,0.25,0.12
940,0.79,0.07,0.14,0.72,0.18,0.1
950,0.71,0.12,0.17,0.63,0.29,0.08
960,0.76,0.11,0.13,0.63,0.32,0.05
970,0.79,0.11,0.1,0.65,0.28,0.07
980,0.8,0.13,0.07,0.62,0.31,0.07
990,0.78,0.15,0.07,0.61,0.28,0.11
1000,0.8,0.14,0.06,0.61,0.33,0.06
