Episodes,P1-Win,P1-Lose,P1-Draw,P2-Win,P2-Lose,P2-Draw
0,0.76,0.13,0.11,0.45,0.52,0.03
10,0.91,0.03,0.06,0.17,0.7,0.13
20,0.9,0.04,0.06,0.15,0.85,0
30,0.86,0.07,0.07,0.13,0.87,0
40,0.79,0.09,0.12,0.2,0.8,0
50,0.85,0.08,0.07,0.2,0.79,0.01
60,0.87,0.05,0.08,0.16,0.84,0
70,0.78,0.07,0.15,0.26,0.74,0
80,0.82,0.07,0.11,0.55,0.44,0.01
90,0.8,0.12,0.08,0.39,0.54,0.07
100,0.84,0.13,0.03,0.39,0.45,0.16
110,0.82,0.15,0.03,0.61,0.28,0.11
120,0.85,0.05,0.1,0.65,0.25,0.1
130,0.84,0.08,0.08,0.47,0.48,0.05
140,0.85,0.11,0.04,0.55,0.42,0.03
150,0.9,0.04,0.06,0.61,0.38,0.01
160,0.9,0.06,0.04,0.52,0.44,0.04
170,0.88,0.02,0.1,0.59,0.4,0.01
180,0.86,0.06,0.08,0.52,0.44,0.04
190,0.92,0.03,0.05,0.38,0.61,0.01
200,0.87,0.07,0.06,0.64,0.33,0.03
210,0.89,0.07,0.04,0.56,0.37,0.07
220,0.87,0.08,0.05,0.58,0.4,0.02
230,0.85,0.1,0.05,0.55,0.43,0.02
240,0.91,0.08,0.01,0.58,0.36,0.06
250,0.91,0.08,0.01,0.55,0.39,0.06
260,0.88,0.09,0.03,0.62,0.33,0.05
270,0.82,0.09,0.09,0.65,0.3,0.05
280,0.8,0.15,0.05,0.52,0.46,0.02
290,0.87,0.05,0.08,0.56,0.38,0.06
300,0.89,0.03,0.08,0.61,0.35,0.04
310,0.9,0.03,0.07,0.64,0.29,0.07
320,0.87,0.07,0.06,0.6,0.35,0.05
330,0.97,0.01,0.02,0.58,0.36,0.06
340,0.9,0.07,0.03,0.63,0.33,0.04
350,0.88,0.07,0.05,0.49,0.46,0.05
360,0.93,0.03,0.04,0.56,0.4,0.04
370,0.78,0.09,0.13,0.54,0.38,0.08
380,0.9,0.08,0.02,0.68,0.27,0.05
390,0.77,0.14,0.09,0.73,0.2,0.07
400,0.76,0.06,0.18,0.66,0.24,0.1
410,0.78,0.08,0.14,0.55,0.29,0.16
420,0.79,0.17,0.04,0.62,0.28,0.1
430,0.79,0.14,0.07,0.57,0.31,0.12
440,0.71,0.15,0.14,0.59,0.31,0.1
450,0.73,0.12,0.15,0.69,0.18,0.13
460,0.75,0.11,0.14,0.57,0.31,0.12
470,0.74,0.13,0.13,0.71,0.25,0.04
480,0.57,0.26,0.17,0.65,0.24,0.11
490,0.81,0.11,0.08,0.63,0.34,0.03
500,0.85,0.07,0.08,0.51,0.36,0.13
510,0.9,0.05,0.05,0.63,0.26,0.11
520,0.86,0.05,0.09,0.59,0.32,0.09
530,0.66,0.18,0.16,0.57,0.3,0.13
540,0.77,0.14,0.09,0.51,0.34,0.15
550,0.82,0.05,0.13,0.67,0.26,0.07
560,0.87,0.03,0.1,0.63,0.26,0.11
570,0.81,0.13,0.06,0.56,0.34,0.1
580,0.87,0.07,0.06,0.6,0.36,0.04
590,0.81,0.12,0.07,0.62,0.34,0.04
600,0.81,0.11,0.08,0.61,0.34,0.05
610,0.88,0.08,0.04,0.65,0.28,0.07
620,0.84,0.09,0.07,0.67,0.21,0.12
630,0.93,0.01,0.06,0.64,0.31,0.05
640,0.86,0.08,0.06,0.6,0.33,0.07
650,0.91,0.07,0.02,0.62,0.33,0.05
660,0.77,0.16,0.07,0.61,0.28,0.11
670,0.77,0.18,0.05,0.66,0.21,0.13
680,0.8,0.15,0.05,0.65,0.22,0.13
690,0.95,0.05,0,0.66,0.22,0.12
700,0.89,0.03,0.08,0.62,0.28,0.1
710,0.86,0.09,0.05,0.55,0.33,0.12
720,0.86,0.08,0.06,0.48,0.35,0.17
730,0.81,0.08,0.11,0.52,0.38,0.1
740,0.83,0.11,0.06,0.59,0.3,0.11
750,0.87,0.09,0.04,0.58,0.25,0.17
760,0.85,0.12,0.03,0.5,0.35,0.15
770,0.95,0,0.05,0.64,0.24,0.12
780,0.91,0.03,0.06,0.57,0.23,0.2
790,0.79,0.1,0.11,0.56,0.28,0.16
800,0.93,0.03,0.04,0.65,0.2,0.15
810,0.85,0.03,0.12,0.58,0.28,0.14
820,0.92,0.03,0.05,0.69,0.21,0.1
830,0.9,0.07,0.03,0.59,0.27,0.14
840,0.93,0.05,0.02,0.56,0.32,0.12
850,0.9,0.04,0.06,0.71,0.17,0.12
860,0.95,0.02,0.03,0.55,0.33,0.12
870,0.91,0.05,0.04,0.69,0.23,0.08
880,0.97,0.01,0.02,0.55,0.3,0.15
890,0.93,0.02,0.05,0.6,0.32,0.08
900,0.93,0.02,0.05,0.62,0.28,0.1
910,0.92,0.05,0.03,0.57,0.38,0.05
920,0.89,0.1,0.01,0.63,0.24,0.13
930,0.93,0.07,0,0.56,0.29,0.15
940,0.93,0.02,0.05,0.6,0.32,0.08
950,0.94,0.06,0,0.61,0.25,0.14
960,0.86,0.14,0,0.56,0.23,0.21
970,0.92,0.06,0.02,0.56,0.33,0.11
980,0.91,0.05,0.04,0.57,0.36,0.07
990,0.85,0.07,0.08,0.63,0.26,0.11
1000,0.92,0.02,0.06,0.56,0.3,0.14
