Episodes,P1-Win,P1-Lose,P1-Draw,P2-Win,P2-Lose,P2-Draw
0,0.77,0.17,0.06,0.45,0.53,0.02
10,0.91,0.05,0.04,0.11,0.85,0.04
20,0.84,0.09,0.07,0.08,0.91,0.01
30,0.85,0.11,0.04,0.18,0.81,0.01
40,0.82,0.08,0.1,0.28,0.69,0.03
50,0.83,0.08,0.09,0.5,0.45,0.05
60,0.72,0.21,0.07,0.48,0.5,0.02
70,0.87,0.05,0.08,0.47,0.45,0.08
80,0.86,0.08,0.06,0.59,0.37,0.04
90,0.87,0.05,0.08,0.61,0.34,0.05
100,0.9,0.03,0.07,0.53,0.41,0.06
110,0.8,0.09,0.11,0.64,0.31,0.05
120,0.85,0.09,0.06,0.62,0.35,0.03
130,0.9,0.07,0.03,0.72,0.25,0.03
140,0.91,0.03,0.06,0.56,0.43,0.01
150,0.88,0.07,0.05,0.76,0.2,0.04
160,0.89,0.07,0.04,0.66,0.33,0.01
170,0.89,0.08,0.03,0.66,0.25,0.09
180,0.89,0.06,0.05,0.58,0.36,0.06
190,0.89,0.03,0.08,0.56,0.37,0.07
200,0.91,0.04,0.05,0.55,0.38,0.07
210,0.72,0.16,0.12,0.62,0.31,0.07
220,0.7,0.19,0.11,0.58,0.33,0.09
230,0.64,0.17,0.19,0.58,0.35,0.07
240,0.59,0.23,0.18,0.54,0.42,0.04
250,0.68,0.18,0.14,0.54,0.28,0.18
260,0.78,0.13,0.09,0.57,0.32,0.11
270,0.79,0.12,0.09,0.59,0.3,0.11
280,0.66,0.21,0.13,0.59,0.33,0.08
290,0.63,0.19,0.18,0.59,0.33,0.08
300,0.74,0.11,0.15,0.6,0.32,0.08
310,0.79,0.11,0.1,0.57,0.29,0.14
320,0.73,0.18,0.09,0.69,0.25,0.06
330,0.7,0.22,0.08,0.66,0.25,0.09
340,0.8,0.14,0.06,0.63,0.31,0.06
350,0.65,0.27,0.08,0.59,0.35,0.06
360,0.66,0.22,0.12,0.68,0.25,0.07
370,0.73,0.18,0.09,0.59,0.33,0.08
380,0.79,0.14,0.07,0.65,0.26,0.09
390,0.76,0.15,0.09,0.57,0.28,0.15
400,0.73,0.16,0.11,0.62,0.28,0.1
410,0.83,0.1,0.07,0.63,0.21,0.16
420,0.73,0.19,0.08,0.57,0.28,0.15
430,0.88,0.04,0.08,0.55,0.39,0.06
440,0.82,0.16,0.02,0.74,0.21,0.05
450,0.83,0.1,0.07,0.61,0.24,0.15
460,0.84,0.08,0.08,0.56,0.34,0.1
470,0.83,0.13,0.04,0.56,0.32,0.12
480,0.91,0.02,0.07,0.49,0.35,0.16
490,0.81,0.13,0.06,0.62,0.24,0.14
500,0.84,0.13,0.03,0.57,0.34,0.09
510,0.81,0.13,0.06,0.6,0.35,0.05
520,0.89,0.05,0.06,0.51,0.39,0.1
530,0.89,0.06,0.05,0.59,0.36,0.05
540,0.85,0.08,0.07,0.55,0.36,0.09
550,0.88,0.1,0.02,0.66,0.27,0.07
560,0.79,0.14,0.07,0.67,0.27,0.06
570,0.9,0.07,0.03,0.64,0.28,0.08
580,0.91,0.08,0.01,0.76,0.18,0.06
590,0.87,0.11,0.02,0.69,0.25,0.06
600,0.82,0.14,0.04,0.61,0.27,0.12
610,0.82,0.15,0.03,0.67,0.3,0.03
620,0.83,0.1,0.07,0.63,0.34,0.03
630,0.78,0.11,0.11,0.59,0.37,0.04
640,0.74,0.18,0.08,0.68,0.23,0.09
650,0.82,0.14,0.04,0.62,0.27,0.11
660,0.75,0.18,0.07,0.64,0.31,0.05
670,0.78,0.15,0.07,0.71,0.27,0.02
680,0.71,0.21,0.08,0.59,0.35,0.06
690,0.87,0.09,0.04,0.5,0.45,0.05
700,0.7,0.28,0.02,0.61,0.33,0.06
710,0.77,0.2,0.03,0.68,0.28,0.04
720,0.87,0.11,0.02,0.74,0.18,0.08
730,0.78,0.17,0.05,0.68,0.28,0.04
740,0.77,0.21,0.02,0.65,0.25,0.1
750,0.85,0.11,0.04,0.57,0.34,0.09
760,0.77,0.16,0.07,0.6,0.35,0.05
770,0.82,0.16,0.02,0.54,0.38,0.08
780,0.79,0.13,0.08,0.66,0.29,0.05
790,0.82,0.1,0.08,0.59,0.36,0.05
800,0.87,0.11,0.02,0.63,0.29,0.08
810,0.81,0.13,0.06,0.68,0.26,0.06
820,0.83,0.12,0.05,0.69,0.26,0.05
830,0.8,0.15,0.05,0.66,0.23,0.11
840,0.77,0.18,0.05,0.61,0.31,0.08
850,0.88,0.08,0.04,0.67,0.29,0.04
860,0.87,0.1,0.03,0.65,0.33,0.02
870,0.88,0.12,0,0.72,0.26,0.02
880,0.83,0.13,0.04,0.65,0.29,0.06
890,0.91,0.06,0.03,0.66,0.29,0.05
900,0.84,0.13,0.03,0.62,0.35,0.03
910,0.88,0.09,0.03,0.61,0.29,0.1
920,0.87,0.07,0.06,0.65,0.29,0.06
930,0.93,0.02,0.05,0.71,0.24,0.05
940,0.9,0.04,0.06,0.64,0.25,0.11
950,0.86,0.1,0.04,0.53,0.36,0.11
960,0.81,0.09,0.1,0.62,0.31,0.07
970,0.75,0.16,0.09,0.62,0.3,0.08
980,0.81,0.09,0.1,0.7,0.27,0.03
990,0.84,0.13,0.03,0.62,0.29,0.09
1000,0.79,0.12,0.09,0.57,0.33,0.1
