Episodes,P1-Win,P1-Lose,P1-Draw,P2-Win,P2-Lose,P2-Draw
0,0.75,0.2,0.05,0.48,0.49,0.03
10,0.89,0.06,0.05,0.5,0.42,0.08
20,0.85,0.13,0.02,0.14,0.86,0
30,0.84,0.08,0.08,0.13,0.86,0.01
40,0.86,0.03,0.11,0.14,0.84,0.02
50,0.85,0.1,0.05,0.15,0.85,0
60,0.87,0.07,0.06,0.12,0.88,0
70,0.88,0.02,0.1,0.08,0.92,0
80,0.9,0.03,0.07,0.2,0.77,0.03
90,0.88,0.05,0.07,0.1,0.89,0.01
100,0.81,0.06,0.13,0.15,0.82,0.03
110,0.84,0.05,0.11,0.43,0.56,0.01
120,0.91,0.02,0.07,0.51,0.47,0.02
130,0.92,0.04,0.04,0.48,0.5,0.02
140,0.9,0.09,0.01,0.27,0.73,0
150,0.94,0.04,0.02,0.41,0.56,0.03
160,0.94,0.03,0.03,0.46,0.52,0.02
170,0.97,0.02,0.01,0.53,0.38,0.09
180,0.97,0.03,0,0.48,0.46,0.06
190,0.96,0.01,0.03,0.5,0.45,0.05
200,0.93,0.01,0.06,0.55,0.36,0.09
210,0.99,0,0.01,0.55,0.37,0.08
220,0.94,0.01,0.05,0.57,0.36,0.07
230,0.93,0.05,0.02,0.57,0.39,0.04
240,0.94,0.02,0.04,0.57,0.37,0.06
250,0.93,0.03,0.04,0.42,0.46,0.12
260,0.97,0.01,0.02,0.53,0.44,0.03
270,0.9,0.04,0.06,0.68,0.27,0.05
280,0.96,0.02,0.02,0.52,0.34,0.14
290,0.94,0.01,0.05,0.57,0.39,0.04
300,0.95,0.01,0.04,0.53,0.38,0.09
310,0.94,0.04,0.02,0.51,0.4,0.09
320,0.95,0.02,0.03,0.6,0.32,0.08
330,0.92,0.04,0.04,0.59,0.33,0.08
340,0.86,0.08,0.06,0.48,0.38,0.14
350,0.67,0.13,0.2,0.62,0.28,0.1
360,0.78,0.07,0.15,0.55,0.42,0.03
370,0.93,0.03,0.04,0.62,0.33,0.05
380,0.93,0.05,0.02,0.63,0.31,0.06
390,0.95,0.01,0.04,0.56,0.38,0.06
400,0.95,0.02,0.03,0.66,0.3,0.04
410,0.95,0.01,0.04,0.6,0.3,0.1
420,0.87,0.05,0.08,0.55,0.38,0.07
430,0.87,0.09,0.04,0.61,0.33,0.06
440,0.91,0.06,0.03,0.53,0.33,0.14
450,0.93,0.03,0.04,0.5,0.46,0.04
460,0.89,0.07,0.04,0.59,0.27,0.14
470,0.89,0.07,0.04,0.61,0.31,0.08
480,0.92,0.06,0.02,0.51,0.44,0.05
490,0.93,0.06,0.01,0.51,0.44,0.05
500,0.95,0.03,0.02,0.56,0.38,0.06
510,0.84,0.04,0.12,0.65,0.31,0.04
520,0.94,0.05,0.01,0.48,0.46,0.06
530,0.97,0.02,0.01,0.48,0.44,0.08
540,0.91,0.06,0.03,0.55,0.4,0.05
550,0.87,0.12,0.01,0.59,0.38,0.03
560,0.7,0.1,0.2,0.56,0.4,0.04
570,0.87,0.08,0.05,0.61,0.35,0.04
580,0.75,0.1,0.15,0.51,0.37,0.12
590,0.78,0.03,0.19,0.52,0.42,0.06
600,0.83,0.11,0.06,0.59,0.33,0.08
610,0.91,0.05,0.04,0.47,0.37,0.16
620,0.87,0.11,0.02,0.65,0.31,0.04
630,0.94,0.01,0.05,0.58,0.34,0.08
640,0.93,0.03,0.04,0.56,0.39,0.05
650,0.83,0.07,0.1,0.64,0.26,0.1
660,0.89,0.03,0.08,0.5,0.49,0.01
670,0.86,0.02,0.12,0.59,0.4,0.01
680,0.86,0.05,0.09,0.58,0.36,0.06
690,0.92,0.03,0.05,0.62,0.33,0.05
700,0.85,0.09,0.06,0.5,0.42,0.08
710,0.88,0.1,0.02,0.53,0.47,0
720,0.88,0.06,0.06,0.61,0.33,0.06
730,1.0,0,0,0.6,0.34,0.06
740,0.95,0.04,0.01,0.62,0.34,0.04
750,0.97,0.01,0.02,0.56,0.3,0.14
760,0.85,0.02,0.13,0.61,0.27,0.12
770,0.92,0.05,0.03,0.53,0.35,0.12
780,0.89,0.08,0.03,0.58,0.33,0.09
790,0.79,0.16,0.05,0.65,0.28,0.07
800,0.91,0.06,0.03,0.64,0.31,0.05
810,0.87,0.11,0.02,0.69,0.21,0.1
820,0.75,0.2,0.05,0.63,0.31,0.06
830,0.87,0.11,0.02,0.62,0.33,0.05
840,0.9,0.08,0.02,0.55,0.34,0.11
850,0.77,0.18,0.05,0.56,0.35,0.09
860,0.87,0.08,0.05,0.53,0.35,0.12
870,0.88,0.07,0.05,0.57,0.29,0.14
880,0.89,0.08,0.03,0.51,0.41,0.08
890,0.86,0.08,0.06,0.52,0.34,0.14
900,0.91,0.05,0.04,0.52,0.28,0.2
910,0.9,0.04,0.06,0.48,0.37,0.15
920,0.89,0.05,0.06,0.61,0.29,0.1
930,0.89,0.06,0.05,0.57,0.27,0.16
940,0.83,0.09,0.08,0.59,0.28,0.13
950,0.79,0.12,0.09,0.51,0.34,0.15
960,0.84,0.1,0.06,0.6,0.35,0.05
970,0.89,0.02,0.09,0.59,0.26,0.15
980,0.88,0.03,0.09,0.56,0.32,0.12
990,0.9,0.06,0.04,0.61,0.26,0.13
1000,0.84,0.13,0.03,0.56,0.3,0.14
