Episodes,P1-Win,P1-Lose,P1-Draw,P2-Win,P2-Lose,P2-Draw
0,0.82,0.14,0.04,0.39,0.56,0.05
10,0.85,0.06,0.09,0.1,0.87,0.03
20,0.91,0.03,0.06,0.1,0.87,0.03
30,0.93,0.02,0.05,0.12,0.83,0.05
40,0.95,0.02,0.03,0.19,0.79,0.02
50,0.93,0.01,0.06,0.33,0.67,0
60,0.93,0.02,0.05,0.25,0.69,0.06
70,0.94,0.01,0.05,0.23,0.76,0.01
80,0.96,0,0.04,0.21,0.79,0
90,0.79,0.09,0.12,0.14,0.85,0.01
100,0.82,0.03,0.15,0.14,0.83,0.03
110,0.82,0.05,0.13,0.39,0.61,0
120,0.96,0.03,0.01,0.3,0.7,0
130,0.94,0.03,0.03,0.25,0.7,0.05
140,0.92,0.03,0.05,0.35,0.58,0.07
150,0.88,0.04,0.08,0.46,0.52,0.02
160,0.94,0.06,0,0.36,0.57,0.07
170,0.92,0.02,0.06,0.38,0.61,0.01
180,0.97,0.01,0.02,0.29,0.59,0.12
190,0.94,0.01,0.05,0.41,0.55,0.04
200,0.94,0.04,0.02,0.35,0.62,0.03
210,0.96,0.04,0,0.37,0.61,0.02
220,0.96,0.02,0.02,0.27,0.63,0.1
230,0.93,0.05,0.02,0.31,0.62,0.07
240,0.93,0.01,0.06,0.44,0.48,0.08
250,0.83,0.06,0.11,0.31,0.67,0.02
260,0.9,0.03,0.07,0.3,0.67,0.03
270,0.93,0.03,0.04,0.37,0.62,0.01
280,0.92,0.06,0.02,0.36,0.59,0.05
290,0.81,0.06,0.13,0.45,0.49,0.06
300,0.8,0.11,0.09,0.42,0.55,0.03
310,0.76,0.11,0.13,0.44,0.52,0.04
320,0.85,0.04,0.11,0.39,0.57,0.04
330,0.77,0.06,0.17,0.54,0.43,0.03
340,0.78,0.08,0.14,0.35,0.64,0.01
350,0.84,0.04,0.12,0.36,0.64,0
360,0.82,0.07,0.11,0.44,0.56,0
370,0.82,0.08,0.1,0.38,0.62,0
380,0.84,0.02,0.14,0.47,0.5,0.03
390,0.85,0.07,0.08,0.33,0.65,0.02
400,0.8,0.1,0.1,0.3,0.66,0.04
410,0.94,0.03,0.03,0.47,0.5,0.03
420,0.94,0.01,0.05,0.45,0.55,0
430,0.78,0.14,0.08,0.36,0.63,0.01
440,0.84,0.13,0.03,0.41,0.58,0.01
450,0.8,0.1,0.1,0.44,0.49,0.07
460,0.9,0.07,0.03,0.42,0.57,0.01
470,0.89,0.04,0.07,0.49,0.48,0.03
480,0.91,0.04,0.05,0.39,0.59,0.02
490,0.79,0.09,0.12,0.44,0.55,0.01
500,0.89,0.06,0.05,0.62,0.37,0.01
510,0.91,0.07,0.02,0.49,0.47,0.04
520,0.91,0.06,0.03,0.49,0.49,0.02
530,0.92,0.02,0.06,0.27,0.65,0.08
540,0.95,0.03,0.02,0.42,0.55,0.03
550,0.9,0.04,0.06,0.43,0.52,0.05
560,0.92,0.06,0.02,0.47,0.46,0.07
570,0.88,0.11,0.01,0.46,0.48,0.06
580,0.93,0.03,0.04,0.52,0.43,0.05
590,0.95,0.03,0.02,0.53,0.39,0.08
600,0.93,0.04,0.03,0.58,0.4,0.02
610,0.89,0.08,0.03,0.51,0.42,0.07
620,0.9,0.07,0.03,0.44,0.46,0.1
630,0.95,0.01,0.04,0.44,0.49,0.07
640,0.9,0.04,0.06,0.51,0.46,0.03
650,0.67,0.18,0.15,0.58,0.35,0.07
660,0.85,0.04,0.11,0.43,0.5,0.07
670,0.69,0.16,0.15,0.43,0.49,0.08
680,0.87,0.07,0.06,0.48,0.39,0.13
690,0.89,0.04,0.07,0.41,0.54,0.05
700,0.82,0.02,0.16,0.51,0.44,0.05
710,0.81,0.06,0.13,0.53,0.38,0.09
720,0.85,0.04,0.11,0.44,0.5,0.06
730,0.83,0.04,0.13,0.49,0.46,0.05
740,0.92,0.01,0.07,0.53,0.42,0.05
750,0.88,0.06,0.06,0.47,0.49,0.04
760,0.77,0.12,0.11,0.53,0.44,0.03
770,0.8,0.1,0.1,0.49,0.43,0.08
780,0.9,0.04,0.06,0.5,0.45,0.05
790,0.92,0.02,0.06,0.48,0.46,0.06
800,0.92,0.02,0.06,0.55,0.31,0.14
810,0.87,0.1,0.03,0.49,0.48,0.03
820,0.93,0.06,0.01,0.43,0.55,0.02
830,0.84,0.13,0.03,0.6,0.4,0
840,0.82,0.11,0.07,0.53,0.41,0.06
850,0.94,0.02,0.04,0.49,0.41,0.1
860,0.93,0.07,0,0.51,0.4,0.09
870,0.88,0.09,0.03,0.5,0.41,0.09
880,0.76,0.2,0.04,0.53,0.43,0.04
890,0.87,0.1,0.03,0.44,0.48,0.08
900,0.89,0.1,0.01,0.41,0.54,0.05
910,0.83,0.15,0.02,0.45,0.45,0.1
920,0.92,0.07,0.01,0.57,0.37,0.06
930,0.91,0.07,0.02,0.48,0.42,0.1
940,0.85,0.14,0.01,0.46,0.45,0.09
950,0.86,0.11,0.03,0.57,0.38,0.05
960,0.93,0.04,0.03,0.52,0.37,0.11
970,0.86,0.07,0.07,0.43,0.5,0.07
980,0.9,0.05,0.05,0.52,0.42,0.06
990,0.92,0.06,0.02,0.43,0.52,0.05
1000,0.9,0.05,0.05,0.5,0.45,0.05
