Episodes,P1-Win,P1-Lose,P1-Draw,P2-Win,P2-Lose,P2-Draw
0,0.84,0.14,0.02,0.44,0.53,0.03
10,0.25,0.63,0.12,0.12,0.87,0.01
20,0.74,0.15,0.11,0.5,0.37,0.13
30,0.68,0.17,0.15,0.53,0.42,0.05
40,0.88,0.03,0.09,0.62,0.34,0.04
50,0.91,0.05,0.04,0.69,0.22,0.09
60,0.89,0.08,0.03,0.66,0.26,0.08
70,0.9,0.06,0.04,0.59,0.32,0.09
80,0.82,0.06,0.12,0.49,0.43,0.08
90,0.9,0.06,0.04,0.52,0.41,0.07
100,0.86,0.05,0.09,0.56,0.37,0.07
110,0.85,0.05,0.1,0.5,0.43,0.07
120,0.79,0.05,0.16,0.64,0.31,0.05
130,0.78,0.05,0.17,0.55,0.43,0.02
140,0.79,0.03,0.18,0.63,0.34,0.03
150,0.75,0.05,0.2,0.68,0.24,0.08
160,0.85,0.03,0.12,0.6,0.3,0.1
170,0.8,0.04,0.16,0.5,0.48,0.02
180,0.91,0.06,0.03,0.43,0.51,0.06
190,0.92,0.06,0.02,0.5,0.37,0.13
200,0.91,0.03,0.06,0.66,0.22,0.12
210,0.98,0.02,0,0.7,0.25,0.05
220,0.9,0.07,0.03,0.66,0.29,0.05
230,0.88,0.07,0.05,0.7,0.26,0.04
240,0.88,0.08,0.04,0.62,0.29,0.09
250,0.88,0.09,0.03,0.59,0.27,0.14
260,0.86,0.09,0.05,0.65,0.22,0.13
270,0.84,0.11,0.05,0.61,0.31,0.08
280,0.91,0.08,0.01,0.55,0.34,0.11
290,0.91,0.06,0.03,0.64,0.31,0.05
300,0.9,0.08,0.02,0.67,0.24,0.09
310,0.91,0.05,0.04,0.54,0.28,0.18
320,0.89,0.09,0.02,0.66,0.25,0.09
330,0.89,0.09,0.02,0.65,0.22,0.13
340,0.91,0.07,0.02,0.65,0.28,0.07
350,0.85,0.12,0.03,0.58,0.28,0.14
360,0.94,0.05,0.01,0.55,0.28,0.17
370,0.92,0.06,0.02,0.55,0.37,0.08
380,0.97,0.03,0,0.61,0.25,0.14
390,0.9,0.08,0.02,0.63,0.24,0.13
400,0.94,0.04,0.02,0.63,0.27,0.1
410,0.86,0.04,0.1,0.64,0.29,0.07
420,0.92,0.05,0.03,0.53,0.3,0.17
430,0.88,0.08,0.04,0.61,0.25,0.14
440,0.88,0.08,0.04,0.53,0.4,0.07
450,0.86,0.1,0.04,0.56,0.33,0.11
460,0.91,0.07,0.02,0.5,0.38,0.12
470,0.72,0.2,0.08,0.55,0.34,0.11
480,0.8,0.15,0.05,0.62,0.31,0.07
490,0.78,0.09,0.13,0.56,0.28,0.16
500,0.84,0.08,0.08,0.57,0.36,0.07
510,0.86,0.09,0.05,0.54,0.34,0.12
520,0.86,0.11,0.03,0.57,0.29,0.14
530,0.76,0.05,0.19,0.55,0.32,0.13
540,0.86,0.09,0.05,0.5,0.32,0.18
550,0.91,0.04,0.05,0.56,0.31,0.13
560,0.74,0.08,0.18,0.64,0.27,0.09
570,0.88,0.09,0.03,0.59,0.37,0.04
580,0.86,0.04,0.1,0.62,0.29,0.09
590,0.83,0.07,0.1,0.57,0.27,0.16
600,0.76,0.13,0.11,0.6,0.3,0.1
610,0.79,0.11,0.1,0.61,0.23,0.16
620,0.78,0.17,0.05,0.5,0.42,0.08
630,0.85,0.1,0.05,0.56,0.34,0.1
640,0.91,0.06,0.03,0.6,0.26,0.14
650,0.78,0.07,0.15,0.59,0.29,0.12
660,0.88,0.07,0.05,0.62,0.3,0.08
670,0.92,0.04,0.04,0.64,0.28,0.08
680,0.92,0.06,0.02,0.67,0.27,0.06
690,0.94,0.01,0.05,0.64,0.31,0.05
700,0.88,0.04,0.08,0.66,0.26,0.08
710,0.91,0.07,0.02,0.61,0.26,0.13
720,0.94,0.05,0.01,0.65,0.22,0.13
730,0.87,0.08,0.05,0.66,0.19,0.15
740,0.93,0.04,0.03,0.6,0.29,0.11
750,0.92,0.06,0.02,0.62,0.25,0.13
760,0.93,0.04,0.03,0.68,0.2,0.12
770,0.93,0.03,0.04,0.64,0.29,0.07
780,0.95,0.04,0.01,0.65,0.29,0.06
790,0.91,0.03,0.06,0.6,0.27,0.13
800,0.91,0.07,0.02,0.56,0.32,0.12
810,0.93,0.05,0.02,0.61,0.31,0.08
820,0.9,0.1,0,0.59,0.33,0.08
830,0.94,0.04,0.02,0.61,0.32,0.07
840,0.94,0.03,0.03,0.61,0.32,0.07
850,0.92,0.05,0.03,0.64,0.24,0.12
860,0.94,0.02,0.04,0.8,0.15,0.05
870,0.9,0.07,0.03,0.74,0.22,0.04
880,0.92,0.05,0.03,0.56,0.28,0.16
890,0.88,0.06,0.06,0.66,0.25,0.09
900,0.81,0.1,0.09,0.6,0.28,0.12
910,0.92,0.04,0.04,0.58,0.29,0.13
920,0.86,0.1,0.04,0.6,0.34,0.06
930,0.87,0.06,0.07,0.66,0.24,0.1
940,0.92,0.06,0.02,0.7,0.22,0.08
950,0.9,0.05,0.05,0.67,0.27,0.06
960,0.9,0.09,0.01,0.64,0.3,0.06
970,0.79,0.15,0.06,0.64,0.24,0.12
980,0.89,0.07,0.04,0.69,0.24,0.07
990,0.88,0.09,0.03,0.64,0.3,0.06
1000,0.91,0.06,0.03,0.7,0.24,0.06
