Episodes,P1-Win,P1-Lose,P1-Draw,P2-Win,P2-Lose,P2-Draw
0,0.74,0.18,0.08,0.38,0.59,0.03
10,0.86,0.06,0.08,0.37,0.6,0.03
20,0.75,0.1,0.15,0.32,0.68,0
30,0.8,0.12,0.08,0.23,0.75,0.02
40,0.75,0.14,0.11,0.25,0.74,0.01
50,0.83,0.07,0.1,0.35,0.64,0.01
60,0.83,0.12,0.05,0.31,0.64,0.05
70,0.81,0.13,0.06,0.34,0.62,0.04
80,0.76,0.17,0.07,0.29,0.71,0
90,0.92,0.05,0.03,0.35,0.57,0.08
100,0.81,0.06,0.13,0.55,0.38,0.07
110,0.88,0.05,0.07,0.44,0.5,0.06
120,0.86,0.11,0.03,0.37,0.5,0.13
130,0.85,0.12,0.03,0.34,0.53,0.13
140,0.91,0.06,0.03,0.35,0.5,0.15
150,0.85,0.07,0.08,0.44,0.49,0.07
160,0.5,0.28,0.22,0.33,0.6,0.07
170,0.83,0.11,0.06,0.46,0.45,0.09
180,0.54,0.26,0.2,0.33,0.54,0.13
190,0.5,0.31,0.19,0.5,0.42,0.08
200,0.84,0.09,0.07,0.42,0.52,0.06
210,0.77,0.11,0.12,0.45,0.51,0.04
220,0.76,0.12,0.12,0.37,0.6,0.03
230,0.84,0.03,0.13,0.36,0.55,0.09
240,0.76,0.12,0.12,0.46,0.52,0.02
250,0.78,0.11,0.11,0.44,0.44,0.12
260,0.79,0.09,0.12,0.44,0.51,0.05
270,0.77,0.11,0.12,0.39,0.59,0.02
280,0.79,0.11,0.1,0.33,0.58,0.09
290,0.83,0.1,0.07,0.44,0.54,0.02
300,0.77,0.12,0.11,0.42,0.52,0.06
310,0.79,0.13,0.08,0.35,0.52,0.13
320,0.85,0.02,0.13,0.33,0.62,0.05
330,0.81,0.08,0.11,0.43,0.53,0.04
340,0.77,0.12,0.11,0.34,0.58,0.08
350,0.83,0.12,0.05,0.23,0.67,0.1
360,0.86,0.08,0.06,0.4,0.53,0.07
370,0.86,0.06,0.08,0.32,0.48,0.2
380,0.77,0.11,0.12,0.25,0.61,0.14
390,0.82,0.06,0.12,0.41,0.53,0.06
400,0.76,0.15,0.09,0.37,0.56,0.07
410,0.86,0.08,0.06,0.38,0.52,0.1
420,0.69,0.22,0.09,0.34,0.57,0.09
430,0.85,0.12,0.03,0.38,0.58,0.04
440,0.87,0.09,0.04,0.41,0.45,0.14
450,0.87,0.09,0.04,0.27,0.63,0.1
460,0.62,0.26,0.12,0.29,0.61,0.1
470,0.78,0.11,0.11,0.32,0.58,0.1
480,0.6,0.23,0.17,0.26,0.68,0.06
490,0.78,0.06,0.16,0.38,0.51,0.11
500,0.86,0.09,0.05,0.3,0.54,0.16
510,0.72,0.15,0.13,0.35,0.48,0.17
520,0.79,0.13,0.08,0.38,0.56,0.06
530,0.81,0.09,0.1,0.29,0.59,0.12
540,0.79,0.08,0.13,0.42,0.52,0.06
550,0.79,0.14,0.07,0.41,0.56,0.03
560,0.74,0.22,0.04,0.52,0.43,0.05
570,0.76,0.17,0.07,0.3,0.65,0.05
580,0.78,0.16,0.06,0.4,0.47,0.13
590,0.86,0.08,0.06,0.4,0.48,0.12
600,0.77,0.16,0.07,0.42,0.49,0.09
610,0.83,0.12,0.05,0.42,0.48,0.1
620,0.81,0.09,0.1,0.41,0.55,0.04
630,0.84,0.12,0.04,0.39,0.53,0.08
640,0.84,0.09,0.07,0.35,0.53,0.12
650,0.86,0.09,0.05,0.42,0.53,0.05
660,0.8,0.11,0.09,0.39,0.56,0.05
670,0.78,0.12,0.1,0.39,0.45,0.16
680,0.86,0.07,0.07,0.35,0.58,0.07
690,0.8,0.12,0.08,0.3,0.64,0.06
700,0.89,0.05,0.06,0.39,0.56,0.05
710,0.78,0.16,0.06,0.35,0.6,0.05
720,0.57,0.28,0.15,0.33,0.6,0.07
730,0.75,0.22,0.03,0.37,0.53,0.1
740,0.82,0.12,0.06,0.39,0.56,0.05
750,0.76,0.16,0.08,0.42,0.48,0.1
760,0.68,0.19,0.13,0.43,0.46,0.11
770,0.79,0.15,0.06,0.32,0.54,0.14
780,0.79,0.14,0.07,0.28,0.61,0.11
790,0.82,0.14,0.04,0.53,0.39,0.08
800,0.84,0.11,0.05,0.45,0.51,0.04
810,0.79,0.15,0.06,0.43,0.51,0.06
820,0.82,0.08,0.1,0.43,0.53,0.04
830,0.83,0.1,0.07,0.49,0.43,0.08
840,0.79,0.11,0.1,0.43,0.51,0.06
850,0.6,0.25,0.15,0.48,0.5,0.02
860,0.56,0.29,0.15,0.44,0.5,0.06
870,0.66,0.2,0.14,0.47,0.51,0.02
880,0.73,0.18,0.09,0.39,0.58,0.03
890,0.87,0.11,0.02,0.33,0.62,0.05
900,0.58,0.23,0.19,0.4,0.51,0.09
910,0.79,0.16,0.05,0.41,0.49,0.1
920,0.81,0.1,0.09,0.42,0.52,0.06
930,0.86,0.11,0.03,0.34,0.62,0.04
940,0.86,0.11,0.03,0.26,0.59,0.15
950,0.83,0.08,0.09,0.34,0.56,0.1
960,0.81,0.11,0.08,0.31,0.58,0.11
970,0.84,0.07,0.09,0.42,0.43,0.15
980,0.85,0.04,0.11,0.39,0.5,0.11
990,0.76,0.16,0.08,0.34,0.54,0.12
1000,0.89,0.05,0.06,0.39,0.57,0.04
