Episodes,P1-Win,P1-Lose,P1-Draw,P2-Win,P2-Lose,P2-Draw
0,0.78,0.16,0.06,0.48,0.52,0
10,0.88,0.08,0.04,0.48,0.37,0.15
20,0.75,0.11,0.14,0.43,0.49,0.08
30,0.83,0.14,0.03,0.39,0.61,0
40,0.76,0.12,0.12,0.3,0.67,0.03
50,0.78,0.13,0.09,0.39,0.61,0
60,0.79,0.08,0.13,0.38,0.58,0.04
70,0.86,0.09,0.05,0.38,0.57,0.05
80,0.8,0.12,0.08,0.28,0.62,0.1
90,0.51,0.33,0.16,0.42,0.48,0.1
100,0.66,0.24,0.1,0.43,0.57,0
110,0.83,0.1,0.07,0.34,0.65,0.01
120,0.85,0.07,0.08,0.27,0.69,0.04
130,0.82,0.1,0.08,0.17,0.83,0
140,0.63,0.24,0.13,0.1,0.88,0.02
150,0.66,0.22,0.12,0.15,0.83,0.02
160,0.61,0.16,0.23,0.42,0.57,0.01
170,0.55,0.23,0.22,0.45,0.53,0.02
180,0.47,0.33,0.2,0.31,0.67,0.02
190,0.71,0.17,0.12,0.35,0.55,0.1
200,0.72,0.22,0.06,0.45,0.46,0.09
210,0.64,0.22,0.14,0.46,0.5,0.04
220,0.62,0.23,0.15,0.45,0.41,0.14
230,0.67,0.17,0.16,0.44,0.48,0.08
240,0.62,0.22,0.16,0.4,0.58,0.02
250,0.56,0.2,0.24,0.34,0.57,0.09
260,0.7,0.2,0.1,0.38,0.57,0.05
270,0.84,0.1,0.06,0.44,0.5,0.06
280,0.66,0.17,0.17,0.44,0.52,0.04
290,0.81,0.06,0.13,0.52,0.46,0.02
300,0.84,0.07,0.09,0.41,0.55,0.04
310,0.46,0.34,0.2,0.43,0.52,0.05
320,0.79,0.11,0.1,0.44,0.43,0.13
330,0.77,0.11,0.12,0.49,0.48,0.03
340,0.81,0.14,0.05,0.47,0.46,0.07
350,0.72,0.15,0.13,0.42,0.56,0.02
360,0.75,0.1,0.15,0.46,0.51,0.03
370,0.77,0.15,0.08,0.48,0.5,0.02
380,0.74,0.12,0.14,0.38,0.56,0.06
390,0.77,0.14,0.09,0.4,0.53,0.07
400,0.77,0.13,0.1,0.52,0.46,0.02
410,0.8,0.1,0.1,0.36,0.58,0.06
420,0.8,0.1,0.1,0.42,0.52,0.06
430,0.41,0.38,0.21,0.22,0.72,0.06
440,0.4,0.51,0.09,0.51,0.45,0.04
450,0.9,0.04,0.06,0.36,0.64,0
460,0.78,0.14,0.08,0.59,0.37,0.04
470,0.83,0.1,0.07,0.44,0.49,0.07
480,0.83,0.05,0.12,0.41,0.56,0.03
490,0.79,0.1,0.11,0.45,0.49,0.06
500,0.78,0.14,0.08,0.44,0.53,0.03
510,0.81,0.13,0.06,0.37,0.57,0.06
520,0.83,0.11,0.06,0.37,0.54,0.09
530,0.83,0.06,0.11,0.37,0.56,0.07
540,0.87,0.09,0.04,0.52,0.38,0.1
550,0.85,0.09,0.06,0.4,0.54,0.06
560,0.89,0.04,0.07,0.28,0.67,0.05
570,0.78,0.13,0.09,0.37,0.54,0.09
580,0.74,0.18,0.08,0.46,0.43,0.11
590,0.47,0.27,0.26,0.35,0.57,0.08
600,0.75,0.15,0.1,0.41,0.55,0.04
610,0.73,0.16,0.11,0.44,0.52,0.04
620,0.75,0.16,0.09,0.39,0.57,0.04
630,0.81,0.08,0.11,0.33,0.59,0.08
640,0.79,0.1,0.11,0.43,0.48,0.09
650,0.76,0.15,0.09,0.38,0.58,0.04
660,0.92,0.05,0.03,0.43,0.54,0.03
670,0.88,0.08,0.04,0.38,0.56,0.06
680,0.84,0.11,0.05,0.5,0.43,0.07
690,0.8,0.08,0.12,0.46,0.5,0.04
700,0.84,0.1,0.06,0.47,0.52,0.01
710,0.77,0.12,0.11,0.4,0.52,0.08
720,0.68,0.19,0.13,0.52,0.43,0.05
730,0.63,0.2,0.17,0.47,0.44,0.09
740,0.73,0.16,0.11,0.29,0.64,0.07
750,0.69,0.19,0.12,0.44,0.5,0.06
760,0.68,0.19,0.13,0.47,0.49,0.04
770,0.62,0.22,0.16,0.48,0.48,0.04
780,0.67,0.19,0.14,0.36,0.57,0.07
790,0.68,0.13,0.19,0.42,0.58,0
800,0.69,0.23,0.08,0.36,0.61,0.03
810,0.79,0.1,0.11,0.35,0.62,0.03
820,0.86,0.08,0.06,0.41,0.53,0.06
830,0.75,0.14,0.11,0.47,0.46,0.07
840,0.62,0.19,0.19,0.54,0.41,0.05
850,0.75,0.13,0.12,0.36,0.53,0.11
860,0.6,0.18,0.22,0.38,0.58,0.04
870,0.71,0.11,0.18,0.41,0.53,0.06
880,0.76,0.12,0.12,0.37,0.54,0.09
890,0.64,0.17,0.19,0.33,0.56,0.11
900,0.65,0.18,0.17,0.3,0.64,0.06
910,0.76,0.07,0.17,0.28,0.55,0.17
920,0.78,0.13,0.09,0.29,0.62,0.09
930,0.75,0.13,0.12,0.36,0.56,0.08
940,0.85,0.07,0.08,0.34,0.6,0.06
950,0.8,0.08,0.12,0.35,0.55,0.1
960,0.87,0.07,0.06,0.36,0.57,0.07
970,0.76,0.12,0.12,0.53,0.42,0.05
980,0.83,0.1,0.07,0.36,0.58,0.06
990,0.78,0.15,0.07,0.31,0.59,0.1
1000,0.85,0.07,0.08,0.31,0.52,0.17
