Episodes,P1-Win,P1-Lose,P1-Draw,P2-Win,P2-Lose,P2-Draw
0,0.79,0.17,0.04,0.41,0.55,0.04
10,0.87,0.06,0.07,0.29,0.69,0.02
20,0.83,0.16,0.01,0.37,0.57,0.06
30,0.81,0.07,0.12,0.4,0.59,0.01
40,0.71,0.15,0.14,0.29,0.69,0.02
50,0.88,0.05,0.07,0.36,0.62,0.02
60,0.78,0.1,0.12,0.36,0.51,0.13
70,0.85,0.07,0.08,0.56,0.35,0.09
80,0.87,0.05,0.08,0.61,0.34,0.05
90,0.75,0.14,0.11,0.49,0.45,0.06
100,0.86,0.1,0.04,0.36,0.53,0.11
110,0.89,0.04,0.07,0.36,0.54,0.1
120,0.84,0.08,0.08,0.19,0.74,0.07
130,0.82,0.12,0.06,0.25,0.74,0.01
140,0.84,0.06,0.1,0.29,0.66,0.05
150,0.86,0.12,0.02,0.42,0.56,0.02
160,0.86,0.07,0.07,0.25,0.72,0.03
170,0.79,0.13,0.08,0.33,0.59,0.08
180,0.74,0.09,0.17,0.5,0.44,0.06
190,0.79,0.1,0.11,0.45,0.5,0.05
200,0.8,0.1,0.1,0.33,0.45,0.22
210,0.78,0.06,0.16,0.26,0.59,0.15
220,0.79,0.07,0.14,0.27,0.67,0.06
230,0.79,0.1,0.11,0.34,0.62,0.04
240,0.89,0.04,0.07,0.36,0.53,0.11
250,0.86,0.07,0.07,0.24,0.69,0.07
260,0.82,0.07,0.11,0.31,0.67,0.02
270,0.81,0.08,0.11,0.33,0.65,0.02
280,0.86,0.08,0.06,0.18,0.8,0.02
290,0.83,0.07,0.1,0.37,0.58,0.05
300,0.77,0.11,0.12,0.34,0.63,0.03
310,0.85,0.06,0.09,0.29,0.68,0.03
320,0.84,0.08,0.08,0.39,0.61,0
330,0.77,0.06,0.17,0.46,0.51,0.03
340,0.81,0.1,0.09,0.36,0.62,0.02
350,0.83,0.09,0.08,0.37,0.58,0.05
360,0.86,0.07,0.07,0.47,0.47,0.06
370,0.66,0.21,0.13,0.36,0.57,0.07
380,0.82,0.08,0.1,0.51,0.43,0.06
390,0.8,0.15,0.05,0.43,0.49,0.08
400,0.86,0.09,0.05,0.38,0.46,0.16
410,0.76,0.11,0.13,0.13,0.84,0.03
420,0.88,0.08,0.04,0.11,0.85,0.04
430,0.87,0.07,0.06,0.23,0.76,0.01
440,0.87,0.1,0.03,0.14,0.82,0.04
450,0.79,0.15,0.06,0.25,0.72,0.03
460,0.83,0.11,0.06,0.32,0.63,0.05
470,0.85,0.1,0.05,0.28,0.67,0.05
480,0.72,0.17,0.11,0.33,0.61,0.06
490,0.67,0.19,0.14,0.37,0.63,0
500,0.69,0.23,0.08,0.3,0.68,0.02
510,0.75,0.17,0.08,0.2,0.72,0.08
520,0.83,0.11,0.06,0.39,0.59,0.02
530,0.87,0.06,0.07,0.32,0.62,0.06
540,0.89,0.06,0.05,0.32,0.54,0.14
550,0.84,0.11,0.05,0.32,0.58,0.1
560,0.85,0.1,0.05,0.23,0.52,0.25
570,0.9,0.09,0.01,0.36,0.51,0.13
580,0.85,0.12,0.03,0.32,0.52,0.16
590,0.74,0.17,0.09,0.4,0.47,0.13
600,0.87,0.11,0.02,0.39,0.47,0.14
610,0.84,0.09,0.07,0.36,0.48,0.16
620,0.86,0.06,0.08,0.25,0.62,0.13
630,0.83,0.08,0.09,0.28,0.64,0.08
640,0.83,0.12,0.05,0.26,0.55,0.19
650,0.83,0.11,0.06,0.33,0.54,0.13
660,0.89,0.07,0.04,0.35,0.55,0.1
670,0.8,0.12,0.08,0.35,0.52,0.13
680,0.86,0.12,0.02,0.41,0.43,0.16
690,0.78,0.13,0.09,0.35,0.57,0.08
700,0.85,0.11,0.04,0.52,0.4,0.08
710,0.86,0.07,0.07,0.34,0.6,0.06
720,0.82,0.12,0.06,0.31,0.63,0.06
730,0.82,0.1,0.08,0.35,0.52,0.13
740,0.85,0.12,0.03,0.42,0.51,0.07
750,0.85,0.08,0.07,0.39,0.56,0.05
760,0.8,0.12,0.08,0.33,0.5,0.17
770,0.82,0.12,0.06,0.4,0.47,0.13
780,0.81,0.09,0.1,0.28,0.6,0.12
790,0.82,0.1,0.08,0.2,0.75,0.05
800,0.85,0.1,0.05,0.47,0.43,0.1
810,0.84,0.08,0.08,0.43,0.46,0.11
820,0.76,0.14,0.1,0.38,0.51,0.11
830,0.82,0.11,0.07,0.42,0.53,0.05
840,0.84,0.06,0.1,0.33,0.55,0.12
850,0.75,0.16,0.09,0.37,0.55,0.08
860,0.74,0.17,0.09,0.26,0.56,0.18
870,0.83,0.1,0.07,0.31,0.65,0.04
880,0.8,0.13,0.07,0.26,0.61,0.13
890,0.58,0.2,0.22,0.46,0.51,0.03
900,0.84,0.11,0.05,0.37,0.58,0.05
910,0.81,0.13,0.06,0.38,0.56,0.06
920,0.79,0.1,0.11,0.3,0.6,0.1
930,0.81,0.11,0.08,0.33,0.63,0.04
940,0.79,0.15,0.06,0.4,0.54,0.06
950,0.83,0.11,0.06,0.35,0.57,0.08
960,0.78,0.15,0.07,0.34,0.58,0.08
970,0.72,0.14,0.14,0.34,0.59,0.07
980,0.83,0.13,0.04,0.31,0.58,0.11
990,0.8,0.12,0.08,0.37,0.54,0.09
1000,0.8,0.11,0.09,0.37,0.47,0.16
