Episodes,P1-Win,P1-Lose,P1-Draw,P2-Win,P2-Lose,P2-Draw
0,0.85,0.14,0.01,0.41,0.53,0.06
10,0.79,0.11,0.1,0.5,0.41,0.09
20,0.8,0.12,0.08,0.47,0.43,0.1
30,0.79,0.11,0.1,0.31,0.69,0
40,0.84,0.1,0.06,0.3,0.65,0.05
50,0.89,0.09,0.02,0.36,0.59,0.05
60,0.69,0.17,0.14,0.28,0.7,0.02
70,0.75,0.14,0.11,0.4,0.59,0.01
80,0.86,0.09,0.05,0.37,0.6,0.03
90,0.77,0.16,0.07,0.36,0.64,0
100,0.79,0.17,0.04,0.31,0.67,0.02
110,0.85,0.14,0.01,0.36,0.59,0.05
120,0.86,0.11,0.03,0.36,0.62,0.02
130,0.85,0.1,0.05,0.34,0.66,0
140,0.84,0.07,0.09,0.39,0.57,0.04
150,0.72,0.16,0.12,0.35,0.57,0.08
160,0.87,0.07,0.06,0.41,0.5,0.09
170,0.87,0.05,0.08,0.31,0.64,0.05
180,0.78,0.12,0.1,0.39,0.49,0.12
190,0.88,0.04,0.08,0.34,0.57,0.09
200,0.8,0.09,0.11,0.33,0.6,0.07
210,0.82,0.1,0.08,0.29,0.62,0.09
220,0.82,0.07,0.11,0.44,0.46,0.1
230,0.72,0.1,0.18,0.42,0.52,0.06
240,0.76,0.06,0.18,0.35,0.57,0.08
250,0.83,0.07,0.1,0.36,0.56,0.08
260,0.82,0.11,0.07,0.34,0.55,0.11
270,0.85,0.08,0.07,0.51,0.42,0.07
280,0.84,0.06,0.1,0.25,0.62,0.13
290,0.76,0.16,0.08,0.31,0.58,0.11
300,0.76,0.14,0.1,0.38,0.53,0.09
310,0.74,0.13,0.13,0.35,0.54,0.11
320,0.53,0.32,0.15,0.31,0.59,0.1
330,0.75,0.17,0.08,0.39,0.53,0.08
340,0.85,0.08,0.07,0.37,0.5,0.13
350,0.78,0.1,0.12,0.34,0.58,0.08
360,0.84,0.09,0.07,0.33,0.55,0.12
370,0.76,0.11,0.13,0.38,0.52,0.1
380,0.68,0.22,0.1,0.37,0.51,0.12
390,0.79,0.14,0.07,0.31,0.55,0.14
400,0.83,0.07,0.1,0.4,0.52,0.08
410,0.84,0.06,0.1,0.35,0.55,0.1
420,0.77,0.12,0.11,0.46,0.52,0.02
430,0.82,0.1,0.08,0.39,0.56,0.05
440,0.74,0.14,0.12,0.33,0.54,0.13
450,0.77,0.11,0.12,0.32,0.55,0.13
460,0.78,0.09,0.13,0.28,0.72,0
470,0.71,0.11,0.18,0.27,0.68,0.05
480,0.73,0.21,0.06,0.38,0.51,0.11
490,0.61,0.27,0.12,0.54,0.34,0.12
500,0.84,0.11,0.05,0.42,0.39,0.19
510,0.77,0.11,0.12,0.52,0.41,0.07
520,0.66,0.19,0.15,0.42,0.46,0.12
530,0.53,0.36,0.11,0.42,0.41,0.17
540,0.7,0.26,0.04,0.34,0.57,0.09
550,0.48,0.3,0.22,0.35,0.56,0.09
560,0.63,0.28,0.09,0.32,0.54,0.14
570,0.67,0.27,0.06,0.42,0.49,0.09
580,0.62,0.26,0.12,0.33,0.59,0.08
590,0.67,0.24,0.09,0.41,0.55,0.04
600,0.75,0.22,0.03,0.33,0.62,0.05
610,0.75,0.21,0.04,0.38,0.56,0.06
620,0.82,0.11,0.07,0.47,0.46,0.07
630,0.68,0.25,0.07,0.3,0.68,0.02
640,0.66,0.28,0.06,0.35,0.6,0.05
650,0.78,0.12,0.1,0.39,0.57,0.04
660,0.71,0.19,0.1,0.47,0.52,0.01
670,0.74,0.13,0.13,0.52,0.42,0.06
680,0.77,0.14,0.09,0.36,0.59,0.05
690,0.73,0.18,0.09,0.35,0.57,0.08
700,0.63,0.18,0.19,0.47,0.46,0.07
710,0.88,0.04,0.08,0.39,0.55,0.06
720,0.78,0.14,0.08,0.39,0.58,0.03
730,0.73,0.13,0.14,0.35,0.57,0.08
740,0.73,0.18,0.09,0.43,0.52,0.05
750,0.73,0.13,0.14,0.36,0.55,0.09
760,0.74,0.16,0.1,0.36,0.59,0.05
770,0.75,0.16,0.09,0.35,0.59,0.06
780,0.73,0.1,0.17,0.48,0.4,0.12
790,0.87,0.09,0.04,0.33,0.59,0.08
800,0.67,0.25,0.08,0.4,0.53,0.07
810,0.62,0.19,0.19,0.4,0.51,0.09
820,0.74,0.12,0.14,0.41,0.46,0.13
830,0.72,0.11,0.17,0.47,0.44,0.09
840,0.82,0.1,0.08,0.19,0.73,0.08
850,0.72,0.15,0.13,0.34,0.56,0.1
860,0.66,0.13,0.21,0.38,0.56,0.06
870,0.87,0.06,0.07,0.5,0.48,0.02
880,0.77,0.14,0.09,0.4,0.54,0.06
890,0.67,0.19,0.14,0.38,0.53,0.09
900,0.64,0.18,0.18,0.41,0.53,0.06
910,0.69,0.16,0.15,0.46,0.47,0.07
920,0.77,0.1,0.13,0.41,0.55,0.04
930,0.75,0.12,0.13,0.4,0.56,0.04
940,0.74,0.19,0.07,0.41,0.49,0.1
950,0.62,0.27,0.11,0.46,0.46,0.08
960,0.75,0.2,0.05,0.4,0.52,0.08
970,0.7,0.15,0.15,0.34,0.51,0.15
980,0.82,0.08,0.1,0.25,0.63,0.12
990,0.84,0.07,0.09,0.25,0.69,0.06
1000,0.79,0.1,0.11,0.35,0.54,0.11
