Episodes,P1-Win,P1-Lose,P1-Draw,P2-Win,P2-Lose,P2-Draw
0,0.84,0.09,0.07,0.46,0.52,0.02
10,0.84,0.08,0.08,0.49,0.43,0.08
20,0.87,0.09,0.04,0.36,0.54,0.1
30,0.79,0.13,0.08,0.38,0.5,0.12
40,0.78,0.13,0.09,0.39,0.57,0.04
50,0.74,0.15,0.11,0.32,0.53,0.15
60,0.71,0.19,0.1,0.4,0.52,0.08
70,0.79,0.14,0.07,0.34,0.61,0.05
80,0.82,0.13,0.05,0.39,0.54,0.07
90,0.84,0.11,0.05,0.3,0.62,0.08
100,0.88,0.09,0.03,0.37,0.57,0.06
110,0.74,0.15,0.11,0.35,0.57,0.08
120,0.88,0.1,0.02,0.54,0.43,0.03
130,0.86,0.1,0.04,0.38,0.55,0.07
140,0.79,0.13,0.08,0.39,0.6,0.01
150,0.75,0.12,0.13,0.41,0.52,0.07
160,0.71,0.13,0.16,0.38,0.62,0
170,0.88,0.09,0.03,0.29,0.71,0
180,0.87,0.08,0.05,0.47,0.48,0.05
190,0.86,0.08,0.06,0.38,0.59,0.03
200,0.82,0.08,0.1,0.29,0.67,0.04
210,0.82,0.1,0.08,0.4,0.52,0.08
220,0.82,0.09,0.09,0.47,0.47,0.06
230,0.87,0.05,0.08,0.55,0.42,0.03
240,0.83,0.07,0.1,0.37,0.58,0.05
250,0.85,0.06,0.09,0.39,0.54,0.07
260,0.72,0.13,0.15,0.32,0.61,0.07
270,0.88,0.07,0.05,0.29,0.64,0.07
280,0.84,0.03,0.13,0.54,0.43,0.03
290,0.89,0.05,0.06,0.46,0.49,0.05
300,0.87,0.04,0.09,0.45,0.53,0.02
310,0.81,0.12,0.07,0.35,0.59,0.06
320,0.79,0.1,0.11,0.37,0.56,0.07
330,0.84,0.07,0.09,0.35,0.57,0.08
340,0.76,0.17,0.07,0.32,0.57,0.11
350,0.84,0.07,0.09,0.38,0.51,0.11
360,0.79,0.09,0.12,0.36,0.56,0.08
370,0.78,0.14,0.08,0.26,0.66,0.08
380,0.79,0.1,0.11,0.37,0.56,0.07
390,0.85,0.08,0.07,0.35,0.58,0.07
400,0.77,0.14,0.09,0.4,0.57,0.03
410,0.78,0.13,0.09,0.52,0.46,0.02
420,0.8,0.11,0.09,0.28,0.6,0.12
430,0.83,0.09,0.08,0.35,0.6,0.05
440,0.83,0.13,0.04,0.38,0.51,0.11
450,0.89,0.08,0.03,0.4,0.55,0.05
460,0.92,0.06,0.02,0.31,0.59,0.1
470,0.78,0.14,0.08,0.35,0.53,0.12
480,0.75,0.16,0.09,0.34,0.52,0.14
490,0.69,0.18,0.13,0.26,0.65,0.09
500,0.86,0.1,0.04,0.25,0.65,0.1
510,0.88,0.03,0.09,0.17,0.79,0.04
520,0.87,0.1,0.03,0.36,0.56,0.08
530,0.86,0.07,0.07,0.39,0.52,0.09
540,0.84,0.07,0.09,0.26,0.66,0.08
550,0.77,0.16,0.07,0.3,0.6,0.1
560,0.83,0.11,0.06,0.33,0.55,0.12
570,0.81,0.11,0.08,0.43,0.42,0.15
580,0.85,0.1,0.05,0.3,0.64,0.06
590,0.85,0.14,0.01,0.36,0.58,0.06
600,0.84,0.08,0.08,0.32,0.65,0.03
610,0.85,0.09,0.06,0.35,0.5,0.15
620,0.86,0.08,0.06,0.54,0.4,0.06
630,0.78,0.12,0.1,0.44,0.44,0.12
640,0.73,0.19,0.08,0.43,0.38,0.19
650,0.87,0.08,0.05,0.47,0.42,0.11
660,0.81,0.1,0.09,0.43,0.49,0.08
670,0.85,0.11,0.04,0.44,0.44,0.12
680,0.79,0.1,0.11,0.43,0.46,0.11
690,0.85,0.09,0.06,0.41,0.49,0.1
700,0.76,0.13,0.11,0.38,0.55,0.07
710,0.77,0.16,0.07,0.36,0.64,0
720,0.77,0.15,0.08,0.36,0.64,0
730,0.73,0.21,0.06,0.4,0.53,0.07
740,0.81,0.14,0.05,0.36,0.59,0.05
750,0.85,0.05,0.1,0.39,0.51,0.1
760,0.75,0.07,0.18,0.41,0.51,0.08
770,0.8,0.11,0.09,0.34,0.55,0.11
780,0.74,0.14,0.12,0.35,0.57,0.08
790,0.84,0.09,0.07,0.38,0.5,0.12
800,0.85,0.08,0.07,0.39,0.51,0.1
810,0.82,0.08,0.1,0.36,0.52,0.12
820,0.84,0.09,0.07,0.46,0.44,0.1
830,0.78,0.1,0.12,0.35,0.56,0.09
840,0.76,0.14,0.1,0.37,0.5,0.13
850,0.81,0.11,0.08,0.39,0.44,0.17
860,0.86,0.08,0.06,0.31,0.53,0.16
870,0.75,0.14,0.11,0.35,0.58,0.07
880,0.76,0.12,0.12,0.4,0.52,0.08
890,0.83,0.08,0.09,0.42,0.44,0.14
900,0.86,0.03,0.11,0.32,0.62,0.06
910,0.83,0.11,0.06,0.35,0.48,0.17
920,0.83,0.07,0.1,0.38,0.49,0.13
930,0.8,0.12,0.08,0.34,0.59,0.07
940,0.85,0.06,0.09,0.39,0.56,0.05
950,0.82,0.09,0.09,0.33,0.56,0.11
960,0.7,0.23,0.07,0.43,0.46,0.11
970,0.66,0.23,0.11,0.29,0.64,0.07
980,0.77,0.21,0.02,0.31,0.59,0.1
990,0.76,0.16,0.08,0.34,0.58,0.08
1000,0.66,0.22,0.12,0.39,0.54,0.07
