Episodes,P1-Win,P1-Lose,P1-Draw,P2-Win,P2-Lose,P2-Draw
0,0.71,0.27,0.02,0.44,0.5,0.06
10,0.44,0.27,0.29,0.54,0.43,0.03
20,0.5,0.18,0.32,0.36,0.57,0.07
30,0.42,0.35,0.23,0.53,0.39,0.08
40,0.52,0.25,0.23,0.38,0.44,0.18
50,0.5,0.28,0.22,0.36,0.47,0.17
60,0.5,0.18,0.32,0.34,0.49,0.17
70,0.51,0.29,0.2,0.33,0.53,0.14
80,0.55,0.25,0.2,0.3,0.51,0.19
90,0.71,0.07,0.22,0.28,0.54,0.18
100,0.57,0.13,0.3,0.28,0.49,0.23
110,0.59,0.15,0.26,0.39,0.38,0.23
120,0.65,0.12,0.23,0.35,0.43,0.22
130,0.7,0.07,0.23,0.27,0.35,0.38
140,0.82,0.07,0.11,0.38,0.28,0.34
150,0.61,0.11,0.28,0.27,0.45,0.28
160,0.56,0.2,0.24,0.26,0.56,0.18
170,0.72,0.2,0.08,0.35,0.5,0.15
180,0.83,0.14,0.03,0.3,0.62,0.08
190,0.71,0.17,0.12,0.34,0.5,0.16
200,0.74,0.1,0.16,0.41,0.45,0.14
210,0.76,0.11,0.13,0.51,0.34,0.15
220,0.82,0.08,0.1,0.54,0.3,0.16
230,0.85,0.07,0.08,0.45,0.45,0.1
240,0.89,0.07,0.04,0.34,0.56,0.1
250,0.8,0.08,0.12,0.39,0.55,0.06
260,0.81,0.12,0.07,0.4,0.45,0.15
270,0.82,0.09,0.09,0.48,0.47,0.05
280,0.84,0.09,0.07,0.45,0.43,0.12
290,0.85,0.09,0.06,0.43,0.44,0.13
300,0.83,0.11,0.06,0.45,0.33,0.22
310,0.78,0.11,0.11,0.44,0.42,0.14
320,0.8,0.08,0.12,0.53,0.38,0.09
330,0.83,0.07,0.1,0.56,0.32,0.12
340,0.75,0.09,0.16,0.51,0.35,0.14
350,0.8,0.16,0.04,0.56,0.29,0.15
360,0.78,0.16,0.06,0.54,0.29,0.17
370,0.8,0.12,0.08,0.45,0.33,0.22
380,0.78,0.17,0.05,0.48,0.34,0.18
390,0.8,0.15,0.05,0.42,0.34,0.24
400,0.78,0.09,0.13,0.5,0.41,0.09
410,0.82,0.07,0.11,0.45,0.32,0.23
420,0.8,0.13,0.07,0.48,0.43,0.09
430,0.84,0.08,0.08,0.5,0.4,0.1
440,0.73,0.2,0.07,0.45,0.37,0.18
450,0.71,0.2,0.09,0.5,0.36,0.14
460,0.78,0.16,0.06,0.5,0.37,0.13
470,0.83,0.1,0.07,0.5,0.29,0.21
480,0.85,0.11,0.04,0.49,0.35,0.16
490,0.89,0.08,0.03,0.54,0.36,0.1
500,0.85,0.09,0.06,0.52,0.3,0.18
510,0.75,0.16,0.09,0.48,0.3,0.22
520,0.76,0.13,0.11,0.51,0.31,0.18
530,0.88,0.08,0.04,0.5,0.38,0.12
540,0.79,0.12,0.09,0.54,0.37,0.09
550,0.84,0.12,0.04,0.43,0.47,0.1
560,0.83,0.11,0.06,0.52,0.41,0.07
570,0.89,0.07,0.04,0.37,0.38,0.25
580,0.89,0.08,0.03,0.57,0.29,0.14
590,0.84,0.14,0.02,0.51,0.4,0.09
600,0.79,0.14,0.07,0.57,0.31,0.12
610,0.83,0.14,0.03,0.5,0.28,0.22
620,0.85,0.09,0.06,0.51,0.39,0.1
630,0.87,0.07,0.06,0.53,0.35,0.12
640,0.83,0.15,0.02,0.55,0.38,0.07
650,0.85,0.09,0.06,0.53,0.38,0.09
660,0.78,0.17,0.05,0.56,0.22,0.22
670,0.9,0.03,0.07,0.56,0.34,0.1
680,0.84,0.1,0.06,0.56,0.33,0.11
690,0.77,0.16,0.07,0.47,0.29,0.24
700,0.71,0.17,0.12,0.62,0.26,0.12
710,0.79,0.11,0.1,0.59,0.25,0.16
720,0.84,0.1,0.06,0.42,0.45,0.13
730,0.84,0.07,0.09,0.57,0.26,0.17
740,0.87,0.09,0.04,0.42,0.36,0.22
750,0.87,0.08,0.05,0.63,0.17,0.2
760,0.85,0.07,0.08,0.47,0.34,0.19
770,0.73,0.16,0.11,0.46,0.41,0.13
780,0.79,0.13,0.08,0.52,0.33,0.15
790,0.84,0.1,0.06,0.55,0.24,0.21
800,0.86,0.05,0.09,0.5,0.35,0.15
810,0.87,0.09,0.04,0.54,0.38,0.08
820,0.76,0.14,0.1,0.6,0.3,0.1
830,0.81,0.14,0.05,0.52,0.27,0.21
840,0.77,0.12,0.11,0.64,0.22,0.14
850,0.83,0.06,0.11,0.5,0.33,0.17
860,0.84,0.09,0.07,0.47,0.24,0.29
870,0.91,0.04,0.05,0.42,0.36,0.22
880,0.84,0.09,0.07,0.46,0.37,0.17
890,0.84,0.1,0.06,0.54,0.28,0.18
900,0.82,0.13,0.05,0.35,0.35,0.3
910,0.85,0.11,0.04,0.43,0.31,0.26
920,0.89,0.1,0.01,0.54,0.23,0.23
930,0.87,0.11,0.02,0.41,0.41,0.18
940,0.93,0.04,0.03,0.4,0.41,0.19
950,0.92,0.06,0.02,0.37,0.47,0.16
960,0.78,0.15,0.07,0.32,0.5,0.18
970,0.87,0.07,0.06,0.42,0.44,0.14
980,0.78,0.13,0.09,0.41,0.4,0.19
990,0.82,0.14,0.04,0.43,0.4,0.17
1000,0.83,0.1,0.07,0.36,0.46,0.18
