Episodes,P1-Win,P1-Lose,P1-Draw,P2-Win,P2-Lose,P2-Draw
0,0.77,0.18,0.05,0.49,0.43,0.08
10,0.82,0.1,0.08,0.58,0.41,0.01
20,0.84,0.05,0.11,0.56,0.4,0.04
30,0.83,0.04,0.13,0.6,0.38,0.02
40,0.88,0.06,0.06,0.42,0.54,0.04
50,0.8,0.16,0.04,0.5,0.42,0.08
60,0.74,0.14,0.12,0.4,0.55,0.05
70,0.79,0.09,0.12,0.51,0.39,0.1
80,0.72,0.09,0.19,0.49,0.41,0.1
90,0.79,0.16,0.05,0.43,0.48,0.09
100,0.83,0.1,0.07,0.51,0.44,0.05
110,0.87,0.1,0.03,0.48,0.42,0.1
120,0.84,0.09,0.07,0.55,0.36,0.09
130,0.87,0.09,0.04,0.6,0.34,0.06
140,0.8,0.1,0.1,0.56,0.37,0.07
150,0.81,0.14,0.05,0.4,0.43,0.17
160,0.82,0.13,0.05,0.6,0.34,0.06
170,0.85,0.08,0.07,0.65,0.34,0.01
180,0.86,0.07,0.07,0.53,0.47,0
190,0.86,0.08,0.06,0.57,0.35,0.08
200,0.83,0.1,0.07,0.54,0.38,0.08
210,0.9,0.09,0.01,0.6,0.31,0.09
220,0.82,0.13,0.05,0.55,0.43,0.02
230,0.84,0.11,0.05,0.57,0.29,0.14
240,0.88,0.05,0.07,0.36,0.47,0.17
250,0.84,0.08,0.08,0.55,0.38,0.07
260,0.86,0.04,0.1,0.47,0.47,0.06
270,0.79,0.14,0.07,0.42,0.5,0.08
280,0.88,0.07,0.05,0.59,0.34,0.07
290,0.82,0.08,0.1,0.38,0.57,0.05
300,0.81,0.08,0.11,0.42,0.52,0.06
310,0.79,0.07,0.14,0.51,0.43,0.06
320,0.67,0.18,0.15,0.35,0.54,0.11
330,0.64,0.2,0.16,0.39,0.51,0.1
340,0.75,0.06,0.19,0.58,0.37,0.05
350,0.75,0.12,0.13,0.47,0.44,0.09
360,0.79,0.09,0.12,0.37,0.59,0.04
370,0.72,0.13,0.15,0.37,0.52,0.11
380,0.73,0.13,0.14,0.45,0.48,0.07
390,0.78,0.08,0.14,0.6,0.34,0.06
400,0.82,0.12,0.06,0.42,0.43,0.15
410,0.8,0.16,0.04,0.49,0.41,0.1
420,0.75,0.16,0.09,0.52,0.37,0.11
430,0.7,0.21,0.09,0.37,0.51,0.12
440,0.73,0.2,0.07,0.46,0.48,0.06
450,0.68,0.23,0.09,0.4,0.46,0.14
460,0.57,0.24,0.19,0.37,0.45,0.18
470,0.66,0.26,0.08,0.45,0.46,0.09
480,0.62,0.21,0.17,0.56,0.4,0.04
490,0.49,0.29,0.22,0.5,0.42,0.08
500,0.69,0.25,0.06,0.5,0.46,0.04
510,0.5,0.36,0.14,0.49,0.4,0.11
520,0.57,0.34,0.09,0.32,0.55,0.13
530,0.72,0.19,0.09,0.41,0.52,0.07
540,0.71,0.23,0.06,0.43,0.44,0.13
550,0.66,0.25,0.09,0.42,0.49,0.09
560,0.7,0.21,0.09,0.38,0.55,0.07
570,0.67,0.24,0.09,0.64,0.29,0.07
580,0.55,0.27,0.18,0.62,0.35,0.03
590,0.61,0.27,0.12,0.6,0.36,0.04
600,0.63,0.3,0.07,0.71,0.22,0.07
610,0.59,0.27,0.14,0.63,0.29,0.08
620,0.77,0.19,0.04,0.51,0.38,0.11
630,0.84,0.11,0.05,0.45,0.45,0.1
640,0.69,0.2,0.11,0.41,0.49,0.1
650,0.67,0.2,0.13,0.44,0.48,0.08
660,0.68,0.24,0.08,0.54,0.37,0.09
670,0.4,0.4,0.2,0.43,0.46,0.11
680,0.69,0.23,0.08,0.5,0.41,0.09
690,0.64,0.24,0.12,0.44,0.46,0.1
700,0.52,0.36,0.12,0.36,0.49,0.15
710,0.66,0.2,0.14,0.57,0.36,0.07
720,0.75,0.21,0.04,0.55,0.41,0.04
730,0.82,0.11,0.07,0.5,0.42,0.08
740,0.73,0.19,0.08,0.59,0.37,0.04
750,0.64,0.19,0.17,0.41,0.46,0.13
760,0.7,0.18,0.12,0.55,0.36,0.09
770,0.66,0.2,0.14,0.49,0.49,0.02
780,0.71,0.13,0.16,0.76,0.22,0.02
790,0.7,0.2,0.1,0.46,0.49,0.05
800,0.65,0.19,0.16,0.37,0.49,0.14
810,0.69,0.21,0.1,0.47,0.46,0.07
820,0.72,0.18,0.1,0.45,0.47,0.08
830,0.71,0.17,0.12,0.43,0.44,0.13
840,0.77,0.14,0.09,0.6,0.38,0.02
850,0.72,0.2,0.08,0.52,0.41,0.07
860,0.87,0.06,0.07,0.55,0.39,0.06
870,0.84,0.08,0.08,0.56,0.39,0.05
880,0.79,0.08,0.13,0.5,0.41,0.09
890,0.6,0.25,0.15,0.49,0.48,0.03
900,0.58,0.28,0.14,0.54,0.4,0.06
910,0.74,0.17,0.09,0.44,0.43,0.13
920,0.63,0.26,0.11,0.41,0.5,0.09
930,0.65,0.22,0.13,0.46,0.38,0.16
940,0.71,0.15,0.14,0.4,0.47,0.13
950,0.84,0.11,0.05,0.33,0.55,0.12
960,0.82,0.12,0.06,0.35,0.53,0.12
970,0.81,0.13,0.06,0.36,0.49,0.15
980,0.84,0.1,0.06,0.37,0.48,0.15
990,0.89,0.07,0.04,0.46,0.42,0.12
1000,0.81,0.12,0.07,0.29,0.54,0.17
