Episodes,P1-Win,P1-Lose,P1-Draw,P2-Win,P2-Lose,P2-Draw
0,0.78,0.19,0.03,0.37,0.59,0.04
10,0.87,0.07,0.06,0.38,0.53,0.09
20,0.85,0.02,0.13,0.46,0.45,0.09
30,0.82,0.11,0.07,0.44,0.53,0.03
40,0.73,0.15,0.12,0.55,0.43,0.02
50,0.82,0.09,0.09,0.32,0.56,0.12
60,0.86,0.06,0.08,0.38,0.52,0.1
70,0.78,0.15,0.07,0.44,0.5,0.06
80,0.83,0.14,0.03,0.39,0.56,0.05
90,0.83,0.13,0.04,0.45,0.43,0.12
100,0.71,0.21,0.08,0.53,0.44,0.03
110,0.7,0.22,0.08,0.54,0.37,0.09
120,0.69,0.16,0.15,0.67,0.31,0.02
130,0.77,0.16,0.07,0.61,0.35,0.04
140,0.69,0.22,0.09,0.43,0.49,0.08
150,0.66,0.25,0.09,0.63,0.29,0.08
160,0.46,0.38,0.16,0.46,0.46,0.08
170,0.52,0.3,0.18,0.49,0.41,0.1
180,0.64,0.18,0.18,0.34,0.6,0.06
190,0.68,0.17,0.15,0.51,0.4,0.09
200,0.81,0.09,0.1,0.51,0.4,0.09
210,0.79,0.1,0.11,0.61,0.37,0.02
220,0.79,0.11,0.1,0.52,0.4,0.08
230,0.78,0.12,0.1,0.47,0.48,0.05
240,0.79,0.06,0.15,0.41,0.52,0.07
250,0.67,0.22,0.11,0.47,0.48,0.05
260,0.83,0.12,0.05,0.59,0.34,0.07
270,0.87,0.09,0.04,0.41,0.52,0.07
280,0.84,0.09,0.07,0.49,0.43,0.08
290,0.66,0.21,0.13,0.49,0.46,0.05
300,0.84,0.08,0.08,0.34,0.54,0.12
310,0.85,0.06,0.09,0.54,0.42,0.04
320,0.86,0.08,0.06,0.52,0.42,0.06
330,0.78,0.09,0.13,0.34,0.45,0.21
340,0.74,0.12,0.14,0.38,0.46,0.16
350,0.81,0.07,0.12,0.36,0.51,0.13
360,0.83,0.06,0.11,0.4,0.42,0.18
370,0.77,0.15,0.08,0.44,0.5,0.06
380,0.69,0.2,0.11,0.38,0.51,0.11
390,0.53,0.3,0.17,0.53,0.39,0.08
400,0.53,0.31,0.16,0.53,0.41,0.06
410,0.7,0.14,0.16,0.35,0.51,0.14
420,0.69,0.16,0.15,0.36,0.45,0.19
430,0.67,0.22,0.11,0.56,0.39,0.05
440,0.88,0.1,0.02,0.42,0.52,0.06
450,0.85,0.11,0.04,0.52,0.34,0.14
460,0.69,0.18,0.13,0.52,0.42,0.06
470,0.65,0.18,0.17,0.64,0.31,0.05
480,0.66,0.15,0.19,0.57,0.36,0.07
490,0.73,0.13,0.14,0.49,0.41,0.1
500,0.72,0.19,0.09,0.41,0.48,0.11
510,0.64,0.18,0.18,0.4,0.47,0.13
520,0.6,0.26,0.14,0.39,0.5,0.11
530,0.64,0.25,0.11,0.45,0.44,0.11
540,0.7,0.21,0.09,0.32,0.56,0.12
550,0.72,0.18,0.1,0.3,0.51,0.19
560,0.71,0.22,0.07,0.39,0.45,0.16
570,0.6,0.2,0.2,0.34,0.56,0.1
580,0.68,0.17,0.15,0.47,0.38,0.15
590,0.66,0.16,0.18,0.42,0.48,0.1
600,0.68,0.19,0.13,0.46,0.52,0.02
610,0.64,0.26,0.1,0.36,0.46,0.18
620,0.53,0.29,0.18,0.44,0.51,0.05
630,0.8,0.12,0.08,0.46,0.43,0.11
640,0.79,0.1,0.11,0.42,0.47,0.11
650,0.8,0.08,0.12,0.42,0.5,0.08
660,0.76,0.11,0.13,0.45,0.43,0.12
670,0.75,0.17,0.08,0.41,0.52,0.07
680,0.74,0.1,0.16,0.54,0.38,0.08
690,0.82,0.09,0.09,0.55,0.38,0.07
700,0.78,0.12,0.1,0.56,0.37,0.07
710,0.72,0.16,0.12,0.61,0.32,0.07
720,0.35,0.48,0.17,0.66,0.27,0.07
730,0.34,0.5,0.16,0.55,0.4,0.05
740,0.59,0.23,0.18,0.54,0.39,0.07
750,0.65,0.23,0.12,0.49,0.46,0.05
760,0.79,0.06,0.15,0.62,0.35,0.03
770,0.73,0.14,0.13,0.31,0.57,0.12
780,0.71,0.16,0.13,0.46,0.44,0.1
790,0.67,0.19,0.14,0.42,0.48,0.1
800,0.65,0.18,0.17,0.37,0.45,0.18
810,0.68,0.19,0.13,0.44,0.45,0.11
820,0.66,0.18,0.16,0.38,0.53,0.09
830,0.71,0.16,0.13,0.42,0.46,0.12
840,0.68,0.21,0.11,0.48,0.41,0.11
850,0.66,0.18,0.16,0.58,0.38,0.04
860,0.79,0.1,0.11,0.56,0.38,0.06
870,0.77,0.13,0.1,0.4,0.45,0.15
880,0.79,0.15,0.06,0.55,0.37,0.08
890,0.8,0.13,0.07,0.43,0.56,0.01
900,0.72,0.2,0.08,0.62,0.29,0.09
910,0.77,0.11,0.12,0.47,0.45,0.08
920,0.77,0.05,0.18,0.52,0.38,0.1
930,0.84,0.09,0.07,0.57,0.35,0.08
940,0.69,0.2,0.11,0.59,0.32,0.09
950,0.77,0.14,0.09,0.57,0.38,0.05
960,0.86,0.09,0.05,0.51,0.4,0.09
970,0.8,0.1,0.1,0.57,0.32,0.11
980,0.78,0.12,0.1,0.59,0.36,0.05
990,0.82,0.14,0.04,0.54,0.41,0.05
1000,0.78,0.15,0.07,0.54,0.36,0.1
