Episodes,P1-Win,P1-Lose,P1-Draw,P2-Win,P2-Lose,P2-Draw
0,0.78,0.16,0.06,0.47,0.51,0.02
10,0.78,0.08,0.14,0.39,0.48,0.13
20,0.81,0.11,0.08,0.41,0.46,0.13
30,0.86,0.06,0.08,0.4,0.49,0.11
40,0.83,0.07,0.1,0.43,0.42,0.15
50,0.88,0.07,0.05,0.51,0.37,0.12
60,0.84,0.08,0.08,0.51,0.44,0.05
70,0.75,0.17,0.08,0.54,0.37,0.09
80,0.82,0.1,0.08,0.57,0.39,0.04
90,0.79,0.11,0.1,0.62,0.33,0.05
100,0.79,0.08,0.13,0.56,0.41,0.03
110,0.81,0.09,0.1,0.42,0.53,0.05
120,0.8,0.08,0.12,0.54,0.43,0.03
130,0.82,0.09,0.09,0.39,0.53,0.08
140,0.74,0.12,0.14,0.5,0.44,0.06
150,0.84,0.07,0.09,0.49,0.44,0.07
160,0.74,0.14,0.12,0.52,0.38,0.1
170,0.71,0.1,0.19,0.58,0.36,0.06
180,0.74,0.11,0.15,0.6,0.33,0.07
190,0.63,0.21,0.16,0.55,0.38,0.07
200,0.85,0.06,0.09,0.5,0.42,0.08
210,0.75,0.09,0.16,0.46,0.45,0.09
220,0.71,0.15,0.14,0.47,0.43,0.1
230,0.75,0.14,0.11,0.59,0.4,0.01
240,0.8,0.1,0.1,0.53,0.41,0.06
250,0.84,0.07,0.09,0.56,0.36,0.08
260,0.78,0.12,0.1,0.56,0.39,0.05
270,0.8,0.14,0.06,0.51,0.44,0.05
280,0.8,0.12,0.08,0.54,0.42,0.04
290,0.68,0.2,0.12,0.53,0.43,0.04
300,0.7,0.17,0.13,0.55,0.39,0.06
310,0.72,0.18,0.1,0.5,0.41,0.09
320,0.65,0.25,0.1,0.59,0.35,0.06
330,0.57,0.25,0.18,0.47,0.47,0.06
340,0.64,0.27,0.09,0.47,0.48,0.05
350,0.63,0.23,0.14,0.6,0.34,0.06
360,0.81,0.12,0.07,0.4,0.45,0.15
370,0.89,0.05,0.06,0.46,0.43,0.11
380,0.74,0.15,0.11,0.62,0.33,0.05
390,0.67,0.2,0.13,0.64,0.32,0.04
400,0.87,0.05,0.08,0.59,0.38,0.03
410,0.57,0.28,0.15,0.49,0.43,0.08
420,0.64,0.18,0.18,0.55,0.36,0.09
430,0.66,0.24,0.1,0.47,0.42,0.11
440,0.68,0.24,0.08,0.53,0.36,0.11
450,0.66,0.19,0.15,0.61,0.36,0.03
460,0.7,0.19,0.11,0.42,0.47,0.11
470,0.7,0.15,0.15,0.58,0.36,0.06
480,0.67,0.2,0.13,0.45,0.47,0.08
490,0.79,0.07,0.14,0.44,0.47,0.09
500,0.82,0.13,0.05,0.4,0.5,0.1
510,0.8,0.13,0.07,0.6,0.34,0.06
520,0.69,0.19,0.12,0.56,0.38,0.06
530,0.82,0.08,0.1,0.6,0.31,0.09
540,0.82,0.12,0.06,0.55,0.37,0.08
550,0.78,0.14,0.08,0.47,0.46,0.07
560,0.83,0.08,0.09,0.48,0.37,0.15
570,0.68,0.24,0.08,0.41,0.48,0.11
580,0.64,0.27,0.09,0.45,0.46,0.09
590,0.81,0.14,0.05,0.39,0.5,0.11
600,0.86,0.09,0.05,0.41,0.52,0.07
610,0.75,0.11,0.14,0.52,0.39,0.09
620,0.78,0.1,0.12,0.54,0.42,0.04
630,0.73,0.19,0.08,0.43,0.52,0.05
640,0.66,0.25,0.09,0.48,0.41,0.11
650,0.67,0.22,0.11,0.45,0.47,0.08
660,0.65,0.21,0.14,0.55,0.39,0.06
670,0.64,0.23,0.13,0.39,0.5,0.11
680,0.64,0.2,0.16,0.6,0.33,0.07
690,0.58,0.17,0.25,0.4,0.49,0.11
700,0.73,0.14,0.13,0.51,0.41,0.08
710,0.79,0.12,0.09,0.44,0.46,0.1
720,0.69,0.16,0.15,0.29,0.55,0.16
730,0.74,0.17,0.09,0.45,0.41,0.14
740,0.72,0.17,0.11,0.47,0.48,0.05
750,0.8,0.07,0.13,0.54,0.41,0.05
760,0.83,0.07,0.1,0.67,0.27,0.06
770,0.77,0.1,0.13,0.35,0.54,0.11
780,0.75,0.18,0.07,0.39,0.51,0.1
790,0.64,0.22,0.14,0.39,0.55,0.06
800,0.7,0.16,0.14,0.45,0.54,0.01
810,0.66,0.23,0.11,0.59,0.34,0.07
820,0.66,0.18,0.16,0.61,0.36,0.03
830,0.8,0.09,0.11,0.63,0.32,0.05
840,0.81,0.11,0.08,0.53,0.45,0.02
850,0.81,0.13,0.06,0.45,0.5,0.05
860,0.74,0.14,0.12,0.61,0.36,0.03
870,0.75,0.15,0.1,0.38,0.56,0.06
880,0.86,0.08,0.06,0.64,0.29,0.07
890,0.85,0.08,0.07,0.57,0.39,0.04
900,0.8,0.08,0.12,0.51,0.43,0.06
910,0.82,0.09,0.09,0.38,0.49,0.13
920,0.74,0.16,0.1,0.52,0.36,0.12
930,0.78,0.14,0.08,0.62,0.35,0.03
940,0.83,0.14,0.03,0.43,0.51,0.06
950,0.73,0.15,0.12,0.56,0.41,0.03
960,0.8,0.1,0.1,0.55,0.42,0.03
970,0.86,0.06,0.08,0.54,0.41,0.05
980,0.81,0.1,0.09,0.6,0.35,0.05
990,0.77,0.14,0.09,0.48,0.36,0.16
1000,0.82,0.07,0.11,0.55,0.43,0.02
