Episodes,P1-Win,P1-Lose,P1-Draw,P2-Win,P2-Lose,P2-Draw
0,0.75,0.23,0.02,0.46,0.48,0.06
10,0.87,0.06,0.07,0.45,0.42,0.13
20,0.89,0.07,0.04,0.46,0.41,0.13
30,0.93,0.05,0.02,0.46,0.46,0.08
40,0.9,0.08,0.02,0.61,0.28,0.11
50,0.9,0.06,0.04,0.49,0.43,0.08
60,0.92,0.08,0,0.51,0.39,0.1
70,0.77,0.13,0.1,0.41,0.48,0.11
80,0.8,0.13,0.07,0.52,0.39,0.09
90,0.81,0.13,0.06,0.47,0.39,0.14
100,0.85,0.1,0.05,0.47,0.5,0.03
110,0.77,0.18,0.05,0.52,0.41,0.07
120,0.62,0.21,0.17,0.35,0.54,0.11
130,0.63,0.22,0.15,0.45,0.46,0.09
140,0.67,0.18,0.15,0.56,0.36,0.08
150,0.7,0.2,0.1,0.47,0.43,0.1
160,0.78,0.15,0.07,0.45,0.49,0.06
170,0.64,0.2,0.16,0.63,0.29,0.08
180,0.7,0.17,0.13,0.48,0.44,0.08
190,0.68,0.25,0.07,0.4,0.51,0.09
200,0.74,0.15,0.11,0.49,0.39,0.12
210,0.75,0.18,0.07,0.51,0.38,0.11
220,0.71,0.15,0.14,0.52,0.35,0.13
230,0.63,0.23,0.14,0.41,0.52,0.07
240,0.69,0.21,0.1,0.53,0.42,0.05
250,0.7,0.17,0.13,0.53,0.38,0.09
260,0.64,0.28,0.08,0.61,0.38,0.01
270,0.62,0.14,0.24,0.57,0.35,0.08
280,0.62,0.29,0.09,0.62,0.27,0.11
290,0.65,0.25,0.1,0.64,0.31,0.05
300,0.68,0.21,0.11,0.3,0.64,0.06
310,0.64,0.19,0.17,0.56,0.4,0.04
320,0.73,0.19,0.08,0.57,0.37,0.06
330,0.56,0.34,0.1,0.47,0.49,0.04
340,0.57,0.31,0.12,0.56,0.42,0.02
350,0.58,0.3,0.12,0.36,0.55,0.09
360,0.58,0.3,0.12,0.48,0.44,0.08
370,0.6,0.31,0.09,0.39,0.55,0.06
380,0.59,0.28,0.13,0.61,0.35,0.04
390,0.61,0.18,0.21,0.36,0.46,0.18
400,0.79,0.16,0.05,0.37,0.53,0.1
410,0.81,0.14,0.05,0.35,0.5,0.15
420,0.77,0.1,0.13,0.4,0.48,0.12
430,0.81,0.09,0.1,0.37,0.52,0.11
440,0.64,0.29,0.07,0.48,0.46,0.06
450,0.63,0.2,0.17,0.37,0.51,0.12
460,0.86,0.06,0.08,0.38,0.53,0.09
470,0.7,0.16,0.14,0.45,0.45,0.1
480,0.59,0.28,0.13,0.38,0.5,0.12
490,0.72,0.19,0.09,0.39,0.45,0.16
500,0.84,0.09,0.07,0.37,0.52,0.11
510,0.77,0.07,0.16,0.42,0.5,0.08
520,0.78,0.12,0.1,0.43,0.49,0.08
530,0.76,0.14,0.1,0.43,0.51,0.06
540,0.75,0.12,0.13,0.44,0.48,0.08
550,0.77,0.1,0.13,0.4,0.52,0.08
560,0.78,0.13,0.09,0.36,0.54,0.1
570,0.78,0.15,0.07,0.44,0.47,0.09
580,0.79,0.11,0.1,0.31,0.57,0.12
590,0.6,0.25,0.15,0.45,0.49,0.06
600,0.73,0.18,0.09,0.36,0.56,0.08
610,0.7,0.18,0.12,0.45,0.5,0.05
620,0.74,0.11,0.15,0.54,0.38,0.08
630,0.75,0.17,0.08,0.41,0.5,0.09
640,0.75,0.15,0.1,0.59,0.38,0.03
650,0.69,0.24,0.07,0.5,0.44,0.06
660,0.66,0.19,0.15,0.56,0.41,0.03
670,0.7,0.16,0.14,0.57,0.36,0.07
680,0.69,0.21,0.1,0.58,0.35,0.07
690,0.74,0.15,0.11,0.65,0.3,0.05
700,0.45,0.36,0.19,0.52,0.4,0.08
710,0.7,0.14,0.16,0.47,0.49,0.04
720,0.68,0.15,0.17,0.55,0.42,0.03
730,0.74,0.15,0.11,0.61,0.31,0.08
740,0.72,0.21,0.07,0.6,0.31,0.09
750,0.74,0.16,0.1,0.51,0.45,0.04
760,0.71,0.21,0.08,0.54,0.36,0.1
770,0.74,0.15,0.11,0.58,0.36,0.06
780,0.71,0.15,0.14,0.52,0.39,0.09
790,0.81,0.08,0.11,0.55,0.4,0.05
800,0.75,0.16,0.09,0.39,0.55,0.06
810,0.57,0.23,0.2,0.57,0.33,0.1
820,0.62,0.21,0.17,0.55,0.36,0.09
830,0.69,0.19,0.12,0.51,0.46,0.03
840,0.64,0.15,0.21,0.55,0.41,0.04
850,0.63,0.22,0.15,0.61,0.35,0.04
860,0.79,0.13,0.08,0.46,0.46,0.08
870,0.72,0.17,0.11,0.48,0.44,0.08
880,0.65,0.19,0.16,0.57,0.37,0.06
890,0.67,0.21,0.12,0.52,0.44,0.04
900,0.59,0.26,0.15,0.5,0.42,0.08
910,0.66,0.23,0.11,0.48,0.49,0.03
920,0.62,0.19,0.19,0.57,0.36,0.07
930,0.74,0.13,0.13,0.49,0.45,0.06
940,0.7,0.23,0.07,0.57,0.4,0.03
950,0.66,0.15,0.19,0.47,0.49,0.04
960,0.79,0.11,0.1,0.57,0.39,0.04
970,0.72,0.15,0.13,0.58,0.33,0.09
980,0.81,0.12,0.07,0.57,0.37,0.06
990,0.78,0.13,0.09,0.49,0.45,0.06
1000,0.72,0.16,0.12,0.55,0.39,0.06
