Episodes,P1-Win,P1-Lose,P1-Draw,P2-Win,P2-Lose,P2-Draw
0,0.7,0.24,0.06,0.37,0.59,0.04
10,0.88,0.08,0.04,0.55,0.41,0.04
20,0.79,0.1,0.11,0.46,0.47,0.07
30,0.83,0.1,0.07,0.39,0.53,0.08
40,0.85,0.03,0.12,0.6,0.39,0.01
50,0.8,0.12,0.08,0.41,0.48,0.11
60,0.85,0.08,0.07,0.57,0.42,0.01
70,0.8,0.12,0.08,0.54,0.46,0
80,0.84,0.1,0.06,0.58,0.38,0.04
90,0.72,0.14,0.14,0.5,0.43,0.07
100,0.78,0.09,0.13,0.51,0.43,0.06
110,0.85,0.05,0.1,0.5,0.47,0.03
120,0.84,0.13,0.03,0.54,0.4,0.06
130,0.73,0.16,0.11,0.53,0.46,0.01
140,0.82,0.14,0.04,0.58,0.39,0.03
150,0.8,0.09,0.11,0.65,0.28,0.07
160,0.86,0.06,0.08,0.4,0.5,0.1
170,0.87,0.05,0.08,0.44,0.49,0.07
180,0.83,0.08,0.09,0.53,0.42,0.05
190,0.81,0.12,0.07,0.43,0.54,0.03
200,0.79,0.09,0.12,0.54,0.32,0.14
210,0.76,0.13,0.11,0.48,0.39,0.13
220,0.66,0.2,0.14,0.54,0.37,0.09
230,0.83,0.05,0.12,0.6,0.35,0.05
240,0.82,0.09,0.09,0.54,0.38,0.08
250,0.8,0.08,0.12,0.58,0.4,0.02
260,0.79,0.09,0.12,0.54,0.37,0.09
270,0.79,0.13,0.08,0.54,0.36,0.1
280,0.79,0.14,0.07,0.56,0.36,0.08
290,0.82,0.1,0.08,0.54,0.38,0.08
300,0.71,0.2,0.09,0.56,0.4,0.04
310,0.85,0.07,0.08,0.64,0.29,0.07
320,0.84,0.06,0.1,0.43,0.5,0.07
330,0.83,0.09,0.08,0.43,0.49,0.08
340,0.82,0.06,0.12,0.56,0.39,0.05
350,0.83,0.07,0.1,0.65,0.29,0.06
360,0.86,0.07,0.07,0.52,0.41,0.07
370,0.72,0.13,0.15,0.55,0.4,0.05
380,0.73,0.13,0.14,0.54,0.41,0.05
390,0.67,0.18,0.15,0.47,0.49,0.04
400,0.43,0.31,0.26,0.45,0.44,0.11
410,0.73,0.19,0.08,0.61,0.33,0.06
420,0.84,0.12,0.04,0.56,0.38,0.06
430,0.8,0.09,0.11,0.56,0.34,0.1
440,0.83,0.05,0.12,0.56,0.38,0.06
450,0.84,0.04,0.12,0.54,0.39,0.07
460,0.71,0.16,0.13,0.59,0.35,0.06
470,0.85,0.09,0.06,0.56,0.36,0.08
480,0.76,0.08,0.16,0.59,0.31,0.1
490,0.9,0.05,0.05,0.56,0.38,0.06
500,0.84,0.06,0.1,0.63,0.33,0.04
510,0.85,0.06,0.09,0.6,0.35,0.05
520,0.83,0.03,0.14,0.55,0.39,0.06
530,0.78,0.09,0.13,0.67,0.31,0.02
540,0.84,0.03,0.13,0.51,0.43,0.06
550,0.84,0.04,0.12,0.61,0.32,0.07
560,0.83,0.06,0.11,0.47,0.49,0.04
570,0.79,0.11,0.1,0.61,0.35,0.04
580,0.84,0.07,0.09,0.49,0.44,0.07
590,0.78,0.06,0.16,0.48,0.49,0.03
600,0.85,0.06,0.09,0.48,0.46,0.06
610,0.83,0.04,0.13,0.44,0.5,0.06
620,0.81,0.1,0.09,0.55,0.39,0.06
630,0.87,0.07,0.06,0.53,0.46,0.01
640,0.84,0.07,0.09,0.61,0.34,0.05
650,0.75,0.13,0.12,0.57,0.42,0.01
660,0.85,0.05,0.1,0.56,0.37,0.07
670,0.78,0.14,0.08,0.6,0.34,0.06
680,0.8,0.08,0.12,0.57,0.35,0.08
690,0.8,0.15,0.05,0.52,0.44,0.04
700,0.82,0.07,0.11,0.61,0.37,0.02
710,0.78,0.13,0.09,0.57,0.33,0.1
720,0.82,0.12,0.06,0.63,0.33,0.04
730,0.83,0.09,0.08,0.57,0.38,0.05
740,0.85,0.07,0.08,0.51,0.44,0.05
750,0.86,0.06,0.08,0.53,0.4,0.07
760,0.84,0.08,0.08,0.53,0.39,0.08
770,0.86,0.1,0.04,0.58,0.33,0.09
780,0.88,0.06,0.06,0.63,0.31,0.06
790,0.83,0.1,0.07,0.53,0.44,0.03
800,0.79,0.12,0.09,0.38,0.57,0.05
810,0.86,0.04,0.1,0.58,0.37,0.05
820,0.79,0.09,0.12,0.51,0.47,0.02
830,0.84,0.05,0.11,0.34,0.49,0.17
840,0.82,0.1,0.08,0.56,0.44,0
850,0.87,0.07,0.06,0.59,0.32,0.09
860,0.81,0.05,0.14,0.69,0.26,0.05
870,0.78,0.09,0.13,0.47,0.42,0.11
880,0.8,0.08,0.12,0.5,0.45,0.05
890,0.8,0.05,0.15,0.56,0.37,0.07
900,0.82,0.11,0.07,0.45,0.46,0.09
910,0.78,0.11,0.11,0.56,0.38,0.06
920,0.88,0.07,0.05,0.46,0.52,0.02
930,0.76,0.12,0.12,0.49,0.43,0.08
940,0.78,0.15,0.07,0.5,0.43,0.07
950,0.84,0.14,0.02,0.36,0.55,0.09
960,0.9,0.05,0.05,0.49,0.38,0.13
970,0.89,0.07,0.04,0.4,0.54,0.06
980,0.77,0.11,0.12,0.49,0.46,0.05
990,0.94,0.04,0.02,0.38,0.47,0.15
1000,0.87,0.07,0.06,0.4,0.54,0.06
