Episodes,P1-Win,P1-Lose,P1-Draw,P2-Win,P2-Lose,P2-Draw
0,0.84,0.15,0.01,0.44,0.53,0.03
10,0.67,0.26,0.07,0.51,0.43,0.06
20,0.74,0.17,0.09,0.38,0.5,0.12
30,0.66,0.28,0.06,0.45,0.53,0.02
40,0.62,0.27,0.11,0.39,0.5,0.11
50,0.57,0.31,0.12,0.47,0.42,0.11
60,0.63,0.29,0.08,0.48,0.42,0.1
70,0.52,0.36,0.12,0.52,0.41,0.07
80,0.69,0.27,0.04,0.49,0.5,0.01
90,0.68,0.21,0.11,0.49,0.47,0.04
100,0.71,0.18,0.11,0.42,0.54,0.04
110,0.7,0.21,0.09,0.49,0.45,0.06
120,0.64,0.3,0.06,0.49,0.44,0.07
130,0.57,0.32,0.11,0.54,0.4,0.06
140,0.71,0.23,0.06,0.47,0.47,0.06
150,0.53,0.41,0.06,0.53,0.42,0.05
160,0.69,0.24,0.07,0.49,0.48,0.03
170,0.54,0.37,0.09,0.49,0.43,0.08
180,0.56,0.3,0.14,0.57,0.38,0.05
190,0.64,0.25,0.11,0.51,0.4,0.09
200,0.64,0.29,0.07,0.54,0.38,0.08
210,0.71,0.22,0.07,0.55,0.43,0.02
220,0.67,0.23,0.1,0.61,0.35,0.04
230,0.61,0.31,0.08,0.49,0.42,0.09
240,0.65,0.26,0.09,0.55,0.34,0.11
250,0.69,0.18,0.13,0.61,0.28,0.11
260,0.59,0.31,0.1,0.58,0.38,0.04
270,0.55,0.33,0.12,0.49,0.44,0.07
280,0.63,0.27,0.1,0.53,0.46,0.01
290,0.63,0.23,0.14,0.59,0.38,0.03
300,0.63,0.28,0.09,0.58,0.39,0.03
310,0.63,0.27,0.1,0.55,0.43,0.02
320,0.62,0.31,0.07,0.55,0.43,0.02
330,0.66,0.25,0.09,0.51,0.46,0.03
340,0.56,0.31,0.13,0.53,0.46,0.01
350,0.66,0.24,0.1,0.57,0.42,0.01
360,0.56,0.31,0.13,0.58,0.4,0.02
370,0.69,0.25,0.06,0.64,0.34,0.02
380,0.7,0.25,0.05,0.6,0.36,0.04
390,0.51,0.39,0.1,0.56,0.43,0.01
400,0.61,0.26,0.13,0.52,0.46,0.02
410,0.56,0.3,0.14,0.62,0.36,0.02
420,0.59,0.32,0.09,0.69,0.31,0
430,0.8,0.12,0.08,0.59,0.37,0.04
440,0.67,0.21,0.12,0.54,0.45,0.01
450,0.64,0.3,0.06,0.64,0.35,0.01
460,0.68,0.3,0.02,0.48,0.49,0.03
470,0.67,0.26,0.07,0.45,0.51,0.04
480,0.7,0.25,0.05,0.45,0.51,0.04
490,0.6,0.33,0.07,0.6,0.37,0.03
500,0.68,0.28,0.04,0.56,0.44,0
510,0.65,0.29,0.06,0.55,0.44,0.01
520,0.54,0.36,0.1,0.52,0.44,0.04
530,0.64,0.25,0.11,0.63,0.31,0.06
540,0.65,0.26,0.09,0.56,0.37,0.07
550,0.71,0.19,0.1,0.65,0.33,0.02
560,0.56,0.26,0.18,0.6,0.38,0.02
570,0.61,0.26,0.13,0.63,0.33,0.04
580,0.65,0.23,0.12,0.61,0.35,0.04
590,0.64,0.2,0.16,0.64,0.36,0
600,0.56,0.23,0.21,0.6,0.39,0.01
610,0.52,0.4,0.08,0.51,0.48,0.01
620,0.51,0.33,0.16,0.58,0.4,0.02
630,0.53,0.33,0.14,0.56,0.43,0.01
640,0.65,0.25,0.1,0.65,0.34,0.01
650,0.77,0.16,0.07,0.49,0.5,0.01
660,0.6,0.28,0.12,0.59,0.4,0.01
670,0.67,0.26,0.07,0.55,0.43,0.02
680,0.55,0.38,0.07,0.57,0.42,0.01
690,0.66,0.28,0.06,0.59,0.41,0
700,0.57,0.34,0.09,0.57,0.36,0.07
710,0.55,0.36,0.09,0.54,0.45,0.01
720,0.56,0.31,0.13,0.51,0.47,0.02
730,0.56,0.24,0.2,0.64,0.33,0.03
740,0.6,0.28,0.12,0.61,0.34,0.05
750,0.57,0.32,0.11,0.58,0.41,0.01
760,0.57,0.28,0.15,0.54,0.44,0.02
770,0.59,0.26,0.15,0.65,0.35,0
780,0.44,0.34,0.22,0.57,0.39,0.04
790,0.5,0.34,0.16,0.56,0.42,0.02
800,0.67,0.26,0.07,0.54,0.42,0.04
810,0.6,0.26,0.14,0.55,0.42,0.03
820,0.57,0.36,0.07,0.59,0.39,0.02
830,0.76,0.17,0.07,0.63,0.34,0.03
840,0.67,0.27,0.06,0.59,0.4,0.01
850,0.55,0.33,0.12,0.59,0.37,0.04
860,0.63,0.29,0.08,0.5,0.47,0.03
870,0.53,0.29,0.18,0.54,0.41,0.05
880,0.67,0.24,0.09,0.63,0.36,0.01
890,0.65,0.22,0.13,0.59,0.38,0.03
900,0.74,0.2,0.06,0.57,0.4,0.03
910,0.62,0.25,0.13,0.52,0.42,0.06
920,0.65,0.32,0.03,0.61,0.37,0.02
930,0.63,0.3,0.07,0.51,0.49,0
940,0.78,0.15,0.07,0.62,0.38,0
950,0.62,0.27,0.11,0.63,0.34,0.03
960,0.6,0.29,0.11,0.54,0.46,0
970,0.64,0.23,0.13,0.61,0.35,0.04
980,0.84,0.11,0.05,0.56,0.43,0.01
990,0.65,0.3,0.05,0.59,0.4,0.01
1000,0.71,0.27,0.02,0.6,0.38,0.02
