Episodes,P1-Win,P1-Lose,P1-Draw,P2-Win,P2-Lose,P2-Draw
0,0.76,0.21,0.03,0.51,0.45,0.04
10,0.73,0.23,0.04,0.39,0.58,0.03
20,0.85,0.13,0.02,0.39,0.57,0.04
30,0.85,0.07,0.08,0.46,0.52,0.02
40,0.83,0.1,0.07,0.49,0.5,0.01
50,0.81,0.13,0.06,0.51,0.45,0.04
60,0.82,0.14,0.04,0.48,0.46,0.06
70,0.86,0.11,0.03,0.58,0.4,0.02
80,0.78,0.17,0.05,0.52,0.44,0.04
90,0.7,0.13,0.17,0.53,0.44,0.03
100,0.74,0.11,0.15,0.49,0.45,0.06
110,0.74,0.14,0.12,0.57,0.36,0.07
120,0.78,0.1,0.12,0.5,0.48,0.02
130,0.72,0.18,0.1,0.61,0.37,0.02
140,0.82,0.09,0.09,0.6,0.35,0.05
150,0.83,0.14,0.03,0.52,0.45,0.03
160,0.82,0.07,0.11,0.47,0.48,0.05
170,0.87,0.08,0.05,0.42,0.55,0.03
180,0.79,0.12,0.09,0.51,0.43,0.06
190,0.73,0.1,0.17,0.5,0.43,0.07
200,0.8,0.14,0.06,0.56,0.4,0.04
210,0.86,0.08,0.06,0.46,0.49,0.05
220,0.8,0.1,0.1,0.56,0.4,0.04
230,0.83,0.08,0.09,0.6,0.4,0
240,0.81,0.12,0.07,0.53,0.39,0.08
250,0.9,0.05,0.05,0.46,0.5,0.04
260,0.82,0.13,0.05,0.46,0.49,0.05
270,0.87,0.08,0.05,0.56,0.42,0.02
280,0.83,0.11,0.06,0.55,0.43,0.02
290,0.84,0.08,0.08,0.47,0.43,0.1
300,0.86,0.09,0.05,0.52,0.44,0.04
310,0.91,0.05,0.04,0.55,0.43,0.02
320,0.89,0.08,0.03,0.58,0.4,0.02
330,0.84,0.12,0.04,0.54,0.42,0.04
340,0.87,0.07,0.06,0.7,0.25,0.05
350,0.87,0.11,0.02,0.6,0.37,0.03
360,0.9,0.08,0.02,0.55,0.4,0.05
370,0.89,0.1,0.01,0.52,0.44,0.04
380,0.84,0.07,0.09,0.66,0.3,0.04
390,0.89,0.08,0.03,0.59,0.34,0.07
400,0.89,0.07,0.04,0.43,0.5,0.07
410,0.82,0.13,0.05,0.52,0.43,0.05
420,0.86,0.06,0.08,0.61,0.33,0.06
430,0.85,0.08,0.07,0.61,0.37,0.02
440,0.86,0.11,0.03,0.63,0.36,0.01
450,0.87,0.1,0.03,0.59,0.36,0.05
460,0.85,0.07,0.08,0.54,0.4,0.06
470,0.83,0.1,0.07,0.57,0.4,0.03
480,0.94,0.04,0.02,0.62,0.37,0.01
490,0.87,0.08,0.05,0.55,0.4,0.05
500,0.93,0.06,0.01,0.58,0.38,0.04
510,0.86,0.11,0.03,0.6,0.36,0.04
520,0.84,0.14,0.02,0.6,0.35,0.05
530,0.8,0.2,0,0.56,0.36,0.08
540,0.85,0.14,0.01,0.55,0.42,0.03
550,0.77,0.18,0.05,0.56,0.38,0.06
560,0.84,0.14,0.02,0.58,0.41,0.01
570,0.84,0.15,0.01,0.68,0.31,0.01
580,0.89,0.1,0.01,0.64,0.34,0.02
590,0.85,0.11,0.04,0.55,0.38,0.07
600,0.77,0.2,0.03,0.57,0.38,0.05
610,0.84,0.15,0.01,0.57,0.38,0.05
620,0.84,0.13,0.03,0.6,0.36,0.04
630,0.85,0.13,0.02,0.63,0.34,0.03
640,0.86,0.13,0.01,0.58,0.36,0.06
650,0.89,0.09,0.02,0.48,0.47,0.05
660,0.89,0.09,0.02,0.63,0.34,0.03
670,0.85,0.14,0.01,0.68,0.28,0.04
680,0.87,0.09,0.04,0.54,0.39,0.07
690,0.83,0.15,0.02,0.5,0.45,0.05
700,0.85,0.13,0.02,0.7,0.26,0.04
710,0.89,0.09,0.02,0.52,0.47,0.01
720,0.91,0.09,0,0.61,0.37,0.02
730,0.8,0.15,0.05,0.61,0.38,0.01
740,0.85,0.15,0,0.6,0.36,0.04
750,0.88,0.09,0.03,0.52,0.43,0.05
760,0.87,0.13,0,0.55,0.4,0.05
770,0.93,0.05,0.02,0.5,0.48,0.02
780,0.8,0.12,0.08,0.53,0.4,0.07
790,0.82,0.15,0.03,0.53,0.39,0.08
800,0.84,0.11,0.05,0.6,0.36,0.04
810,0.83,0.12,0.05,0.59,0.37,0.04
820,0.91,0.08,0.01,0.6,0.34,0.06
830,0.83,0.1,0.07,0.55,0.42,0.03
840,0.85,0.09,0.06,0.61,0.34,0.05
850,0.83,0.11,0.06,0.52,0.41,0.07
860,0.87,0.11,0.02,0.58,0.35,0.07
870,0.86,0.07,0.07,0.63,0.32,0.05
880,0.75,0.15,0.1,0.64,0.31,0.05
890,0.89,0.05,0.06,0.66,0.28,0.06
900,0.85,0.09,0.06,0.61,0.36,0.03
910,0.84,0.09,0.07,0.58,0.4,0.02
920,0.87,0.06,0.07,0.58,0.34,0.08
930,0.86,0.07,0.07,0.59,0.34,0.07
940,0.89,0.06,0.05,0.66,0.3,0.04
950,0.86,0.07,0.07,0.45,0.5,0.05
960,0.92,0.03,0.05,0.5,0.46,0.04
970,0.81,0.15,0.04,0.55,0.41,0.04
980,0.86,0.08,0.06,0.6,0.39,0.01
990,0.87,0.07,0.06,0.58,0.4,0.02
1000,0.87,0.07,0.06,0.51,0.46,0.03
