Episodes,P1-Win,P1-Lose,P1-Draw,P2-Win,P2-Lose,P2-Draw
0,0.74,0.2,0.06,0.53,0.45,0.02
10,0.76,0.17,0.07,0.38,0.52,0.1
20,0.82,0.1,0.08,0.31,0.67,0.02
30,0.79,0.09,0.12,0.44,0.49,0.07
40,0.76,0.15,0.09,0.43,0.44,0.13
50,0.87,0.06,0.07,0.35,0.44,0.21
60,0.8,0.07,0.13,0.44,0.5,0.06
70,0.84,0.12,0.04,0.41,0.51,0.08
80,0.92,0.04,0.04,0.57,0.4,0.03
90,0.87,0.03,0.1,0.55,0.44,0.01
100,0.88,0.08,0.04,0.58,0.39,0.03
110,0.94,0.04,0.02,0.65,0.34,0.01
120,0.82,0.13,0.05,0.66,0.29,0.05
130,0.83,0.1,0.07,0.61,0.35,0.04
140,0.88,0.1,0.02,0.53,0.46,0.01
150,0.87,0.12,0.01,0.59,0.37,0.04
160,0.89,0.09,0.02,0.58,0.41,0.01
170,0.84,0.11,0.05,0.54,0.43,0.03
180,0.9,0.05,0.05,0.61,0.36,0.03
190,0.81,0.15,0.04,0.59,0.39,0.02
200,0.88,0.11,0.01,0.63,0.34,0.03
210,0.89,0.08,0.03,0.58,0.42,0
220,0.81,0.09,0.1,0.57,0.42,0.01
230,0.81,0.05,0.14,0.59,0.4,0.01
240,0.82,0.1,0.08,0.62,0.35,0.03
250,0.85,0.07,0.08,0.5,0.47,0.03
260,0.84,0.07,0.09,0.57,0.42,0.01
270,0.89,0.05,0.06,0.61,0.36,0.03
280,0.82,0.04,0.14,0.47,0.49,0.04
290,0.88,0.04,0.08,0.66,0.33,0.01
300,0.88,0.05,0.07,0.52,0.42,0.06
310,0.91,0.03,0.06,0.47,0.49,0.04
320,0.93,0.05,0.02,0.6,0.36,0.04
330,0.92,0.06,0.02,0.61,0.35,0.04
340,0.88,0.06,0.06,0.59,0.38,0.03
350,0.93,0.03,0.04,0.56,0.36,0.08
360,0.9,0.05,0.05,0.61,0.34,0.05
370,0.84,0.1,0.06,0.52,0.46,0.02
380,0.93,0.04,0.03,0.51,0.44,0.05
390,0.9,0.07,0.03,0.47,0.51,0.02
400,0.92,0.04,0.04,0.5,0.47,0.03
410,0.87,0.04,0.09,0.57,0.39,0.04
420,0.88,0.06,0.06,0.71,0.28,0.01
430,0.93,0.06,0.01,0.57,0.4,0.03
440,0.85,0.08,0.07,0.62,0.35,0.03
450,0.92,0.05,0.03,0.59,0.39,0.02
460,0.92,0.04,0.04,0.49,0.46,0.05
470,0.87,0.08,0.05,0.7,0.3,0
480,0.88,0.09,0.03,0.63,0.37,0
490,0.88,0.09,0.03,0.6,0.38,0.02
500,0.92,0.04,0.04,0.59,0.36,0.05
510,0.88,0.1,0.02,0.58,0.38,0.04
520,0.85,0.11,0.04,0.6,0.38,0.02
530,0.86,0.1,0.04,0.64,0.34,0.02
540,0.85,0.09,0.06,0.57,0.42,0.01
550,0.89,0.09,0.02,0.64,0.32,0.04
560,0.9,0.09,0.01,0.46,0.45,0.09
570,0.82,0.14,0.04,0.57,0.41,0.02
580,0.84,0.1,0.06,0.46,0.4,0.14
590,0.93,0.03,0.04,0.46,0.46,0.08
600,0.93,0.02,0.05,0.41,0.43,0.16
610,0.88,0.07,0.05,0.4,0.46,0.14
620,0.89,0.09,0.02,0.32,0.51,0.17
630,0.88,0.11,0.01,0.47,0.46,0.07
640,0.89,0.05,0.06,0.65,0.3,0.05
650,0.9,0.06,0.04,0.55,0.45,0
660,0.87,0.07,0.06,0.55,0.43,0.02
670,0.83,0.12,0.05,0.59,0.39,0.02
680,0.9,0.06,0.04,0.63,0.36,0.01
690,0.86,0.11,0.03,0.59,0.4,0.01
700,0.88,0.09,0.03,0.64,0.36,0
710,0.85,0.08,0.07,0.54,0.42,0.04
720,0.91,0.05,0.04,0.58,0.4,0.02
730,0.9,0.03,0.07,0.62,0.37,0.01
740,0.86,0.12,0.02,0.53,0.45,0.02
750,0.9,0.04,0.06,0.59,0.35,0.06
760,0.92,0.06,0.02,0.49,0.48,0.03
770,0.82,0.12,0.06,0.53,0.45,0.02
780,0.86,0.09,0.05,0.51,0.44,0.05
790,0.91,0.07,0.02,0.58,0.39,0.03
800,0.81,0.13,0.06,0.51,0.46,0.03
810,0.89,0.08,0.03,0.57,0.38,0.05
820,0.89,0.06,0.05,0.57,0.42,0.01
830,0.88,0.12,0,0.53,0.45,0.02
840,0.89,0.07,0.04,0.66,0.33,0.01
850,0.9,0.06,0.04,0.62,0.35,0.03
860,0.9,0.06,0.04,0.62,0.33,0.05
870,0.88,0.05,0.07,0.58,0.37,0.05
880,0.85,0.09,0.06,0.57,0.36,0.07
890,0.89,0.09,0.02,0.63,0.33,0.04
900,0.89,0.05,0.06,0.54,0.42,0.04
910,0.89,0.06,0.05,0.64,0.32,0.04
920,0.87,0.05,0.08,0.55,0.44,0.01
930,0.9,0.08,0.02,0.57,0.41,0.02
940,0.83,0.09,0.08,0.62,0.36,0.02
950,0.86,0.06,0.08,0.57,0.37,0.06
960,0.84,0.11,0.05,0.63,0.35,0.02
970,0.93,0.04,0.03,0.67,0.3,0.03
980,0.91,0.02,0.07,0.64,0.35,0.01
990,0.87,0.08,0.05,0.67,0.3,0.03
1000,0.89,0.08,0.03,0.63,0.35,0.02
