Episodes,P1-Win,P1-Lose,P1-Draw,P2-Win,P2-Lose,P2-Draw
0,0.82,0.15,0.03,0.45,0.52,0.03
10,0.74,0.12,0.14,0.48,0.45,0.07
20,0.77,0.16,0.07,0.57,0.43,0
30,0.88,0.08,0.04,0.3,0.65,0.05
40,0.84,0.12,0.04,0.43,0.44,0.13
50,0.84,0.11,0.05,0.56,0.36,0.08
60,0.83,0.06,0.11,0.39,0.47,0.14
70,0.78,0.15,0.07,0.6,0.34,0.06
80,0.9,0.08,0.02,0.57,0.32,0.11
90,0.92,0.07,0.01,0.5,0.44,0.06
100,0.8,0.18,0.02,0.43,0.49,0.08
110,0.86,0.11,0.03,0.53,0.4,0.07
120,0.85,0.11,0.04,0.43,0.41,0.16
130,0.9,0.09,0.01,0.58,0.33,0.09
140,0.79,0.16,0.05,0.56,0.38,0.06
150,0.79,0.21,0,0.57,0.39,0.04
160,0.86,0.12,0.02,0.57,0.31,0.12
170,0.86,0.08,0.06,0.51,0.41,0.08
180,0.9,0.04,0.06,0.56,0.35,0.09
190,0.84,0.08,0.08,0.5,0.42,0.08
200,0.84,0.13,0.03,0.52,0.42,0.06
210,0.87,0.08,0.05,0.58,0.36,0.06
220,0.87,0.09,0.04,0.46,0.44,0.1
230,0.78,0.09,0.13,0.48,0.48,0.04
240,0.85,0.1,0.05,0.63,0.29,0.08
250,0.89,0.04,0.07,0.58,0.33,0.09
260,0.91,0.07,0.02,0.61,0.3,0.09
270,0.91,0.04,0.05,0.51,0.38,0.11
280,0.89,0.08,0.03,0.58,0.33,0.09
290,0.93,0.03,0.04,0.5,0.38,0.12
300,0.9,0.07,0.03,0.52,0.38,0.1
310,0.89,0.09,0.02,0.54,0.39,0.07
320,0.86,0.12,0.02,0.48,0.44,0.08
330,0.9,0.06,0.04,0.52,0.42,0.06
340,0.87,0.08,0.05,0.53,0.37,0.1
350,0.91,0.04,0.05,0.45,0.49,0.06
360,0.91,0.06,0.03,0.43,0.43,0.14
370,0.79,0.16,0.05,0.49,0.42,0.09
380,0.78,0.14,0.08,0.52,0.4,0.08
390,0.82,0.13,0.05,0.56,0.33,0.11
400,0.88,0.09,0.03,0.38,0.53,0.09
410,0.86,0.09,0.05,0.41,0.53,0.06
420,0.83,0.11,0.06,0.57,0.38,0.05
430,0.85,0.12,0.03,0.56,0.33,0.11
440,0.84,0.11,0.05,0.56,0.35,0.09
450,0.83,0.09,0.08,0.54,0.34,0.12
460,0.81,0.11,0.08,0.48,0.36,0.16
470,0.91,0.06,0.03,0.46,0.47,0.07
480,0.88,0.07,0.05,0.49,0.47,0.04
490,0.88,0.04,0.08,0.52,0.42,0.06
500,0.84,0.12,0.04,0.59,0.38,0.03
510,0.91,0.07,0.02,0.51,0.45,0.04
520,0.87,0.1,0.03,0.56,0.39,0.05
530,0.92,0.06,0.02,0.54,0.44,0.02
540,0.87,0.11,0.02,0.56,0.39,0.05
550,0.84,0.09,0.07,0.56,0.41,0.03
560,0.92,0.06,0.02,0.54,0.42,0.04
570,0.91,0.07,0.02,0.45,0.49,0.06
580,0.91,0.07,0.02,0.53,0.42,0.05
590,0.87,0.11,0.02,0.55,0.4,0.05
600,0.9,0.07,0.03,0.61,0.28,0.11
610,0.92,0.05,0.03,0.55,0.32,0.13
620,0.9,0.09,0.01,0.57,0.31,0.12
630,0.87,0.09,0.04,0.56,0.31,0.13
640,0.85,0.11,0.04,0.54,0.37,0.09
650,0.91,0.06,0.03,0.49,0.41,0.1
660,0.81,0.15,0.04,0.54,0.36,0.1
670,0.86,0.13,0.01,0.53,0.41,0.06
680,0.88,0.1,0.02,0.48,0.42,0.1
690,0.8,0.15,0.05,0.52,0.37,0.11
700,0.88,0.07,0.05,0.46,0.37,0.17
710,0.93,0.06,0.01,0.52,0.39,0.09
720,0.75,0.2,0.05,0.61,0.32,0.07
730,0.85,0.14,0.01,0.54,0.38,0.08
740,0.89,0.09,0.02,0.53,0.38,0.09
750,0.88,0.07,0.05,0.4,0.49,0.11
760,0.89,0.09,0.02,0.58,0.36,0.06
770,0.87,0.1,0.03,0.63,0.29,0.08
780,0.91,0.06,0.03,0.5,0.42,0.08
790,0.83,0.1,0.07,0.65,0.3,0.05
800,0.96,0.03,0.01,0.59,0.29,0.12
810,0.87,0.05,0.08,0.54,0.36,0.1
820,0.94,0.06,0,0.44,0.5,0.06
830,0.85,0.06,0.09,0.55,0.39,0.06
840,0.9,0.07,0.03,0.55,0.34,0.11
850,0.87,0.07,0.06,0.57,0.33,0.1
860,0.86,0.07,0.07,0.65,0.28,0.07
870,0.78,0.18,0.04,0.58,0.34,0.08
880,0.8,0.16,0.04,0.54,0.35,0.11
890,0.82,0.14,0.04,0.66,0.28,0.06
900,0.88,0.09,0.03,0.69,0.27,0.04
910,0.79,0.15,0.06,0.62,0.31,0.07
920,0.87,0.09,0.04,0.58,0.35,0.07
930,0.84,0.1,0.06,0.62,0.33,0.05
940,0.86,0.12,0.02,0.57,0.4,0.03
950,0.76,0.13,0.11,0.56,0.36,0.08
960,0.75,0.19,0.06,0.63,0.33,0.04
970,0.8,0.13,0.07,0.55,0.41,0.04
980,0.81,0.11,0.08,0.54,0.32,0.14
990,0.83,0.11,0.06,0.58,0.28,0.14
1000,0.85,0.08,0.07,0.53,0.37,0.1
