Episodes,P1-Win,P1-Lose,P1-Draw,P2-Win,P2-Lose,P2-Draw
0,0.85,0.12,0.03,0.39,0.55,0.06
10,0.88,0.12,0,0.66,0.29,0.05
20,0.79,0.16,0.05,0.31,0.49,0.2
30,0.87,0.1,0.03,0.56,0.32,0.12
40,0.79,0.13,0.08,0.62,0.34,0.04
50,0.79,0.09,0.12,0.58,0.35,0.07
60,0.88,0.11,0.01,0.48,0.31,0.21
70,0.83,0.09,0.08,0.52,0.41,0.07
80,0.86,0.11,0.03,0.38,0.49,0.13
90,0.87,0.09,0.04,0.5,0.45,0.05
100,0.89,0.05,0.06,0.54,0.34,0.12
110,0.88,0.07,0.05,0.53,0.42,0.05
120,0.86,0.08,0.06,0.53,0.36,0.11
130,0.86,0.08,0.06,0.61,0.34,0.05
140,0.86,0.07,0.07,0.66,0.29,0.05
150,0.89,0.06,0.05,0.6,0.3,0.1
160,0.87,0.06,0.07,0.59,0.32,0.09
170,0.83,0.13,0.04,0.62,0.37,0.01
180,0.86,0.09,0.05,0.6,0.35,0.05
190,0.94,0.05,0.01,0.53,0.39,0.08
200,0.88,0.09,0.03,0.59,0.35,0.06
210,0.89,0.03,0.08,0.55,0.37,0.08
220,0.92,0.02,0.06,0.68,0.28,0.04
230,0.8,0.1,0.1,0.55,0.34,0.11
240,0.8,0.1,0.1,0.6,0.35,0.05
250,0.88,0.07,0.05,0.57,0.37,0.06
260,0.81,0.15,0.04,0.65,0.3,0.05
270,0.9,0.06,0.04,0.66,0.29,0.05
280,0.85,0.07,0.08,0.57,0.34,0.09
290,0.9,0.03,0.07,0.55,0.33,0.12
300,0.88,0.09,0.03,0.57,0.36,0.07
310,0.9,0.07,0.03,0.52,0.37,0.11
320,0.89,0.07,0.04,0.51,0.35,0.14
330,0.9,0.07,0.03,0.5,0.36,0.14
340,0.87,0.11,0.02,0.57,0.28,0.15
350,0.9,0.07,0.03,0.5,0.38,0.12
360,0.87,0.09,0.04,0.62,0.26,0.12
370,0.93,0.05,0.02,0.55,0.38,0.07
380,0.91,0.08,0.01,0.59,0.31,0.1
390,0.91,0.04,0.05,0.6,0.27,0.13
400,0.88,0.09,0.03,0.67,0.24,0.09
410,0.93,0.02,0.05,0.59,0.32,0.09
420,0.85,0.06,0.09,0.54,0.4,0.06
430,0.91,0.04,0.05,0.66,0.25,0.09
440,0.87,0.07,0.06,0.62,0.3,0.08
450,0.82,0.11,0.07,0.59,0.3,0.11
460,0.89,0.04,0.07,0.57,0.31,0.12
470,0.89,0.05,0.06,0.63,0.31,0.06
480,0.85,0.06,0.09,0.65,0.28,0.07
490,0.89,0.08,0.03,0.61,0.32,0.07
500,0.9,0.04,0.06,0.55,0.43,0.02
510,0.89,0.07,0.04,0.65,0.24,0.11
520,0.9,0.05,0.05,0.56,0.35,0.09
530,0.95,0.03,0.02,0.49,0.36,0.15
540,0.92,0.05,0.03,0.57,0.33,0.1
550,0.83,0.08,0.09,0.61,0.33,0.06
560,0.91,0.05,0.04,0.59,0.32,0.09
570,0.84,0.12,0.04,0.64,0.3,0.06
580,0.93,0.04,0.03,0.55,0.4,0.05
590,0.83,0.09,0.08,0.6,0.33,0.07
600,0.85,0.07,0.08,0.45,0.47,0.08
610,0.91,0.03,0.06,0.62,0.36,0.02
620,0.87,0.08,0.05,0.5,0.4,0.1
630,0.93,0.05,0.02,0.63,0.33,0.04
640,0.91,0.02,0.07,0.63,0.33,0.04
650,0.85,0.07,0.08,0.54,0.33,0.13
660,0.9,0.06,0.04,0.56,0.31,0.13
670,0.86,0.09,0.05,0.63,0.3,0.07
680,0.85,0.09,0.06,0.63,0.26,0.11
690,0.89,0.09,0.02,0.6,0.34,0.06
700,0.89,0.07,0.04,0.6,0.33,0.07
710,0.89,0.07,0.04,0.58,0.33,0.09
720,0.91,0.04,0.05,0.58,0.28,0.14
730,0.96,0.03,0.01,0.61,0.3,0.09
740,0.9,0.07,0.03,0.62,0.33,0.05
750,0.91,0.04,0.05,0.51,0.39,0.1
760,0.94,0.03,0.03,0.51,0.36,0.13
770,0.91,0.05,0.04,0.51,0.37,0.12
780,0.95,0.02,0.03,0.66,0.27,0.07
790,0.89,0.08,0.03,0.62,0.32,0.06
800,0.96,0.02,0.02,0.63,0.31,0.06
810,0.9,0.08,0.02,0.66,0.26,0.08
820,0.89,0.08,0.03,0.54,0.34,0.12
830,0.92,0.06,0.02,0.58,0.37,0.05
840,0.83,0.12,0.05,0.5,0.4,0.1
850,0.89,0.07,0.04,0.64,0.23,0.13
860,0.84,0.07,0.09,0.66,0.26,0.08
870,0.85,0.05,0.1,0.57,0.31,0.12
880,0.89,0.08,0.03,0.64,0.28,0.08
890,0.9,0.07,0.03,0.65,0.3,0.05
900,0.87,0.11,0.02,0.65,0.3,0.05
910,0.84,0.12,0.04,0.61,0.31,0.08
920,0.89,0.07,0.04,0.58,0.33,0.09
930,0.85,0.07,0.08,0.58,0.36,0.06
940,0.95,0.05,0,0.5,0.4,0.1
950,0.86,0.1,0.04,0.59,0.35,0.06
960,0.87,0.09,0.04,0.57,0.35,0.08
970,0.87,0.1,0.03,0.56,0.36,0.08
980,0.88,0.11,0.01,0.62,0.33,0.05
990,0.89,0.09,0.02,0.63,0.33,0.04
1000,0.91,0.05,0.04,0.61,0.31,0.08
