Episodes,P1-Win,P1-Lose,P1-Draw,P2-Win,P2-Lose,P2-Draw
0,0.76,0.2,0.04,0.37,0.59,0.04
10,0.67,0.26,0.07,0.52,0.37,0.11
20,0.73,0.15,0.12,0.57,0.42,0.01
30,0.8,0.11,0.09,0.51,0.4,0.09
40,0.85,0.09,0.06,0.58,0.38,0.04
50,0.86,0.04,0.1,0.47,0.46,0.07
60,0.75,0.13,0.12,0.51,0.47,0.02
70,0.83,0.13,0.04,0.58,0.4,0.02
80,0.86,0.1,0.04,0.54,0.41,0.05
90,0.81,0.13,0.06,0.59,0.38,0.03
100,0.84,0.12,0.04,0.6,0.36,0.04
110,0.78,0.16,0.06,0.6,0.34,0.06
120,0.86,0.09,0.05,0.62,0.33,0.05
130,0.78,0.17,0.05,0.55,0.35,0.1
140,0.88,0.06,0.06,0.48,0.43,0.09
150,0.7,0.25,0.05,0.57,0.33,0.1
160,0.82,0.09,0.09,0.57,0.31,0.12
170,0.84,0.14,0.02,0.65,0.31,0.04
180,0.91,0.05,0.04,0.53,0.34,0.13
190,0.79,0.14,0.07,0.53,0.37,0.1
200,0.81,0.13,0.06,0.65,0.29,0.06
210,0.8,0.17,0.03,0.53,0.34,0.13
220,0.82,0.14,0.04,0.61,0.27,0.12
230,0.83,0.08,0.09,0.52,0.32,0.16
240,0.86,0.12,0.02,0.56,0.34,0.1
250,0.74,0.19,0.07,0.6,0.33,0.07
260,0.88,0.1,0.02,0.6,0.31,0.09
270,0.88,0.11,0.01,0.63,0.24,0.13
280,0.79,0.16,0.05,0.63,0.23,0.14
290,0.75,0.15,0.1,0.62,0.27,0.11
300,0.78,0.16,0.06,0.55,0.42,0.03
310,0.92,0.07,0.01,0.58,0.33,0.09
320,0.91,0.07,0.02,0.59,0.3,0.11
330,0.92,0.07,0.01,0.63,0.28,0.09
340,0.9,0.07,0.03,0.57,0.3,0.13
350,0.86,0.14,0,0.64,0.28,0.08
360,0.87,0.1,0.03,0.63,0.29,0.08
370,0.89,0.08,0.03,0.62,0.3,0.08
380,0.87,0.1,0.03,0.59,0.31,0.1
390,0.82,0.09,0.09,0.55,0.33,0.12
400,0.9,0.05,0.05,0.58,0.29,0.13
410,0.84,0.11,0.05,0.62,0.29,0.09
420,0.85,0.11,0.04,0.61,0.3,0.09
430,0.92,0.08,0,0.6,0.35,0.05
440,0.86,0.08,0.06,0.65,0.3,0.05
450,0.85,0.14,0.01,0.54,0.36,0.1
460,0.82,0.11,0.07,0.6,0.3,0.1
470,0.84,0.1,0.06,0.61,0.28,0.11
480,0.83,0.09,0.08,0.53,0.38,0.09
490,0.91,0.08,0.01,0.63,0.33,0.04
500,0.9,0.05,0.05,0.64,0.28,0.08
510,0.89,0.09,0.02,0.7,0.24,0.06
520,0.9,0.07,0.03,0.6,0.27,0.13
530,0.88,0.1,0.02,0.56,0.33,0.11
540,0.87,0.02,0.11,0.6,0.36,0.04
550,0.86,0.07,0.07,0.68,0.22,0.1
560,0.93,0.05,0.02,0.6,0.3,0.1
570,0.88,0.06,0.06,0.49,0.39,0.12
580,0.82,0.14,0.04,0.69,0.23,0.08
590,0.86,0.12,0.02,0.59,0.31,0.1
600,0.93,0.06,0.01,0.52,0.31,0.17
610,0.87,0.11,0.02,0.65,0.31,0.04
620,0.88,0.08,0.04,0.59,0.31,0.1
630,0.88,0.09,0.03,0.6,0.34,0.06
640,0.88,0.09,0.03,0.64,0.29,0.07
650,0.88,0.11,0.01,0.61,0.31,0.08
660,0.82,0.11,0.07,0.55,0.37,0.08
670,0.84,0.14,0.02,0.53,0.39,0.08
680,0.91,0.08,0.01,0.67,0.29,0.04
690,0.79,0.17,0.04,0.43,0.48,0.09
700,0.83,0.11,0.06,0.63,0.34,0.03
710,0.84,0.13,0.03,0.61,0.29,0.1
720,0.81,0.14,0.05,0.62,0.33,0.05
730,0.86,0.11,0.03,0.49,0.39,0.12
740,0.85,0.1,0.05,0.59,0.32,0.09
750,0.88,0.1,0.02,0.55,0.4,0.05
760,0.8,0.12,0.08,0.61,0.29,0.1
770,0.77,0.14,0.09,0.58,0.28,0.14
780,0.79,0.12,0.09,0.44,0.43,0.13
790,0.86,0.1,0.04,0.58,0.28,0.14
800,0.96,0.02,0.02,0.63,0.29,0.08
810,0.81,0.11,0.08,0.59,0.3,0.11
820,0.82,0.15,0.03,0.64,0.31,0.05
830,0.79,0.2,0.01,0.53,0.39,0.08
840,0.81,0.12,0.07,0.61,0.36,0.03
850,0.77,0.19,0.04,0.63,0.31,0.06
860,0.83,0.15,0.02,0.67,0.22,0.11
870,0.85,0.12,0.03,0.55,0.37,0.08
880,0.9,0.07,0.03,0.63,0.3,0.07
890,0.89,0.07,0.04,0.56,0.38,0.06
900,0.81,0.16,0.03,0.7,0.27,0.03
910,0.86,0.11,0.03,0.54,0.32,0.14
920,0.83,0.13,0.04,0.59,0.31,0.1
930,0.87,0.13,0,0.64,0.29,0.07
940,0.87,0.12,0.01,0.46,0.47,0.07
950,0.77,0.22,0.01,0.58,0.35,0.07
960,0.77,0.2,0.03,0.61,0.3,0.09
970,0.81,0.17,0.02,0.64,0.26,0.1
980,0.8,0.18,0.02,0.47,0.36,0.17
990,0.85,0.1,0.05,0.67,0.27,0.06
1000,0.82,0.14,0.04,0.64,0.26,0.1
