Episodes,P1-Win,P1-Lose,P1-Draw,P2-Win,P2-Lose,P2-Draw
0,0.84,0.13,0.03,0.45,0.52,0.03
10,0.87,0.09,0.04,0.07,0.75,0.18
20,0.88,0.06,0.06,0.16,0.67,0.17
30,0.88,0.05,0.07,0.4,0.51,0.09
40,0.88,0.04,0.08,0.34,0.59,0.07
50,0.87,0.08,0.05,0.45,0.47,0.08
60,0.89,0.04,0.07,0.56,0.42,0.02
70,0.87,0.04,0.09,0.53,0.43,0.04
80,0.84,0.07,0.09,0.51,0.46,0.03
90,0.89,0.06,0.05,0.48,0.33,0.19
100,0.76,0.19,0.05,0.5,0.45,0.05
110,0.6,0.25,0.15,0.48,0.41,0.11
120,0.86,0.1,0.04,0.54,0.39,0.07
130,0.87,0.06,0.07,0.55,0.33,0.12
140,0.79,0.18,0.03,0.58,0.32,0.1
150,0.91,0.05,0.04,0.7,0.22,0.08
160,0.83,0.13,0.04,0.44,0.45,0.11
170,0.82,0.13,0.05,0.52,0.39,0.09
180,0.89,0.04,0.07,0.6,0.31,0.09
190,0.77,0.15,0.08,0.55,0.39,0.06
200,0.9,0.08,0.02,0.6,0.25,0.15
210,0.84,0.11,0.05,0.57,0.4,0.03
220,0.87,0.09,0.04,0.53,0.42,0.05
230,0.87,0.12,0.01,0.54,0.38,0.08
240,0.85,0.12,0.03,0.6,0.33,0.07
250,0.85,0.06,0.09,0.6,0.34,0.06
260,0.9,0.06,0.04,0.72,0.21,0.07
270,0.91,0.03,0.06,0.64,0.28,0.08
280,0.81,0.04,0.15,0.54,0.35,0.11
290,0.88,0.04,0.08,0.62,0.28,0.1
300,0.84,0,0.16,0.58,0.35,0.07
310,0.9,0.08,0.02,0.48,0.46,0.06
320,0.82,0.06,0.12,0.62,0.32,0.06
330,0.84,0.05,0.11,0.61,0.31,0.08
340,0.83,0.08,0.09,0.54,0.42,0.04
350,0.9,0.07,0.03,0.53,0.42,0.05
360,0.84,0.08,0.08,0.64,0.32,0.04
370,0.84,0.04,0.12,0.59,0.31,0.1
380,0.85,0.05,0.1,0.56,0.36,0.08
390,0.9,0.04,0.06,0.59,0.35,0.06
400,0.86,0.09,0.05,0.57,0.31,0.12
410,0.9,0.07,0.03,0.64,0.27,0.09
420,0.87,0.06,0.07,0.58,0.3,0.12
430,0.89,0.05,0.06,0.61,0.3,0.09
440,0.86,0,0.14,0.54,0.38,0.08
450,0.85,0.06,0.09,0.56,0.39,0.05
460,0.83,0.07,0.1,0.57,0.26,0.17
470,0.91,0.05,0.04,0.47,0.46,0.07
480,0.91,0.05,0.04,0.58,0.35,0.07
490,0.87,0.07,0.06,0.56,0.35,0.09
500,0.84,0.07,0.09,0.59,0.35,0.06
510,0.87,0.03,0.1,0.53,0.34,0.13
520,0.87,0.06,0.07,0.48,0.4,0.12
530,0.9,0.05,0.05,0.52,0.37,0.11
540,0.84,0.08,0.08,0.51,0.35,0.14
550,0.87,0.06,0.07,0.59,0.34,0.07
560,0.87,0.04,0.09,0.58,0.36,0.06
570,0.87,0.05,0.08,0.54,0.41,0.05
580,0.87,0.08,0.05,0.55,0.32,0.13
590,0.82,0.08,0.1,0.57,0.33,0.1
600,0.87,0.06,0.07,0.56,0.33,0.11
610,0.88,0.07,0.05,0.52,0.45,0.03
620,0.82,0.06,0.12,0.57,0.34,0.09
630,0.87,0.04,0.09,0.62,0.26,0.12
640,0.86,0.08,0.06,0.6,0.33,0.07
650,0.82,0.09,0.09,0.61,0.34,0.05
660,0.94,0.01,0.05,0.64,0.26,0.1
670,0.9,0.05,0.05,0.6,0.31,0.09
680,0.86,0.08,0.06,0.62,0.32,0.06
690,0.92,0.03,0.05,0.64,0.3,0.06
700,0.85,0.06,0.09,0.6,0.34,0.06
710,0.87,0.07,0.06,0.62,0.32,0.06
720,0.84,0.03,0.13,0.55,0.35,0.1
730,0.83,0.05,0.12,0.54,0.35,0.11
740,0.87,0.03,0.1,0.48,0.4,0.12
750,0.9,0.07,0.03,0.6,0.32,0.08
760,0.85,0.08,0.07,0.62,0.29,0.09
770,0.81,0.08,0.11,0.59,0.32,0.09
780,0.89,0.05,0.06,0.62,0.33,0.05
790,0.85,0.11,0.04,0.59,0.31,0.1
800,0.88,0.06,0.06,0.62,0.29,0.09
810,0.88,0.06,0.06,0.62,0.26,0.12
820,0.84,0.08,0.08,0.62,0.32,0.06
830,0.85,0.05,0.1,0.53,0.33,0.14
840,0.91,0.03,0.06,0.57,0.31,0.12
850,0.89,0.04,0.07,0.62,0.28,0.1
860,0.9,0.03,0.07,0.62,0.31,0.07
870,0.86,0.08,0.06,0.56,0.34,0.1
880,0.91,0.01,0.08,0.64,0.33,0.03
890,0.88,0.05,0.07,0.61,0.3,0.09
900,0.83,0.11,0.06,0.53,0.36,0.11
910,0.8,0.13,0.07,0.55,0.36,0.09
920,0.87,0.08,0.05,0.55,0.27,0.18
930,0.87,0.09,0.04,0.6,0.29,0.11
940,0.88,0.06,0.06,0.62,0.28,0.1
950,0.78,0.14,0.08,0.61,0.35,0.04
960,0.84,0.1,0.06,0.59,0.31,0.1
970,0.81,0.06,0.13,0.55,0.35,0.1
980,0.89,0.05,0.06,0.66,0.27,0.07
990,0.87,0.08,0.05,0.63,0.31,0.06
1000,0.85,0.06,0.09,0.58,0.32,0.1
