Episodes,P1-Win,P1-Lose,P1-Draw,P2-Win,P2-Lose,P2-Draw
0,0.79,0.18,0.03,0.42,0.56,0.02
10,0.9,0.09,0.01,0.17,0.82,0.01
20,0.85,0.09,0.06,0.27,0.71,0.02
30,0.92,0.06,0.02,0.41,0.49,0.1
40,0.93,0.04,0.03,0.4,0.56,0.04
50,0.84,0.13,0.03,0.41,0.55,0.04
60,0.87,0.09,0.04,0.51,0.42,0.07
70,0.92,0.08,0,0.54,0.42,0.04
80,0.95,0.02,0.03,0.51,0.44,0.05
90,0.87,0.1,0.03,0.51,0.48,0.01
100,0.85,0.07,0.08,0.44,0.5,0.06
110,0.85,0.13,0.02,0.52,0.45,0.03
120,0.9,0.06,0.04,0.4,0.54,0.06
130,0.92,0.05,0.03,0.45,0.52,0.03
140,0.84,0.12,0.04,0.56,0.44,0
150,0.89,0.03,0.08,0.54,0.43,0.03
160,0.86,0.05,0.09,0.5,0.47,0.03
170,0.78,0.18,0.04,0.41,0.53,0.06
180,0.81,0.09,0.1,0.39,0.59,0.02
190,0.8,0.12,0.08,0.47,0.52,0.01
200,0.72,0.19,0.09,0.59,0.4,0.01
210,0.84,0.12,0.04,0.49,0.5,0.01
220,0.8,0.15,0.05,0.6,0.39,0.01
230,0.83,0.09,0.08,0.46,0.53,0.01
240,0.83,0.1,0.07,0.47,0.5,0.03
250,0.84,0.09,0.07,0.54,0.46,0
260,0.83,0.05,0.12,0.46,0.5,0.04
270,0.81,0.13,0.06,0.41,0.59,0
280,0.83,0.1,0.07,0.45,0.54,0.01
290,0.83,0.12,0.05,0.46,0.53,0.01
300,0.86,0.08,0.06,0.5,0.5,0
310,0.83,0.08,0.09,0.6,0.4,0
320,0.81,0.11,0.08,0.47,0.51,0.02
330,0.86,0.05,0.09,0.48,0.49,0.03
340,0.81,0.1,0.09,0.52,0.48,0
350,0.86,0.11,0.03,0.51,0.48,0.01
360,0.91,0.03,0.06,0.59,0.38,0.03
370,0.83,0.12,0.05,0.6,0.36,0.04
380,0.87,0.09,0.04,0.42,0.56,0.02
390,0.84,0.11,0.05,0.44,0.52,0.04
400,0.88,0.08,0.04,0.35,0.63,0.02
410,0.87,0.06,0.07,0.57,0.42,0.01
420,0.84,0.1,0.06,0.49,0.5,0.01
430,0.86,0.11,0.03,0.43,0.54,0.03
440,0.95,0.03,0.02,0.44,0.55,0.01
450,0.81,0.14,0.05,0.51,0.45,0.04
460,0.91,0.06,0.03,0.52,0.45,0.03
470,0.9,0.08,0.02,0.49,0.48,0.03
480,0.88,0.11,0.01,0.45,0.51,0.04
490,0.85,0.13,0.02,0.4,0.57,0.03
500,0.89,0.08,0.03,0.44,0.51,0.05
510,0.92,0.07,0.01,0.52,0.46,0.02
520,0.92,0.06,0.02,0.39,0.55,0.06
530,0.87,0.1,0.03,0.42,0.56,0.02
540,0.91,0.08,0.01,0.57,0.4,0.03
550,0.9,0.06,0.04,0.53,0.46,0.01
560,0.92,0.05,0.03,0.43,0.57,0
570,0.92,0.06,0.02,0.43,0.56,0.01
580,0.93,0.03,0.04,0.49,0.49,0.02
590,0.91,0.07,0.02,0.51,0.48,0.01
600,0.9,0.07,0.03,0.53,0.46,0.01
610,0.83,0.14,0.03,0.44,0.55,0.01
620,0.89,0.09,0.02,0.58,0.4,0.02
630,0.86,0.11,0.03,0.55,0.41,0.04
640,0.9,0.06,0.04,0.52,0.46,0.02
650,0.94,0.04,0.02,0.46,0.52,0.02
660,0.85,0.12,0.03,0.57,0.42,0.01
670,0.85,0.14,0.01,0.54,0.45,0.01
680,0.83,0.14,0.03,0.54,0.46,0
690,0.86,0.12,0.02,0.54,0.44,0.02
700,0.91,0.09,0,0.62,0.38,0
710,0.86,0.07,0.07,0.59,0.39,0.02
720,0.87,0.09,0.04,0.56,0.43,0.01
730,0.81,0.13,0.06,0.64,0.36,0
740,0.85,0.1,0.05,0.55,0.43,0.02
750,0.83,0.1,0.07,0.61,0.39,0
760,0.79,0.15,0.06,0.61,0.39,0
770,0.91,0.05,0.04,0.66,0.31,0.03
780,0.89,0.05,0.06,0.49,0.47,0.04
790,0.89,0.07,0.04,0.53,0.47,0
800,0.87,0.07,0.06,0.61,0.34,0.05
810,0.87,0.08,0.05,0.66,0.33,0.01
820,0.88,0.12,0,0.49,0.48,0.03
830,0.92,0.06,0.02,0.52,0.46,0.02
840,0.85,0.11,0.04,0.51,0.47,0.02
850,0.82,0.11,0.07,0.48,0.52,0
860,0.81,0.14,0.05,0.53,0.47,0
870,0.81,0.06,0.13,0.6,0.39,0.01
880,0.85,0.11,0.04,0.56,0.43,0.01
890,0.89,0.08,0.03,0.45,0.55,0
900,0.85,0.11,0.04,0.53,0.45,0.02
910,0.88,0.08,0.04,0.45,0.53,0.02
920,0.82,0.11,0.07,0.51,0.47,0.02
930,0.87,0.07,0.06,0.54,0.43,0.03
940,0.87,0.04,0.09,0.55,0.42,0.03
950,0.79,0.14,0.07,0.59,0.37,0.04
960,0.9,0.05,0.05,0.61,0.37,0.02
970,0.82,0.08,0.1,0.67,0.33,0
980,0.9,0.08,0.02,0.52,0.46,0.02
990,0.82,0.11,0.07,0.5,0.48,0.02
1000,0.87,0.09,0.04,0.62,0.38,0
