Episodes,P1-Win,P1-Lose,P1-Draw,P2-Win,P2-Lose,P2-Draw
0,0.75,0.2,0.05,0.52,0.47,0.01
10,0.81,0.12,0.07,0.12,0.8,0.08
20,0.86,0.1,0.04,0.26,0.69,0.05
30,0.95,0.03,0.02,0.51,0.49,0
40,0.92,0.08,0,0.42,0.56,0.02
50,0.88,0.09,0.03,0.53,0.46,0.01
60,0.82,0.13,0.05,0.48,0.44,0.08
70,0.89,0.08,0.03,0.42,0.49,0.09
80,0.87,0.08,0.05,0.44,0.44,0.12
90,0.87,0.11,0.02,0.6,0.37,0.03
100,0.89,0.08,0.03,0.49,0.48,0.03
110,0.81,0.13,0.06,0.58,0.4,0.02
120,0.87,0.08,0.05,0.52,0.41,0.07
130,0.87,0.06,0.07,0.5,0.44,0.06
140,0.89,0.08,0.03,0.53,0.37,0.1
150,0.94,0.02,0.04,0.47,0.45,0.08
160,0.91,0.01,0.08,0.6,0.35,0.05
170,0.93,0.05,0.02,0.46,0.42,0.12
180,0.91,0.04,0.05,0.45,0.51,0.04
190,0.89,0.05,0.06,0.58,0.39,0.03
200,0.82,0.05,0.13,0.49,0.44,0.07
210,0.87,0.06,0.07,0.54,0.43,0.03
220,0.9,0.06,0.04,0.6,0.35,0.05
230,0.84,0.12,0.04,0.52,0.44,0.04
240,0.82,0.1,0.08,0.49,0.46,0.05
250,0.9,0.06,0.04,0.49,0.44,0.07
260,0.82,0.06,0.12,0.49,0.48,0.03
270,0.86,0.08,0.06,0.48,0.49,0.03
280,0.77,0.17,0.06,0.53,0.45,0.02
290,0.76,0.12,0.12,0.62,0.32,0.06
300,0.79,0.13,0.08,0.68,0.28,0.04
310,0.86,0.1,0.04,0.58,0.36,0.06
320,0.84,0.07,0.09,0.63,0.34,0.03
330,0.76,0.16,0.08,0.57,0.4,0.03
340,0.74,0.13,0.13,0.6,0.33,0.07
350,0.79,0.12,0.09,0.57,0.36,0.07
360,0.72,0.16,0.12,0.59,0.31,0.1
370,0.73,0.15,0.12,0.59,0.39,0.02
380,0.73,0.14,0.13,0.53,0.45,0.02
390,0.72,0.14,0.14,0.51,0.48,0.01
400,0.73,0.17,0.1,0.58,0.34,0.08
410,0.81,0.09,0.1,0.57,0.41,0.02
420,0.82,0.11,0.07,0.63,0.32,0.05
430,0.78,0.13,0.09,0.61,0.36,0.03
440,0.81,0.13,0.06,0.56,0.36,0.08
450,0.85,0.1,0.05,0.46,0.47,0.07
460,0.81,0.15,0.04,0.55,0.38,0.07
470,0.81,0.15,0.04,0.39,0.53,0.08
480,0.88,0.1,0.02,0.4,0.51,0.09
490,0.82,0.12,0.06,0.48,0.49,0.03
500,0.83,0.09,0.08,0.54,0.46,0
510,0.87,0.08,0.05,0.47,0.53,0
520,0.89,0.07,0.04,0.33,0.61,0.06
530,0.85,0.11,0.04,0.47,0.46,0.07
540,0.89,0.08,0.03,0.45,0.49,0.06
550,0.83,0.1,0.07,0.44,0.54,0.02
560,0.8,0.15,0.05,0.47,0.48,0.05
570,0.87,0.1,0.03,0.4,0.56,0.04
580,0.85,0.09,0.06,0.46,0.52,0.02
590,0.8,0.11,0.09,0.49,0.5,0.01
600,0.84,0.11,0.05,0.51,0.48,0.01
610,0.89,0.09,0.02,0.58,0.4,0.02
620,0.9,0.07,0.03,0.55,0.45,0
630,0.88,0.09,0.03,0.47,0.5,0.03
640,0.85,0.1,0.05,0.55,0.42,0.03
650,0.84,0.13,0.03,0.58,0.41,0.01
660,0.88,0.1,0.02,0.53,0.45,0.02
670,0.89,0.08,0.03,0.65,0.32,0.03
680,0.93,0.05,0.02,0.49,0.47,0.04
690,0.94,0.05,0.01,0.59,0.35,0.06
700,0.9,0.09,0.01,0.63,0.34,0.03
710,0.83,0.11,0.06,0.57,0.35,0.08
720,0.88,0.08,0.04,0.58,0.35,0.07
730,0.9,0.07,0.03,0.63,0.34,0.03
740,0.87,0.11,0.02,0.58,0.39,0.03
750,0.91,0.05,0.04,0.65,0.31,0.04
760,0.87,0.09,0.04,0.49,0.46,0.05
770,0.9,0.04,0.06,0.54,0.4,0.06
780,0.87,0.1,0.03,0.48,0.49,0.03
790,0.89,0.1,0.01,0.62,0.37,0.01
800,0.87,0.11,0.02,0.61,0.33,0.06
810,0.89,0.05,0.06,0.66,0.3,0.04
820,0.92,0.06,0.02,0.56,0.44,0
830,0.82,0.15,0.03,0.67,0.32,0.01
840,0.93,0.07,0,0.5,0.49,0.01
850,0.87,0.05,0.08,0.56,0.41,0.03
860,0.86,0.11,0.03,0.6,0.4,0
870,0.92,0.03,0.05,0.54,0.43,0.03
880,0.9,0.08,0.02,0.51,0.44,0.05
890,0.91,0.06,0.03,0.59,0.35,0.06
900,0.84,0.12,0.04,0.58,0.37,0.05
910,0.9,0.06,0.04,0.63,0.32,0.05
920,0.85,0.12,0.03,0.67,0.29,0.04
930,0.82,0.16,0.02,0.57,0.43,0
940,0.89,0.06,0.05,0.66,0.32,0.02
950,0.91,0.05,0.04,0.57,0.43,0
960,0.92,0.05,0.03,0.64,0.35,0.01
970,0.83,0.13,0.04,0.64,0.34,0.02
980,0.93,0.07,0,0.53,0.41,0.06
990,0.94,0.05,0.01,0.61,0.34,0.05
1000,0.89,0.11,0,0.64,0.35,0.01
