Episodes,P1-Win,P1-Lose,P1-Draw,P2-Win,P2-Lose,P2-Draw
0,0.77,0.16,0.07,0.45,0.52,0.03
10,0.56,0.34,0.1,0.52,0.41,0.07
20,0.78,0.14,0.08,0.31,0.67,0.02
30,0.83,0.15,0.02,0.3,0.68,0.02
40,0.82,0.15,0.03,0.29,0.66,0.05
50,0.89,0.1,0.01,0.5,0.5,0
60,0.78,0.14,0.08,0.44,0.53,0.03
70,0.92,0.07,0.01,0.43,0.53,0.04
80,0.77,0.12,0.11,0.53,0.45,0.02
90,0.79,0.13,0.08,0.46,0.49,0.05
100,0.78,0.11,0.11,0.52,0.4,0.08
110,0.8,0.1,0.1,0.44,0.53,0.03
120,0.76,0.11,0.13,0.51,0.45,0.04
130,0.9,0.06,0.04,0.49,0.47,0.04
140,0.94,0.03,0.03,0.57,0.42,0.01
150,0.88,0.04,0.08,0.47,0.5,0.03
160,0.78,0.11,0.11,0.55,0.42,0.03
170,0.89,0.07,0.04,0.48,0.49,0.03
180,0.85,0.07,0.08,0.57,0.42,0.01
190,0.91,0.03,0.06,0.51,0.45,0.04
200,0.88,0.02,0.1,0.53,0.44,0.03
210,0.78,0.11,0.11,0.49,0.5,0.01
220,0.87,0.05,0.08,0.58,0.41,0.01
230,0.83,0.04,0.13,0.58,0.41,0.01
240,0.85,0.11,0.04,0.46,0.52,0.02
250,0.83,0.11,0.06,0.46,0.53,0.01
260,0.86,0.07,0.07,0.57,0.41,0.02
270,0.89,0.05,0.06,0.46,0.45,0.09
280,0.87,0.07,0.06,0.5,0.46,0.04
290,0.85,0.09,0.06,0.44,0.52,0.04
300,0.86,0.08,0.06,0.47,0.49,0.04
310,0.86,0.07,0.07,0.52,0.47,0.01
320,0.8,0.09,0.11,0.5,0.49,0.01
330,0.88,0.05,0.07,0.42,0.58,0
340,0.84,0.08,0.08,0.59,0.4,0.01
350,0.87,0.07,0.06,0.62,0.38,0
360,0.81,0.11,0.08,0.51,0.45,0.04
370,0.84,0.09,0.07,0.53,0.45,0.02
380,0.88,0.05,0.07,0.63,0.36,0.01
390,0.87,0.1,0.03,0.47,0.5,0.03
400,0.89,0.06,0.05,0.56,0.43,0.01
410,0.87,0.07,0.06,0.53,0.41,0.06
420,0.88,0.06,0.06,0.56,0.41,0.03
430,0.92,0.05,0.03,0.49,0.48,0.03
440,0.86,0.1,0.04,0.56,0.41,0.03
450,0.86,0.08,0.06,0.6,0.4,0
460,0.89,0.06,0.05,0.52,0.47,0.01
470,0.84,0.12,0.04,0.56,0.4,0.04
480,0.95,0.03,0.02,0.53,0.45,0.02
490,0.88,0.09,0.03,0.56,0.44,0
500,0.89,0.06,0.05,0.51,0.49,0
510,0.91,0.04,0.05,0.48,0.5,0.02
520,0.89,0.07,0.04,0.58,0.41,0.01
530,0.9,0.03,0.07,0.56,0.34,0.1
540,0.89,0.09,0.02,0.59,0.37,0.04
550,0.9,0.09,0.01,0.45,0.5,0.05
560,0.92,0.04,0.04,0.46,0.49,0.05
570,0.88,0.1,0.02,0.54,0.44,0.02
580,0.93,0.06,0.01,0.51,0.4,0.09
590,0.85,0.13,0.02,0.53,0.39,0.08
600,0.87,0.1,0.03,0.51,0.45,0.04
610,0.94,0.06,0,0.6,0.39,0.01
620,0.94,0.05,0.01,0.53,0.44,0.03
630,0.89,0.08,0.03,0.58,0.41,0.01
640,0.86,0.11,0.03,0.54,0.46,0
650,0.85,0.11,0.04,0.6,0.34,0.06
660,0.88,0.06,0.06,0.6,0.36,0.04
670,0.91,0.08,0.01,0.53,0.45,0.02
680,0.86,0.1,0.04,0.55,0.42,0.03
690,0.9,0.08,0.02,0.49,0.48,0.03
700,0.9,0.08,0.02,0.54,0.41,0.05
710,0.86,0.1,0.04,0.57,0.42,0.01
720,0.89,0.06,0.05,0.71,0.28,0.01
730,0.84,0.12,0.04,0.49,0.47,0.04
740,0.89,0.09,0.02,0.58,0.4,0.02
750,0.91,0.03,0.06,0.52,0.41,0.07
760,0.84,0.12,0.04,0.52,0.46,0.02
770,0.87,0.11,0.02,0.55,0.41,0.04
780,0.81,0.14,0.05,0.59,0.3,0.11
790,0.82,0.14,0.04,0.51,0.4,0.09
800,0.93,0.04,0.03,0.56,0.42,0.02
810,0.85,0.12,0.03,0.59,0.39,0.02
820,0.93,0.04,0.03,0.52,0.43,0.05
830,0.93,0.06,0.01,0.62,0.36,0.02
840,0.91,0.06,0.03,0.53,0.39,0.08
850,0.89,0.07,0.04,0.49,0.48,0.03
860,0.92,0.06,0.02,0.52,0.46,0.02
870,0.87,0.13,0,0.58,0.41,0.01
880,0.86,0.1,0.04,0.65,0.3,0.05
890,0.84,0.13,0.03,0.59,0.35,0.06
900,0.84,0.07,0.09,0.56,0.38,0.06
910,0.86,0.09,0.05,0.51,0.44,0.05
920,0.86,0.11,0.03,0.63,0.28,0.09
930,0.83,0.1,0.07,0.57,0.43,0
940,0.89,0.08,0.03,0.62,0.37,0.01
950,0.88,0.08,0.04,0.58,0.38,0.04
960,0.82,0.13,0.05,0.57,0.41,0.02
970,0.86,0.11,0.03,0.6,0.35,0.05
980,0.92,0.05,0.03,0.49,0.47,0.04
990,0.86,0.1,0.04,0.68,0.29,0.03
1000,0.9,0.07,0.03,0.7,0.27,0.03
