Episodes,P1-Win,P1-Lose,P1-Draw,P2-Win,P2-Lose,P2-Draw
0,0.78,0.19,0.03,0.38,0.58,0.04
10,0.93,0.05,0.02,0.39,0.57,0.04
20,0.89,0.08,0.03,0.25,0.7,0.05
30,0.91,0.07,0.02,0.54,0.44,0.02
40,0.91,0.09,0,0.38,0.6,0.02
50,0.91,0.07,0.02,0.38,0.61,0.01
60,0.85,0.11,0.04,0.61,0.36,0.03
70,0.94,0.03,0.03,0.52,0.46,0.02
80,0.96,0.02,0.02,0.5,0.45,0.05
90,0.92,0.06,0.02,0.47,0.42,0.11
100,0.91,0.07,0.02,0.53,0.4,0.07
110,0.88,0.11,0.01,0.47,0.5,0.03
120,0.89,0.11,0,0.61,0.33,0.06
130,0.9,0.09,0.01,0.48,0.49,0.03
140,0.94,0.06,0,0.53,0.4,0.07
150,0.93,0.05,0.02,0.6,0.37,0.03
160,0.94,0.04,0.02,0.55,0.44,0.01
170,0.85,0.09,0.06,0.55,0.39,0.06
180,0.72,0.2,0.08,0.64,0.36,0
190,0.74,0.14,0.12,0.55,0.41,0.04
200,0.87,0.06,0.07,0.5,0.48,0.02
210,0.89,0.03,0.08,0.59,0.4,0.01
220,0.8,0.08,0.12,0.64,0.36,0
230,0.87,0.09,0.04,0.58,0.42,0
240,0.87,0.06,0.07,0.59,0.41,0
250,0.84,0.08,0.08,0.63,0.37,0
260,0.85,0.1,0.05,0.43,0.55,0.02
270,0.83,0.12,0.05,0.53,0.44,0.03
280,0.83,0.1,0.07,0.51,0.43,0.06
290,0.78,0.13,0.09,0.62,0.37,0.01
300,0.72,0.17,0.11,0.6,0.35,0.05
310,0.78,0.15,0.07,0.55,0.42,0.03
320,0.76,0.1,0.14,0.6,0.39,0.01
330,0.85,0.07,0.08,0.6,0.39,0.01
340,0.68,0.21,0.11,0.61,0.38,0.01
350,0.75,0.18,0.07,0.54,0.44,0.02
360,0.82,0.12,0.06,0.67,0.3,0.03
370,0.79,0.12,0.09,0.63,0.35,0.02
380,0.82,0.13,0.05,0.58,0.4,0.02
390,0.76,0.15,0.09,0.56,0.42,0.02
400,0.81,0.09,0.1,0.61,0.36,0.03
410,0.87,0.05,0.08,0.62,0.38,0
420,0.83,0.1,0.07,0.62,0.38,0
430,0.83,0.1,0.07,0.69,0.29,0.02
440,0.83,0.1,0.07,0.56,0.42,0.02
450,0.83,0.13,0.04,0.67,0.32,0.01
460,0.75,0.17,0.08,0.59,0.41,0
470,0.8,0.09,0.11,0.53,0.46,0.01
480,0.83,0.16,0.01,0.54,0.43,0.03
490,0.82,0.11,0.07,0.6,0.36,0.04
500,0.83,0.13,0.04,0.56,0.42,0.02
510,0.78,0.19,0.03,0.7,0.3,0
520,0.83,0.12,0.05,0.47,0.51,0.02
530,0.79,0.12,0.09,0.52,0.47,0.01
540,0.84,0.06,0.1,0.58,0.4,0.02
550,0.78,0.14,0.08,0.62,0.33,0.05
560,0.85,0.09,0.06,0.66,0.33,0.01
570,0.85,0.08,0.07,0.53,0.47,0
580,0.87,0.07,0.06,0.58,0.37,0.05
590,0.89,0.05,0.06,0.67,0.29,0.04
600,0.88,0.1,0.02,0.67,0.32,0.01
610,0.84,0.08,0.08,0.45,0.54,0.01
620,0.86,0.09,0.05,0.65,0.33,0.02
630,0.9,0.07,0.03,0.64,0.35,0.01
640,0.9,0.05,0.05,0.68,0.32,0
650,0.88,0.09,0.03,0.58,0.39,0.03
660,0.93,0.02,0.05,0.59,0.4,0.01
670,0.8,0.11,0.09,0.69,0.3,0.01
680,0.79,0.1,0.11,0.62,0.38,0
690,0.81,0.14,0.05,0.65,0.31,0.04
700,0.92,0.05,0.03,0.62,0.37,0.01
710,0.88,0.08,0.04,0.47,0.52,0.01
720,0.86,0.08,0.06,0.63,0.36,0.01
730,0.88,0.09,0.03,0.52,0.47,0.01
740,0.91,0.06,0.03,0.56,0.44,0
750,0.86,0.1,0.04,0.6,0.35,0.05
760,0.86,0.08,0.06,0.62,0.36,0.02
770,0.88,0.08,0.04,0.72,0.27,0.01
780,0.87,0.08,0.05,0.68,0.29,0.03
790,0.85,0.14,0.01,0.66,0.34,0
800,0.91,0.08,0.01,0.59,0.38,0.03
810,0.89,0.09,0.02,0.6,0.33,0.07
820,0.79,0.15,0.06,0.62,0.36,0.02
830,0.91,0.07,0.02,0.61,0.33,0.06
840,0.81,0.18,0.01,0.52,0.42,0.06
850,0.86,0.12,0.02,0.44,0.49,0.07
860,0.81,0.17,0.02,0.56,0.36,0.08
870,0.91,0.07,0.02,0.52,0.42,0.06
880,0.9,0.1,0,0.48,0.48,0.04
890,0.91,0.05,0.04,0.6,0.4,0
900,0.81,0.12,0.07,0.48,0.51,0.01
910,0.85,0.07,0.08,0.63,0.37,0
920,0.82,0.14,0.04,0.5,0.48,0.02
930,0.86,0.13,0.01,0.47,0.52,0.01
940,0.85,0.07,0.08,0.58,0.41,0.01
950,0.81,0.13,0.06,0.72,0.27,0.01
960,0.93,0.04,0.03,0.64,0.36,0
970,0.86,0.08,0.06,0.56,0.42,0.02
980,0.87,0.07,0.06,0.61,0.33,0.06
990,0.81,0.14,0.05,0.56,0.39,0.05
1000,0.82,0.18,0,0.53,0.46,0.01
