Episodes,P1-Win,P1-Lose,P1-Draw,P2-Win,P2-Lose,P2-Draw
0,0.78,0.19,0.03,0.4,0.56,0.04
10,0.84,0.13,0.03,0.35,0.44,0.21
20,0.89,0.08,0.03,0.16,0.83,0.01
30,0.86,0.11,0.03,0.4,0.6,0
40,0.93,0.06,0.01,0.43,0.56,0.01
50,0.95,0.03,0.02,0.61,0.35,0.04
60,0.91,0.06,0.03,0.54,0.43,0.03
70,0.91,0.05,0.04,0.61,0.31,0.08
80,0.94,0.04,0.02,0.47,0.52,0.01
90,0.89,0.08,0.03,0.46,0.53,0.01
100,0.93,0.06,0.01,0.55,0.44,0.01
110,0.92,0.07,0.01,0.56,0.4,0.04
120,0.78,0.15,0.07,0.4,0.57,0.03
130,0.89,0.08,0.03,0.58,0.37,0.05
140,0.87,0.07,0.06,0.57,0.39,0.04
150,0.86,0.08,0.06,0.56,0.41,0.03
160,0.81,0.06,0.13,0.59,0.39,0.02
170,0.82,0.09,0.09,0.52,0.46,0.02
180,0.79,0.11,0.1,0.53,0.35,0.12
190,0.78,0.09,0.13,0.67,0.33,0
200,0.82,0.09,0.09,0.61,0.36,0.03
210,0.82,0.09,0.09,0.58,0.4,0.02
220,0.79,0.15,0.06,0.56,0.38,0.06
230,0.79,0.16,0.05,0.58,0.4,0.02
240,0.68,0.18,0.14,0.49,0.46,0.05
250,0.66,0.25,0.09,0.62,0.34,0.04
260,0.75,0.15,0.1,0.59,0.31,0.1
270,0.83,0.12,0.05,0.52,0.35,0.13
280,0.72,0.18,0.1,0.58,0.3,0.12
290,0.8,0.13,0.07,0.58,0.4,0.02
300,0.8,0.06,0.14,0.61,0.35,0.04
310,0.77,0.14,0.09,0.51,0.38,0.11
320,0.78,0.13,0.09,0.54,0.4,0.06
330,0.76,0.17,0.07,0.62,0.24,0.14
340,0.85,0.11,0.04,0.54,0.34,0.12
350,0.81,0.13,0.06,0.49,0.41,0.1
360,0.87,0.08,0.05,0.57,0.38,0.05
370,0.75,0.16,0.09,0.53,0.41,0.06
380,0.74,0.21,0.05,0.65,0.33,0.02
390,0.8,0.16,0.04,0.61,0.39,0
400,0.74,0.14,0.12,0.55,0.42,0.03
410,0.84,0.1,0.06,0.53,0.44,0.03
420,0.79,0.16,0.05,0.65,0.35,0
430,0.84,0.12,0.04,0.49,0.44,0.07
440,0.87,0.08,0.05,0.52,0.38,0.1
450,0.79,0.12,0.09,0.47,0.43,0.1
460,0.79,0.16,0.05,0.58,0.39,0.03
470,0.9,0.05,0.05,0.53,0.39,0.08
480,0.82,0.13,0.05,0.63,0.32,0.05
490,0.79,0.14,0.07,0.52,0.39,0.09
500,0.89,0.07,0.04,0.59,0.36,0.05
510,0.87,0.12,0.01,0.62,0.32,0.06
520,0.89,0.07,0.04,0.55,0.42,0.03
530,0.9,0.06,0.04,0.61,0.36,0.03
540,0.93,0.05,0.02,0.6,0.36,0.04
550,0.87,0.1,0.03,0.57,0.42,0.01
560,0.84,0.11,0.05,0.59,0.41,0
570,0.83,0.14,0.03,0.56,0.44,0
580,0.86,0.09,0.05,0.56,0.4,0.04
590,0.85,0.14,0.01,0.48,0.41,0.11
600,0.8,0.16,0.04,0.58,0.36,0.06
610,0.81,0.1,0.09,0.55,0.4,0.05
620,0.79,0.16,0.05,0.54,0.42,0.04
630,0.88,0.05,0.07,0.57,0.36,0.07
640,0.88,0.06,0.06,0.59,0.37,0.04
650,0.82,0.1,0.08,0.57,0.34,0.09
660,0.83,0.14,0.03,0.64,0.31,0.05
670,0.84,0.12,0.04,0.48,0.38,0.14
680,0.88,0.07,0.05,0.58,0.37,0.05
690,0.86,0.11,0.03,0.57,0.38,0.05
700,0.87,0.08,0.05,0.63,0.32,0.05
710,0.82,0.11,0.07,0.58,0.39,0.03
720,0.89,0.06,0.05,0.67,0.3,0.03
730,0.87,0.09,0.04,0.57,0.42,0.01
740,0.87,0.11,0.02,0.52,0.47,0.01
750,0.93,0.05,0.02,0.59,0.4,0.01
760,0.9,0.06,0.04,0.64,0.36,0
770,0.9,0.06,0.04,0.55,0.45,0
780,0.89,0.1,0.01,0.64,0.33,0.03
790,0.87,0.1,0.03,0.58,0.39,0.03
800,0.85,0.12,0.03,0.48,0.51,0.01
810,0.86,0.12,0.02,0.55,0.41,0.04
820,0.9,0.07,0.03,0.39,0.55,0.06
830,0.93,0.04,0.03,0.53,0.46,0.01
840,0.88,0.09,0.03,0.6,0.4,0
850,0.87,0.11,0.02,0.45,0.55,0
860,0.9,0.08,0.02,0.56,0.42,0.02
870,0.86,0.11,0.03,0.59,0.4,0.01
880,0.86,0.09,0.05,0.58,0.41,0.01
890,0.92,0.07,0.01,0.51,0.44,0.05
900,0.83,0.12,0.05,0.47,0.51,0.02
910,0.87,0.11,0.02,0.56,0.39,0.05
920,0.87,0.12,0.01,0.55,0.38,0.07
930,0.81,0.13,0.06,0.56,0.41,0.03
940,0.85,0.12,0.03,0.49,0.46,0.05
950,0.85,0.12,0.03,0.5,0.42,0.08
960,0.88,0.12,0,0.57,0.42,0.01
970,0.93,0.05,0.02,0.5,0.45,0.05
980,0.9,0.1,0,0.47,0.44,0.09
990,0.91,0.07,0.02,0.48,0.42,0.1
1000,0.97,0.03,0,0.52,0.41,0.07
