Episodes,P1-Win,P1-Lose,P1-Draw,P2-Win,P2-Lose,P2-Draw
0,0.76,0.16,0.08,0.4,0.58,0.02
10,0.9,0.07,0.03,0.25,0.74,0.01
20,0.8,0.15,0.05,0.36,0.64,0
30,0.78,0.14,0.08,0.48,0.47,0.05
40,0.87,0.13,0,0.6,0.37,0.03
50,0.88,0.11,0.01,0.6,0.33,0.07
60,0.86,0.1,0.04,0.6,0.35,0.05
70,0.89,0.09,0.02,0.63,0.28,0.09
80,0.88,0.1,0.02,0.55,0.4,0.05
90,0.81,0.17,0.02,0.54,0.41,0.05
100,0.89,0.08,0.03,0.59,0.35,0.06
110,0.84,0.12,0.04,0.62,0.38,0
120,0.86,0.14,0,0.67,0.3,0.03
130,0.8,0.16,0.04,0.5,0.48,0.02
140,0.77,0.21,0.02,0.6,0.39,0.01
150,0.79,0.16,0.05,0.57,0.39,0.04
160,0.85,0.12,0.03,0.71,0.27,0.02
170,0.88,0.1,0.02,0.62,0.38,0
180,0.77,0.2,0.03,0.52,0.48,0
190,0.89,0.1,0.01,0.62,0.37,0.01
200,0.92,0.04,0.04,0.48,0.5,0.02
210,0.83,0.14,0.03,0.5,0.46,0.04
220,0.85,0.13,0.02,0.53,0.46,0.01
230,0.88,0.1,0.02,0.52,0.41,0.07
240,0.9,0.08,0.02,0.52,0.44,0.04
250,0.86,0.13,0.01,0.45,0.54,0.01
260,0.87,0.08,0.05,0.48,0.51,0.01
270,0.74,0.2,0.06,0.5,0.49,0.01
280,0.67,0.27,0.06,0.53,0.45,0.02
290,0.64,0.29,0.07,0.55,0.4,0.05
300,0.75,0.16,0.09,0.51,0.38,0.11
310,0.76,0.16,0.08,0.48,0.44,0.08
320,0.69,0.15,0.16,0.51,0.44,0.05
330,0.66,0.2,0.14,0.54,0.41,0.05
340,0.69,0.22,0.09,0.47,0.48,0.05
350,0.7,0.21,0.09,0.38,0.56,0.06
360,0.79,0.12,0.09,0.45,0.5,0.05
370,0.66,0.22,0.12,0.51,0.46,0.03
380,0.63,0.33,0.04,0.42,0.51,0.07
390,0.63,0.24,0.13,0.38,0.53,0.09
400,0.79,0.13,0.08,0.38,0.49,0.13
410,0.87,0.1,0.03,0.45,0.41,0.14
420,0.86,0.02,0.12,0.42,0.47,0.11
430,0.84,0.08,0.08,0.44,0.49,0.07
440,0.77,0.13,0.1,0.42,0.53,0.05
450,0.78,0.11,0.11,0.58,0.38,0.04
460,0.84,0.08,0.08,0.6,0.38,0.02
470,0.77,0.12,0.11,0.57,0.42,0.01
480,0.8,0.12,0.08,0.51,0.45,0.04
490,0.82,0.07,0.11,0.49,0.49,0.02
500,0.79,0.19,0.02,0.6,0.38,0.02
510,0.82,0.16,0.02,0.59,0.37,0.04
520,0.78,0.17,0.05,0.46,0.51,0.03
530,0.75,0.17,0.08,0.53,0.46,0.01
540,0.75,0.17,0.08,0.44,0.51,0.05
550,0.76,0.17,0.07,0.57,0.39,0.04
560,0.8,0.12,0.08,0.57,0.43,0
570,0.8,0.13,0.07,0.57,0.37,0.06
580,0.85,0.1,0.05,0.45,0.52,0.03
590,0.81,0.13,0.06,0.38,0.55,0.07
600,0.86,0.13,0.01,0.41,0.55,0.04
610,0.8,0.15,0.05,0.63,0.35,0.02
620,0.72,0.24,0.04,0.59,0.4,0.01
630,0.84,0.14,0.02,0.64,0.34,0.02
640,0.81,0.16,0.03,0.58,0.41,0.01
650,0.87,0.1,0.03,0.53,0.46,0.01
660,0.8,0.12,0.08,0.54,0.42,0.04
670,0.82,0.14,0.04,0.47,0.5,0.03
680,0.8,0.17,0.03,0.57,0.42,0.01
690,0.76,0.16,0.08,0.49,0.48,0.03
700,0.81,0.18,0.01,0.56,0.39,0.05
710,0.85,0.13,0.02,0.5,0.45,0.05
720,0.91,0.06,0.03,0.51,0.4,0.09
730,0.86,0.11,0.03,0.51,0.45,0.04
740,0.83,0.12,0.05,0.43,0.53,0.04
750,0.82,0.13,0.05,0.56,0.4,0.04
760,0.84,0.12,0.04,0.53,0.46,0.01
770,0.77,0.15,0.08,0.59,0.39,0.02
780,0.78,0.17,0.05,0.5,0.5,0
790,0.8,0.16,0.04,0.54,0.46,0
800,0.86,0.11,0.03,0.58,0.41,0.01
810,0.87,0.09,0.04,0.59,0.4,0.01
820,0.84,0.14,0.02,0.54,0.44,0.02
830,0.81,0.14,0.05,0.52,0.47,0.01
840,0.76,0.18,0.06,0.46,0.52,0.02
850,0.79,0.1,0.11,0.6,0.35,0.05
860,0.78,0.13,0.09,0.55,0.33,0.12
870,0.75,0.14,0.11,0.58,0.37,0.05
880,0.77,0.1,0.13,0.6,0.35,0.05
890,0.82,0.12,0.06,0.51,0.43,0.06
900,0.85,0.14,0.01,0.6,0.4,0
910,0.85,0.08,0.07,0.55,0.43,0.02
920,0.77,0.14,0.09,0.73,0.21,0.06
930,0.82,0.11,0.07,0.59,0.31,0.1
940,0.72,0.17,0.11,0.55,0.38,0.07
950,0.8,0.12,0.08,0.54,0.43,0.03
960,0.79,0.1,0.11,0.56,0.37,0.07
970,0.77,0.11,0.12,0.57,0.39,0.04
980,0.86,0.09,0.05,0.65,0.31,0.04
990,0.7,0.15,0.15,0.48,0.47,0.05
1000,0.81,0.17,0.02,0.55,0.38,0.07
